,industry,index_x
143645,Drug Development,388842.0
143646,Mobile Software & Services,388843.0
143647,Internet Software & Services,388844.0
143653,Drug Development,388849.0
143655,Medical Devices & Equipment,295848.0
143657,Internet Software & Services,389389.0
143659,Health & Wellness (non-internet/mobile)…,402061.0
143660,Pharmaceuticals / Drugs,403498.0
143686,Biotechnology,388967.0
143698,Mobile Software & Services,389002.0
143703,Elective & Aesthetic Medicine,389004.0
143706,Pharmaceuticals / Drugs,389033.0
143707,Internet Software & Services,389034.0
143709,Internet Software & Services,389036.0
143710,Healthcare Software,389059.0
143711,Pharmaceuticals / Drugs,389068.0
143712,Medical Facilities & Services,389071.0
143714,Internet Software & Services,389077.0
143716,Healthcare Software,389081.0
143717,Medical Facilities & Services,389085.0
143719,Biotechnology,389170.0
143720,Drug Development,389172.0
143721,Medical Devices & Equipment,389175.0
143722,Drug Development,389177.0
143724,Drug Development,389178.0
143726,Healthcare Software,389197.0
143731,Medical Devices & Equipment,417561.0
143732,Medical Devices & Equipment,417576.0
143733,Biotechnology,467941.0
143739,Biotechnology,389228.0
143745,Medical Facilities & Services,255146.0
143756,Drug Development,389309.0
143768,Drug Development,389338.0
143769,Biotechnology,389346.0
143780,Health & Wellness (non-internet/mobile)…,389355.0
143782,Dental Products & Services,389358.0
143783,Pharmaceuticals / Drugs,389360.0
143785,Medical Facilities & Services,389379.0
143793,Drug Development,389596.0
143795,Medical Devices & Equipment,389704.0
143797,Internet Software & Services,390534.0
143798,Medical Facilities & Services,390543.0
143800,Biotechnology,392118.0
143803,Mobile Software & Services,407287.0
143805,Mobile Software & Services,389414.0
143806,Medical Facilities & Services,389427.0
143807,Health & Wellness (non-internet/mobile)…,389428.0
143819,Biotechnology,389488.0
143820,Drug Development,389490.0
143831,Pharmaceuticals / Drugs,389496.0
143832,Disease Diagnosis,389505.0
143833,Stealth Mode,389525.0
143836,Medical Facilities & Services,389539.0
143838,Internet Software & Services,389542.0
143839,Healthcare Software,389545.0
143840,Medical Facilities & Services,389553.0
143842,Biotechnology,389559.0
143845,Biotechnology,389569.0
143847,Medical Devices & Equipment,389575.0
143849,Internet Software & Services,389589.0
143850,Internet Software & Services,389608.0
143851,,389610.0
143852,Biotechnology,389618.0
143853,Healthcare Software,391973.0
143854,Biotechnology,401792.0
143857,Healthcare Software,450687.0
143871,Medical Devices & Equipment,389706.0
143872,Drug Manufacturing,389727.0
143873,Health & Wellness (non-internet/mobile)…,389737.0
143874,Medical Devices & Equipment,389763.0
143875,Healthcare Software,389768.0
143881,Drug Development,389790.0
143883,Healthcare Software,389797.0
143885,Medical Facilities & Services,389811.0
143894,Medical Devices & Equipment,496514.0
143897,Drug Development,311549.0
143898,Health & Wellness (non-internet/mobile)…,411353.0
143899,Health & Wellness (non-internet/mobile)…,411354.0
143902,Mobile Software & Services,458296.0
143907,Dental Products & Services,390654.0
143912,Drug Delivery,393444.0
143915,,638386.0
143916,Medical Facilities & Services,665699.0
143917,Biotechnology,25946.0
143926,Pharmaceuticals / Drugs,389962.0
143932,Elective & Aesthetic Medicine,389987.0
143933,Stealth Mode,390001.0
143938,Medical Devices & Equipment,390034.0
143939,Drug Development,390049.0
143947,Mobile Software & Services,390062.0
143948,Medical Facilities & Services,390079.0
143949,Medical Devices & Equipment,390123.0
143957,Medical Devices & Equipment,390142.0
143958,Medical Facilities & Services,390300.0
143959,Medical Devices & Equipment,390324.0
143960,Drug Delivery,391702.0
143962,Biotechnology,392975.0
143965,Pharmaceuticals / Drugs,517173.0
143972,Mobile Software & Services,390193.0
143987,Medical Devices & Equipment,390199.0
143988,Medical Equipment & Supplies,390209.0
143997,Dental Products & Services,266409.0
143998,Biotechnology,390239.0
144001,Drug Development,390240.0
144012,Drug Development,240398.0
144022,Pharmaceuticals / Drugs,388792.0
144030,Medical Devices & Equipment,390315.0
144031,Medical Facilities & Services,390320.0
144032,Mobile Software & Services,390343.0
144040,Dental Products & Services,390358.0
144048,Biotechnology,390457.0
144050,Internet Software & Services,400622.0
144051,Healthcare Plans,363552.0
144054,Internet Software & Services,615816.0
144057,Medical Facilities & Services,390434.0
144081,Drug Development,23044.0
144082,Drug Manufacturing,390471.0
144084,Medical Facilities & Services,390509.0
144086,Biotechnology,390551.0
144088,Medical Facilities & Services,390553.0
144090,Biotechnology,390557.0
144092,Mobile Software & Services,390559.0
144093,Medical Facilities & Services,390560.0
144095,Biotechnology,390564.0
144097,Disease Diagnosis,390567.0
144099,Biotechnology,390571.0
144101,Pharmaceuticals / Drugs,390579.0
144103,Medical Facilities & Services,390591.0
144104,Medical Facilities & Services,390597.0
144105,Healthcare Software,390607.0
144120,Medical Devices & Equipment,390672.0
144122,Drug Development,390686.0
144123,Medical Equipment & Supplies,390695.0
144124,Mobile Software & Services,390701.0
144125,Health & Wellness (non-internet/mobile)…,390703.0
144126,Medical Devices & Equipment,390714.0
144127,Medical Facilities & Services,390727.0
144131,Mobile Software & Services,403691.0
144132,Medical Devices & Equipment,402958.0
144133,Drug Manufacturing,449396.0
144134,Biotechnology,548347.0
144135,Medical Facilities & Services,349317.0
144136,Medical Devices & Equipment,390743.0
144137,Medical Devices & Equipment,390745.0
144138,Internet Software & Services,390768.0
144139,Biotechnology,390788.0
144141,Medical Devices & Equipment,390807.0
144143,Medical Facilities & Services,390837.0
144147,Medical Facilities & Services,390850.0
144162,Medical Devices & Equipment,390903.0
144165,Health & Wellness (non-internet/mobile)…,390917.0
144167,Drug Development,390952.0
144168,Medical Facilities & Services,390970.0
144169,Medical Devices & Equipment,390991.0
144170,Healthcare Software,392568.0
144171,Internet Software & Services,392574.0
144172,Mobile Software & Services,392581.0
144176,Internet Software & Services,401635.0
144180,Medical Devices & Equipment,428863.0
144188,Pharmaceuticals / Drugs,495477.0
144189,Biotechnology,521925.0
144191,Drug Delivery,576944.0
144197,Internet Software & Services,414579.0
144198,Drug Development,469914.0
144199,Medical Facilities & Services,629559.0
144200,Internet Software & Services,602786.0
144202,Drug Delivery,657731.0
144203,Mobile Software & Services,552849.0
144204,Internet Software & Services,393627.0
144205,Internet Software & Services,393633.0
144206,Internet Software & Services,393645.0
144207,Biotechnology,538980.0
144209,Medical Facilities & Services,391077.0
144210,Medical Facilities & Services,368390.0
144217,Internet Software & Services,391175.0
144222,Medical Devices & Equipment,377411.0
144225,Biotechnology,357029.0
144226,Medical Facilities & Services,391254.0
144227,Pharmaceutical Distribution & Wholesale…,391272.0
144229,Pharmaceutical Distribution & Wholesale…,391273.0
144231,Mobile Software & Services,391285.0
144232,Pharmaceuticals / Drugs,391288.0
144235,Dental Products & Services,391317.0
144236,Internet Software & Services,391325.0
144237,Pharmaceuticals / Drugs,391352.0
144240,Biotechnology,551695.0
144241,Pharmaceuticals / Drugs,349155.0
144242,Drug Discovery,346554.0
144243,Dental Products & Services,594884.0
144244,Medical Facilities & Services,632313.0
144267,Healthcare Software,391482.0
144268,Drug Development,391484.0
144272,Medical Facilities & Services,391503.0
144274,Drug Development,391534.0
144276,Pharmaceuticals / Drugs,391553.0
144277,Medical Devices & Equipment,57254.0
144278,Pharmaceuticals / Drugs,391612.0
144280,Healthcare Software,391619.0
144281,Health & Wellness (non-internet/mobile)…,391622.0
144282,Internet Software & Services,391626.0
144283,Health & Wellness (non-internet/mobile)…,391638.0
144284,Biotechnology,391646.0
144289,Mobile Software & Services,391664.0
144290,Medical Facilities & Services,391672.0
144291,Biotechnology,391830.0
144292,Internet Software & Services,391836.0
144293,Drug Development,392329.0
144295,Internet Software & Services,392593.0
144296,Mobile Software & Services,392596.0
144298,Mobile Software & Services,392603.0
144300,Medical Devices & Equipment,392614.0
144301,Internet Software & Services,392619.0
144302,Internet Software & Services,392623.0
144303,Biotechnology,359894.0
144304,Medical Devices & Equipment,392658.0
144305,Pharmaceuticals / Drugs,392659.0
144307,Internet Software & Services,393818.0
144312,Biotechnology,396220.0
144315,Medical Devices & Equipment,396263.0
144318,Medical Facilities & Services,413360.0
144320,Mobile Software & Services,459975.0
144321,Medical Devices & Equipment,651885.0
144330,Medical Devices & Equipment,56774.0
144331,Biotechnology,391720.0
144337,Pharmaceutical Distribution & Wholesale…,391743.0
144338,Medical Equipment & Supplies,391751.0
144340,Pharmaceuticals / Drugs,391773.0
144342,Biotechnology,391781.0
144354,Medical Devices & Equipment,391815.0
144355,,391831.0
144364,Pharmaceuticals / Drugs,391948.0
144366,Medical Devices & Equipment,392803.0
144367,Mobile Software & Services,393763.0
144369,Medical Devices & Equipment,396262.0
144372,Medical Devices & Equipment,396576.0
144375,Biotechnology,402364.0
144378,Biotechnology,424027.0
144379,Medical Devices & Equipment,18261.0
144383,Medical Devices & Equipment,19485.0
144385,Medical Devices & Equipment,413345.0
144386,Internet Software & Services,368437.0
144387,Medical Devices & Equipment,424217.0
144392,Medical Information,424359.0
144394,Biotechnology,424523.0
144398,Medical Devices & Equipment,586474.0
144399,Medical Facilities & Services,335970.0
144402,Biotechnology,392004.0
144405,Biotechnology,392024.0
144408,Healthcare Software,392077.0
144409,Pharmaceutical Distribution & Wholesale…,392103.0
144410,Pharmaceuticals / Drugs,392112.0
144411,Health & Wellness (non-internet/mobile)…,392133.0
144413,Medical Facilities & Services,392143.0
144414,Medical Devices & Equipment,392145.0
144416,Mobile Software & Services,392157.0
144420,Medical Facilities & Services,392186.0
144434,Internet Software & Services,392272.0
144436,Pharmaceuticals / Drugs,392450.0
144437,Mobile Software & Services,394014.0
144438,Internet Software & Services,396300.0
144439,,399231.0
144444,Biotechnology,513133.0
144445,Healthcare Software,515620.0
144450,Medical Devices & Equipment,392351.0
144451,Elective & Aesthetic Medicine,392359.0
144452,Medical Devices & Equipment,392363.0
144453,Internet Software & Services,392386.0
144454,Internet Software & Services,392394.0
144455,Internet Software & Services,392398.0
144457,Mobile Software & Services,392399.0
144458,Pharmaceuticals / Drugs,392400.0
144459,Medical Devices & Equipment,392402.0
144460,Elective & Aesthetic Medicine,392404.0
144461,Medical Devices & Equipment,56363.0
144462,Medical Devices & Equipment,392449.0
144463,Medical Facilities & Services,392462.0
144465,Mobile Software & Services,392487.0
144466,Medical Devices & Equipment,392498.0
144467,Biotechnology,392503.0
144471,Internet Software & Services,392529.0
144477,Medical Facilities & Services,392548.0
144481,Biotechnology,392572.0
144482,Medical Facilities & Services,392576.0
144486,Pharmaceuticals / Drugs,392630.0
144488,Biotechnology,393529.0
144492,Medical Facilities & Services,394445.0
144502,Pharmaceuticals / Drugs,392682.0
144504,Mobile Software & Services,392685.0
144514,Biotechnology,392724.0
144522,Medical Facilities & Services,392735.0
144523,Health & Wellness (non-internet/mobile)…,392742.0
144524,Medical Facilities & Services,392752.0
144525,Medical Devices & Equipment,392802.0
144526,Health & Wellness (non-internet/mobile)…,392836.0
144527,Medical Facilities & Services,392839.0
144528,Mobile Software & Services,392856.0
144529,Mobile Software & Services,392865.0
144530,Healthcare Software,392881.0
144531,Biotechnology,392889.0
144532,Biotechnology,392920.0
144533,Alternative Medicine,392932.0
144539,Pharmaceuticals / Drugs,392967.0
144540,Biotechnology,392969.0
144548,Medical Facilities & Services,392997.0
144549,Internet Software & Services,393930.0
144550,Mobile Software & Services,393957.0
144551,Health & Wellness (non-internet/mobile)…,393997.0
144552,Health & Wellness (non-internet/mobile)…,393998.0
144553,Mobile Software & Services,394006.0
144554,Internet Software & Services,394190.0
144576,Medical Facilities & Services,393038.0
144577,Medical Facilities & Services,393040.0
144578,Medical Facilities & Services,393041.0
144579,Medical Facilities & Services,393042.0
144580,Drug Delivery,393043.0
144582,Medical Facilities & Services,393044.0
144583,Medical Facilities & Services,393046.0
144584,Medical Facilities & Services,393047.0
144585,Medical Facilities & Services,393049.0
144587,Health & Wellness (non-internet/mobile)…,393080.0
144591,Pharmaceutical Distribution & Wholesale…,393090.0
144593,Medical Devices & Equipment,393100.0
144594,Mobile Software & Services,393102.0
144595,Biotechnology,393105.0
144607,Medical Facilities & Services,393124.0
144622,Healthcare Software,355777.0
144626,Drug Development,393189.0
144629,Biotechnology,393199.0
144630,Internet Software & Services,393207.0
144631,Medical Facilities & Services,393209.0
144632,Medical Facilities & Services,393214.0
144633,Medical Facilities & Services,393217.0
144634,Medical Facilities & Services,393219.0
144635,Medical Facilities & Services,393221.0
144636,Biotechnology,368850.0
144637,Medical Equipment & Supplies,393228.0
144638,Medical Devices & Equipment,393230.0
144639,Pharmaceuticals / Drugs,393232.0
144642,Medical Devices & Equipment,393268.0
144646,Mobile Software & Services,395690.0
144648,Medical Facilities & Services,396303.0
144649,Biotechnology,428944.0
144659,Internet Software & Services,393365.0
144661,Internet Software & Services,393373.0
144662,Drug Development,393383.0
144667,Healthcare Software,393413.0
144669,Medical Devices & Equipment,393442.0
144671,Medical Facilities & Services,350877.0
144673,Medical Devices & Equipment,393458.0
144675,Medical Devices & Equipment,393461.0
144677,Mobile Software & Services,393463.0
144679,Medical Devices & Equipment,393467.0
144684,Biotechnology,395015.0
144685,Biotechnology,396138.0
144688,Biotechnology,401507.0
144691,Medical Devices & Equipment,518577.0
144692,Medical Devices & Equipment,538600.0
144693,Medical Facilities & Services,393488.0
144705,Drug Development,393490.0
144707,Healthcare Software,393495.0
144708,Internet Software & Services,393500.0
144709,Internet Software & Services,393515.0
144710,Dental Products & Services,393523.0
144715,Medical Facilities & Services,393577.0
144716,Mobile Software & Services,393578.0
144717,Medical Devices & Equipment,348827.0
144721,Mobile Software & Services,393607.0
144724,Health & Wellness (non-internet/mobile)…,393612.0
144726,Internet Software & Services,393674.0
144731,Mobile Software & Services,393722.0
144744,Biotechnology,471968.0
144747,Medical Devices & Equipment,393734.0
144750,Biotechnology,393779.0
144752,Pharmaceuticals / Drugs,18229.0
144756,,393790.0
144758,Internet Software & Services,393825.0
144764,Mobile Software & Services,393842.0
144765,Medical Facilities & Services,393863.0
144767,Medical Equipment & Supplies,393904.0
144770,Pharmaceuticals / Drugs,393935.0
144772,Medical Devices & Equipment,394122.0
144774,Healthcare Software,394439.0
144775,Medical Product Distribution,357247.0
144776,Medical Product Distribution,397288.0
144778,Biotechnology,476253.0
144779,Medical Facilities & Services,478079.0
144782,Healthcare Software,514680.0
144786,Medical Facilities & Services,569744.0
144808,Disease Diagnosis,394059.0
144813,Medical Facilities & Services,394097.0
144814,Stealth Mode,394110.0
144831,Medical Devices & Equipment,394127.0
144836,Medical Devices & Equipment,394134.0
144837,Medical Devices & Equipment,394136.0
144846,Medical Devices & Equipment,394140.0
144848,Medical Devices & Equipment,394143.0
144851,Healthcare Software,394146.0
144856,Disease Diagnosis,394147.0
144860,Medical Devices & Equipment,394150.0
144862,Medical Devices & Equipment,394152.0
144865,Medical Devices & Equipment,394155.0
144869,Medical Devices & Equipment,57623.0
144875,Medical Devices & Equipment,394158.0
144876,Medical Devices & Equipment,394162.0
144878,Stealth Mode,394170.0
144879,Health & Wellness (non-internet/mobile)…,394172.0
144880,Pharmaceutical Distribution & Wholesale…,394178.0
144883,Disease Diagnosis,394199.0
144884,Mobile Software & Services,394200.0
144885,Drug Discovery,394203.0
144886,Medical Devices & Equipment,394206.0
144887,Biotechnology,394209.0
144888,Medical Devices & Equipment,394213.0
144889,Biotechnology,394216.0
144890,Healthcare Software,394218.0
144891,Healthcare Software,394224.0
144892,Medical Equipment & Supplies,394231.0
144893,Drug Development,394232.0
144894,Medical Facilities & Services,394234.0
144896,Medical Facilities & Services,394238.0
144899,Internet Software & Services,394245.0
144900,Mobile Software & Services,394250.0
144901,Health & Wellness (non-internet/mobile)…,394256.0
144902,Internet Software & Services,394270.0
144905,Internet Software & Services,411027.0
144906,Health & Wellness (non-internet/mobile)…,427946.0
144916,Medical Facilities & Services,394312.0
144918,Medical Devices & Equipment,394313.0
144926,Healthcare Software,394343.0
144929,Medical Devices & Equipment,394353.0
144936,Medical Facilities & Services,394369.0
144957,Mobile Software & Services,394421.0
144958,Biotechnology,394426.0
144959,Medical Facilities & Services,394438.0
144963,Healthcare Software,394460.0
144964,Internet Software & Services,294108.0
144965,Medical Devices & Equipment,394515.0
144966,Medical Devices & Equipment,253399.0
144967,Medical Devices & Equipment,394956.0
144969,Mobile Software & Services,395409.0
144973,Healthcare Software,395885.0
144974,Medical Devices & Equipment,396212.0
144979,Healthcare Software,397728.0
144982,Medical Facilities & Services,402531.0
144993,Pharmaceuticals / Drugs,394559.0
144994,Medical Facilities & Services,394573.0
145005,Pharmaceuticals / Drugs,394598.0
145006,Biotechnology,394606.0
145009,Medical Facilities & Services,394607.0
145011,Mobile Software & Services,394613.0
145019,Medical Facilities & Services,394646.0
145020,Biotechnology,394659.0
145021,Biotechnology,394671.0
145034,Dental Products & Services,394682.0
145045,Internet Software & Services,394709.0
145049,Healthcare Software,394989.0
145056,Medical Facilities & Services,395125.0
145060,,395413.0
145064,Alternative Medicine,400938.0
145065,Medical Devices & Equipment,450007.0
145066,Medical Facilities & Services,498889.0
145082,,394746.0
145083,Health & Wellness (non-internet/mobile)…,394761.0
145108,Biotechnology,394850.0
145110,Dental Products & Services,394853.0
145111,Medical Facilities & Services,394858.0
145113,Medical Equipment & Supplies,394882.0
145119,Medical Devices & Equipment,394899.0
145121,Medical Facilities & Services,394923.0
145127,Biotechnology,542604.0
145128,Mobile Software & Services,394965.0
145132,Biotechnology,395007.0
145135,Drug Manufacturing,395011.0
145142,Medical Facilities & Services,395024.0
145144,Internet Software & Services,395032.0
145145,Disease Diagnosis,395036.0
145147,Internet Software & Services,395037.0
145149,Medical Devices & Equipment,395038.0
145150,Dental Products & Services,395043.0
145151,Medical Devices & Equipment,395045.0
145152,Medical Devices & Equipment,395048.0
145153,Disease Diagnosis,395053.0
145155,Medical Devices & Equipment,395057.0
145158,Mobile Software & Services,395060.0
145159,Medical Devices & Equipment,395062.0
145160,Drug Development,395063.0
145161,Medical Facilities & Services,395071.0
145169,Medical Facilities & Services,395107.0
145170,Medical Facilities & Services,395108.0
145180,Internet Software & Services,395258.0
145184,Biotechnology,398951.0
145185,Biotechnology,406999.0
145187,Health & Wellness (non-internet/mobile)…,411670.0
145188,Internet Software & Services,414484.0
145189,Medical Devices & Equipment,416684.0
145192,Medical Devices & Equipment,22055.0
145193,Medical Facilities & Services,395208.0
145198,Drug Development,395192.0
145199,Pharmaceuticals / Drugs,395195.0
145200,Medical Facilities & Services,395197.0
145202,Mobile Software & Services,395209.0
145210,Medical Facilities & Services,395232.0
145212,Internet Software & Services,395241.0
145214,Internet Software & Services,356168.0
145216,Stealth Mode,395317.0
145217,Biotechnology,395329.0
145218,Medical Devices & Equipment,395332.0
145220,Medical Devices & Equipment,395338.0
145227,Healthcare Software,395385.0
145228,Drug Development,395401.0
145247,Pharmaceuticals / Drugs,396060.0
145249,Medical Devices & Equipment,397327.0
145251,Biotechnology,411634.0
145256,Medical Facilities & Services,395428.0
145257,Health & Wellness (non-internet/mobile)…,395430.0
145271,Pharmaceuticals / Drugs,395448.0
145277,Pharmaceuticals / Drugs,395460.0
145278,Drug Development,395462.0
145280,Elective & Aesthetic Medicine,395473.0
145288,Elective & Aesthetic Medicine,395502.0
145290,Drug Development,395512.0
145296,Medical Facilities & Services,395514.0
145299,Medical Devices & Equipment,395522.0
145301,Mobile Software & Services,395537.0
145304,Biotechnology,395545.0
145306,Biotechnology,395554.0
145307,Medical Devices & Equipment,395576.0
145311,Biotechnology,395607.0
145312,Internet Software & Services,395608.0
145313,Internet Software & Services,395626.0
145331,Mobile Software & Services,404788.0
145333,Biotechnology,506369.0
145334,Drug Manufacturing,615496.0
145340,Medical Devices & Equipment,395635.0
145355,Mobile Software & Services,395655.0
145382,Medical Facilities & Services,395705.0
145385,Pharmaceutical Distribution & Wholesale…,395740.0
145386,Pharmaceutical Distribution & Wholesale…,395742.0
145388,Biotechnology,395750.0
145392,Medical Devices & Equipment,395757.0
145394,Disease Diagnosis,395776.0
145402,Drug Development,396029.0
145403,Medical Devices & Equipment,396190.0
145406,Drug Discovery,401506.0
145409,Drug Manufacturing,407348.0
145414,Biotechnology,395822.0
145415,Dental Products & Services,395824.0
145416,Medical Facilities & Services,395826.0
145427,Biotechnology,395848.0
145436,Medical Facilities & Services,395880.0
145437,Medical Devices & Equipment,57985.0
145445,Medical Devices & Equipment,395902.0
145455,Medical Facilities & Services,395916.0
145457,Medical Facilities & Services,395928.0
145458,Internet Software & Services,395932.0
145459,Medical Devices & Equipment,392434.0
145462,Drug Manufacturing,395937.0
145463,Medical Devices & Equipment,395939.0
145466,Stealth Mode,395952.0
145482,Internet Software & Services,395998.0
145485,Medical Facilities & Services,396013.0
145486,,396015.0
145487,Medical Devices & Equipment,396017.0
145488,Mobile Software & Services,396055.0
145489,Medical Devices & Equipment,396202.0
145490,Biotechnology,397168.0
145491,Mobile Software & Services,397895.0
145492,Medical Devices & Equipment,397897.0
145493,Mobile Software & Services,397901.0
145494,Mobile Software & Services,397903.0
145496,Healthcare Software,397904.0
145498,Medical Devices & Equipment,566999.0
145499,Biotechnology,396031.0
145500,Medical Facilities & Services,396033.0
145506,Medical Information,396084.0
145507,Mobile Software & Services,396087.0
145509,Medical Facilities & Services,362293.0
145510,Biotechnology,396119.0
145517,Drug Discovery,396150.0
145518,Healthcare Software,396160.0
145519,Alternative Medicine,396210.0
145520,Medical Devices & Equipment,396292.0
145521,Medical Devices & Equipment,396420.0
145524,Biotechnology,396437.0
145534,Biotechnology,398707.0
145536,Mobile Software & Services,407293.0
145543,Biotechnology,547133.0
145547,Internet Software & Services,664442.0
145548,Medical Facilities & Services,407346.0
145549,Medical Facilities & Services,407347.0
145550,Medical Devices & Equipment,435267.0
145551,Drug Delivery,396380.0
145552,Medical Devices & Equipment,399432.0
145554,Medical Facilities & Services,529035.0
145558,Medical Devices & Equipment,396317.0
145561,Drug Development,396326.0
145566,Biotechnology,396336.0
145569,Pharmaceuticals / Drugs,396341.0
145578,Medical Devices & Equipment,396399.0
145579,Biotechnology,396415.0
145580,Medical Facilities & Services,396423.0
145581,Medical Facilities & Services,396425.0
145588,Medical Devices & Equipment,396432.0
145591,Biotechnology,396439.0
145592,Medical Facilities & Services,396442.0
145593,Mobile Software & Services,396444.0
145594,Medical Devices & Equipment,396451.0
145595,Internet Software & Services,396453.0
145598,Medical Devices & Equipment,396471.0
145600,Medical Devices & Equipment,396482.0
145610,Medical Facilities & Services,396504.0
145611,Medical Devices & Equipment,396675.0
145616,Medical Devices & Equipment,396986.0
145617,Internet Software & Services,405756.0
145619,Internet Software & Services,410747.0
145620,Medical Devices & Equipment,445062.0
145623,Internet Software & Services,399172.0
145625,Drug Development,442923.0
145626,Biotechnology,479514.0
145627,Drug Delivery,499179.0
145628,Medical Facilities & Services,516434.0
145630,Healthcare Software,495362.0
145634,Biotechnology,594674.0
145637,Drug Discovery,601402.0
145641,Healthcare Software,644442.0
145644,Pharmaceuticals / Drugs,396521.0
145647,Drug Manufacturing,396555.0
145656,Medical Devices & Equipment,396564.0
145657,Medical Facilities & Services,396570.0
145659,Medical Facilities & Services,396589.0
145660,Biotechnology,396594.0
145663,Health & Wellness (non-internet/mobile)…,396612.0
145664,Biotechnology,396613.0
145665,Medical Devices & Equipment,396641.0
145672,,396708.0
145674,Drug Discovery,396721.0
145675,Medical Devices & Equipment,396851.0
145680,Drug Development,397856.0
145681,Internet Software & Services,402860.0
145687,Biotechnology,507518.0
145690,Medical Devices & Equipment,396746.0
145692,Pharmaceuticals / Drugs,396753.0
145696,Biotechnology,396792.0
145699,Medical Facilities & Services,396817.0
145700,Biotechnology,396820.0
145707,Internet Software & Services,396877.0
145708,Dental Products & Services,396878.0
145709,Health & Wellness (non-internet/mobile)…,396885.0
145710,Medical Facilities & Services,396905.0
145716,Disease Diagnosis,400587.0
145724,Mobile Software & Services,397769.0
145725,Biotechnology,397860.0
145726,Medical Equipment & Supplies,397864.0
145727,Medical Devices & Equipment,397865.0
145728,Medical Devices & Equipment,397912.0
145729,Medical Devices & Equipment,398085.0
145730,Biotechnology,398086.0
145731,Medical Devices & Equipment,398087.0
145733,Medical Devices & Equipment,398090.0
145734,Healthcare Software,398092.0
145735,Medical Devices & Equipment,398095.0
145737,Medical Devices & Equipment,398099.0
145739,Biotechnology,398104.0
145740,Mobile Software & Services,406027.0
145741,Internet Software & Services,407234.0
145750,Medical Facilities & Services,397052.0
145751,Internet Software & Services,397083.0
145758,Medical Facilities & Services,397094.0
145759,Healthcare Software,397096.0
145760,Medical Devices & Equipment,397105.0
145761,Pharmaceuticals / Drugs,397144.0
145770,Medical Facilities & Services,397148.0
145772,Drug Development,397400.0
145781,Drug Development,410214.0
145784,Internet Software & Services,412263.0
145785,Drug Development,427612.0
145792,Biotechnology,397236.0
145797,Pharmaceuticals / Drugs,397237.0
145798,Drug Manufacturing,397239.0
145799,Medical Devices & Equipment,397240.0
145800,Internet Software & Services,397244.0
145805,Healthcare Software,397255.0
145806,Medical Facilities & Services,397274.0
145807,Health & Wellness (non-internet/mobile)…,397283.0
145808,Dental Products & Services,397285.0
145809,Disease Diagnosis,397300.0
145810,Medical Facilities & Services,397301.0
145812,Medical Facilities & Services,397303.0
145813,Drug Development,397308.0
145814,Drug Development,397313.0
145815,Drug Discovery,397320.0
145819,Medical Facilities & Services,397323.0
145820,Health & Wellness (non-internet/mobile)…,397330.0
145821,Medical Devices & Equipment,397331.0
145822,Medical Facilities & Services,397340.0
145826,Internet Software & Services,397356.0
145829,Mobile Software & Services,397359.0
145837,Drug Manufacturing,397370.0
145838,Medical Facilities & Services,397371.0
145839,Pharmaceuticals / Drugs,397377.0
145840,Dental Products & Services,397379.0
145841,Biotechnology,397384.0
145843,Medical Facilities & Services,397419.0
145844,Stealth Mode,397421.0
145846,Health & Wellness (non-internet/mobile)…,398937.0
145847,Medical Devices & Equipment,400929.0
145850,Pharmaceutical Distribution & Wholesale…,407039.0
145851,Medical Facilities & Services,407286.0
145852,Dental Products & Services,409737.0
145864,Medical Devices & Equipment,397450.0
145865,Medical Facilities & Services,397451.0
145870,Medical Facilities & Services,397457.0
145872,Drug Development,397461.0
145873,Drug Development,397462.0
145874,Medical Facilities & Services,397466.0
145882,Medical Devices & Equipment,397483.0
145883,Medical Facilities & Services,397494.0
145895,Health & Wellness (non-internet/mobile)…,397521.0
145896,Medical Facilities & Services,397548.0
145898,Drug Development,397555.0
145899,Mobile Software & Services,397562.0
145901,Drug Discovery,397586.0
145902,Medical Devices & Equipment,397588.0
145904,Medical Facilities & Services,397594.0
145905,Biotechnology,397612.0
145908,Medical Devices & Equipment,397617.0
145910,Biotechnology,397618.0
145915,Medical Facilities & Services,397650.0
145920,Medical Devices & Equipment,398024.0
145922,Medical Devices & Equipment,398836.0
145924,Medical Facilities & Services,350589.0
145926,Medical Facilities & Services,417529.0
145927,Healthcare Software,374851.0
145928,Healthcare Software,412182.0
145939,Mobile Software & Services,397669.0
145943,Medical Facilities & Services,397677.0
145945,Disease Diagnosis,397680.0
145955,Medical Facilities & Services,397719.0
145957,Medical Devices & Equipment,397721.0
145958,Medical Devices & Equipment,397734.0
145960,Medical Facilities & Services,397758.0
145961,Medical Facilities & Services,397761.0
145971,Healthcare Plans,397772.0
145976,Drug Manufacturing,397775.0
145977,Medical Facilities & Services,397781.0
145984,Internet Software & Services,397816.0
145986,Biotechnology,397819.0
145989,Medical Facilities & Services,397827.0
145990,Internet Software & Services,397832.0
145992,Mobile Software & Services,397900.0
145993,Internet Software & Services,397909.0
145994,Mobile Software & Services,397916.0
145995,Internet Software & Services,155233.0
145997,Internet Software & Services,398884.0
145998,Mobile Software & Services,398900.0
146013,Medical Devices & Equipment,57777.0
146014,Medical Facilities & Services,397863.0
146015,Medical Devices & Equipment,397866.0
146016,Medical Devices & Equipment,355186.0
146017,Alternative Medicine,397874.0
146019,Medical Devices & Equipment,397892.0
146020,Medical Facilities & Services,397894.0
146023,Biotechnology,397924.0
