node,index,country,continent,industry,foundation,target_status,bipartite,id,eigen_max,pages_max,degcen_max,bet_max,avg_max,dis_mean,newman_max,vote_min
Provia Laboratories,225390.0,United States,North America,Medical Facilities & Services,2009.0,Alive / Active,1,23083,,,,,,,,
Aerami Therapeutics,225898.0,United States,North America,Drug Development,2010.0,Alive / Active,1,23154,0.012034870633718813,0.0004018514073308774,0.0045829514207149395,0.0021943661127978003,62.53333333333333,,0.2750692160253171,0.2750692160253171
POCTech,282012.0,China,Asia,Medical Devices & Equipment,2010.0,Acquired,1,23171,,,,,,,,
Bioscience,303709.0,China,Asia,Biotechnology,2010.0,Alive / Active,1,23201,,,,,,,,
Avixgen,346322.0,South Korea,Asia,Drug Development,2000.0,Alive / Active,1,23206,0.08178025866898077,0.0012140421194260429,0.022865043071360204,0.011864377502220443,128.0,,0.30097882719176666,0.30097882719176666
EOC Pharma,306205.0,China,Asia,Medical Product Distribution,2010.0,Alive / Active,1,23220,1.9755517086105857e-05,0.00024086811049534303,0.0010634903754121023,0.0013333848539203693,3.4,,0.1864739484557192,0.1864739484557192
Leadingpharm Medical Technology,561786.0,China,Asia,Drug Development,2005.0,IPO / Went public,1,23242,,,,,,,,
"Victory Medical Center Craig Ranch,",226435.0,United States,North America,Medical Facilities & Services,2005.0,Alive / Active,1,23370,,,,,,,,
Azalea Health,226715.0,United States,North America,Internet Software & Services,2008.0,Alive / Active,1,23408,4.6472879269662685e-20,0.00010633772862611656,0.00010634903754121025,0.0,1.0,,0.00010634903754121025,0.00010634903754121025
Mentis Neuro Rehabilitation,226782.0,United States,North America,Medical Facilities & Services,2006.0,Acquired,1,23417,,,,,,,,
Alzheimer's Foundation of America,226919.0,United States,North America,Health & Wellness (non-internet/mobile)…,2002.0,Alive / Active,1,23428,,,,,,,,
VirMedica,227069.0,United States,North America,Internet Software & Services,2007.0,Acquired,1,23445,,,,,,,,
Vitargent Biotechnology,255313.0,Hong Kong,Asia,Biotechnology,2010.0,Alive / Active,1,23459,,,,,,,,
AMRA Medical,227301.0,Sweden,Europe,Internet Software & Services,2010.0,Alive / Active,1,23489,0.0010592594717573833,0.00017601669689485847,0.0012761884504945231,0.0006313874825746909,20.58333333333333,,0.22514660697186428,0.22514660697186428
SafeWhite,161191.0,United States,North America,Dental Products & Services,2010.0,Alive / Active,1,23500,,,,,,,,
Capsos Medical,397248.0,Ireland,Europe,,2009.0,Alive / Active,1,23503,,,,,,,,
Hibergene Diagnostics,227502.0,Ireland,Europe,Disease Diagnosis,2009.0,Alive / Active,1,23524,0.0016823684463995116,0.0002237494877728414,0.003296820163777518,0.00026239864979734045,34.65,,0.2331613910283521,0.2331613910283521
Alameda Health System,227831.0,United States,North America,Medical Facilities & Services,2007.0,Alive / Active,1,23561,,,,,,,,
BrainControl,227967.0,Italy,Europe,Healthcare Software,2010.0,Alive / Active,1,23568,,,,,,,,
Fito Medical,365718.0,China,Asia,Medical Devices & Equipment,2003.0,Alive / Active,1,23571,4.6472879269662685e-20,0.00010633772862611656,0.00010634903754121025,0.0,1.0,,0.00010634903754121025,0.00010634903754121025
Ventrix Health Innovation,262071.0,Brazil,South America,Internet Software & Services,2005.0,Alive / Active,1,23596,,,,,,,,
Safe Orthopaedics,302498.0,France,Europe,Medical Devices & Equipment,2010.0,IPO / Went public,1,23597,0.0007584547007282757,7.561976004076514e-05,0.0010634903754121023,0.0,36.3,,0.22317033189415,0.22317033189415
USARAD Holdings,148995.0,United States,North America,Internet Software & Services,2008.0,Acquired,1,23636,,,,,,,,
Induce Biologics,228974.0,Canada,North America,Medical Devices & Equipment,2008.0,Alive / Active,1,23701,,,,,,,,
BinHui Biotech,335883.0,China,Asia,Biotechnology,2010.0,Alive / Active,1,23720,,,,,,,,
Nocimed,73629.0,United States,North America,Medical Devices & Equipment,2010.0,Alive / Active,1,23744,0.0026750235018312748,7.771777123754678e-05,0.0011698394129533126,0.0,75.63636363636364,,0.2440637558235465,0.2440637558235465
ProstaGene,229410.0,United States,North America,Biotechnology,2010.0,Acquired,1,23808,,,,,,,,
Noninvasix,242778.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,23823,,,,,,,,
La Valeriane,359111.0,France,Europe,Medical Facilities & Services,2008.0,Alive / Active,1,23836,,,,,,,,
Lead Discovery Center,229561.0,Germany,Europe,Drug Discovery,2008.0,Alive / Active,1,23839,0.001453202339962003,0.00035153456869843884,0.002658725938530257,0.0026030923098941004,26.29166666666667,,0.23878909982008875,0.23878909982008875
CoreRX,230181.0,United States,North America,Drug Manufacturing,2006.0,Alive / Active,1,23936,2.566875226650125e-05,5.8383042050547424e-05,0.00027991602519244227,0.0,10.0,,0.17497681309539476,0.17497681309539476
Alcidion,230421.0,Australia,Australia,Healthcare Software,2000.0,Alive / Active,1,23965,,,,,,,,
Invectys,291828.0,France,Europe,Biotechnology,2010.0,Alive / Active,1,23975,0.0004846592659962728,7.683741863470387e-05,0.0008507923003296821,0.0,32.375,,0.22317735336192915,0.22317735336192915
DentalPro,230585.0,Italy,Europe,Dental Products & Services,2010.0,Alive / Active,1,23999,,,,,,,,
NovuHealth,230839.0,United States,North America,Internet Software & Services,2010.0,Merged,1,24028,,,,,,,,
CarThera,266437.0,France,Europe,Medical Devices & Equipment,2010.0,Alive / Active,1,24069,0.03718038124824562,0.0003499131105236037,0.006912687440178666,0.0012363498210865645,107.36923076923077,,0.28617698790719154,0.28617698790719154
Little River Healthcare,231241.0,United States,North America,Medical Facilities & Services,2007.0,Alive / Active,1,24072,0.00016766074339049123,0.0003442648897573168,0.0008507923003296821,0.00110807960174559,8.0,,0.20170810701099204,0.20170810701099204
Forelight,231430.0,United States,North America,Biotechnology,2010.0,Alive / Active,1,24094,0.0942898174448192,0.0009655448726626241,0.019461873870041474,0.005901135881152394,88.39890710382515,,0.3019911021863663,0.3019911021863663
Progyny,231577.0,United States,North America,Internet Software & Services,2008.0,IPO / Went public,1,24124,,,,,,,,
Orthoevidence,231904.0,Canada,North America,Internet Software & Services,2009.0,Alive / Active,1,24154,1.502281540721324e-07,0.0005067355265058442,0.0019367333763718527,0.000584501171816454,6.0,,0.16150357916829866,0.16150357916829866
Immudex,232020.0,Denmark,Europe,Biotechnology,2009.0,Alive / Active,1,24164,,,,,,,,
Haohai Biological Technology,415262.0,China,Asia,Medical Equipment & Supplies,2007.0,IPO / Went public,1,24178,,,,,,,,
Emphasis,491558.0,China,Asia,Medical Devices & Equipment,2004.0,Acquired,1,24192,,,,,,,,
Tagnos,120440.0,United States,North America,Healthcare Software,2010.0,Alive / Active,1,24235,0.0005826554904308463,0.0006821148271110117,0.007126781695423856,0.0025341452071719448,21.647058823529417,,0.2020734789389287,0.2020734789389287
Biotica,249416.0,Spain,Europe,Biotechnology,2004.0,Alive / Active,1,24248,,,,,,,,
BiondVax,232544.0,Israel,Asia,Biotechnology,2003.0,IPO / Went public,1,24272,,,,,,,,
NuSirt Biopharma,232611.0,United States,North America,Biotechnology,2007.0,Alive / Active,1,24282,,,,,,,,
LifeLinks,245036.0,United States,North America,Medical Facilities & Services,2002.0,Acquired,1,24302,,,,,,,,
SynDaver Labs,243497.0,United States,North America,Medical Equipment & Supplies,2004.0,Alive / Active,1,24316,8.388935463097303e-07,0.00016920462203536752,0.0006213109661385522,0.0,14.5,,0.15890097070335651,0.15890097070335651
UE LifeSciences,233195.0,United States,North America,Medical Devices & Equipment,2009.0,Alive / Active,1,24383,0.0005940186375555193,0.0002120152095641748,0.0014888865255769435,0.0005626894016501074,12.785714285714285,,0.2192929483184084,0.2192929483184084
Virgin Pulse,111105.0,United States,North America,Mobile Software & Services,2004.0,Alive / Active,1,24393,0.00018163834113494605,7.953200024185665e-05,0.0005626406601650412,0.0,31.33333333333333,,0.19436719748320735,0.19436719748320735
OrthoIndy,264888.0,United States,North America,Medical Facilities & Services,2005.0,Alive / Active,1,24422,,,,,,,,
Vishee Medical Technology,564942.0,China,Asia,Medical Devices & Equipment,2001.0,IPO / Went public,1,24443,0.013945998648130382,0.00039486657240462984,0.00487621905476369,0.0009276029906861439,40.57692307692308,,0.24301612633726685,0.24301612633726685
dacadoo,233833.0,Switzerland,Europe,Mobile Software & Services,2010.0,Alive / Active,1,24466,0.0003374763336142117,0.0001638679947753519,0.0012761884504945231,0.00047036959104829765,18.75,,0.22005487821484587,0.22005487821484587
Lumeon,299460.0,United States,North America,Internet Software & Services,2005.0,Alive / Active,1,24514,6.59290497106723e-05,0.00013078519932933002,0.0008710801393728223,0.0,8.75,,0.19300769360003164,0.19300769360003164
Robocath,285312.0,France,Europe,Medical Devices & Equipment,2009.0,Alive / Active,1,24527,,,,,,,,
Le Renon,234165.0,India,Asia,Drug Manufacturing,2007.0,Alive / Active,1,24538,7.757745649719095e-05,0.00010432326783570046,0.0005317451877060511,0.0005540812757154866,8.0,,0.19128111852161464,0.19128111852161464
AptaBio,348572.0,South Korea,Asia,Drug Discovery,2009.0,IPO / Went public,1,24571,,,,,,,,
Cloudbreak Health,235195.0,United States,North America,Internet Software & Services,2003.0,Acquired,1,24702,0.00015217870994555131,0.00014702675134832172,0.0011252813203300824,0.0,10.833333333333336,,0.18839317910899567,0.18839317910899567
Aptimmune Biologics,235548.0,United States,North America,Biotechnology,2010.0,Alive / Active,1,24744,,,,,,,,
Dignitana,235750.0,Sweden,Europe,Medical Devices & Equipment,2007.0,Alive / Active,1,24770,0.003259480279416445,0.0004385540220403404,0.005742848027225353,0.0014931315491386824,33.314814814814824,,0.2425200519421367,0.2425200519421367
Landmark Holdings of Missouri,235865.0,United States,North America,Medical Facilities & Services,2006.0,Alive / Active,1,24781,0.004317417259306351,0.0007222754757492679,0.00882697011592045,0.009892101984800868,46.148148148148145,,0.2556942181261465,0.2556942181261465
Consolo Services Group,236078.0,United States,North America,Healthcare Software,2002.0,Acquired,1,24825,,,,,,,,
Cofactor Genomics,236827.0,United States,North America,Disease Diagnosis,2008.0,Alive / Active,1,24846,4.6472879269662685e-20,0.00010633772862611656,0.00010634903754121025,0.0,1.0,,0.00010634903754121025,0.00010634903754121025
Aria CV,281106.0,United States,North America,Medical Devices & Equipment,2010.0,Alive / Active,1,24871,,,,,,,,
National HME,236553.0,United States,North America,Medical Equipment & Supplies,2006.0,Alive / Active,1,24898,,,,,,,,
Anpac,495661.0,China,Asia,Medical Facilities & Services,2010.0,IPO / Went public,1,24923,0.0009002185361638703,0.0002033194001867968,0.002492877492877493,0.00018471402034055665,31.714285714285715,,0.28219461881287605,0.28219461881287605
Immuneering,236808.0,United States,North America,Drug Discovery,2008.0,IPO / Went public,1,24943,,,,,,,,
Preventice Solutions,236867.0,United States,North America,Mobile Software & Services,2004.0,Acquired,1,24948,0.03246374345421536,0.0010111977693535543,0.018426966292134837,0.007110879182081402,65.87804878048779,,0.3485989402771027,0.3485989402771027
Advance International,236925.0,United States,North America,Drug Manufacturing,2009.0,Alive / Active,1,24961,0.010744584740397264,0.0026196924878470968,0.024815205913410767,0.02298569572868168,25.47826086956522,,0.3271814530230853,0.3271814530230853
Give an Hour,237135.0,United States,North America,Medical Facilities & Services,2005.0,Alive / Active,1,24987,,,,,,,,
Synpromics,237540.0,United Kingdom,Europe,Biotechnology,2010.0,Acquired,1,25055,,,,,,,,
Isowalk,237575.0,United States,North America,Medical Equipment & Supplies,2010.0,Acquired,1,25060,,,,,,,,
Tailin Bioengineering,430941.0,China,Asia,Biotechnology,2002.0,IPO / Went public,1,25062,,,,,,,,
Anpac Bio,237598.0,United States,North America,Biotechnology,2010.0,IPO / Went public,1,25067,0.00034953976030151944,0.0009316029083600246,0.005842696629213483,0.005252380280538244,7.230769230769232,,0.2497838442308329,0.2497838442308329
Cecelia Health,237666.0,United States,North America,Internet Software & Services,2009.0,Alive / Active,1,25079,,,,,,,,
DynoSense,237940.0,United States,North America,Internet Software & Services,2010.0,Alive / Active,1,25121,4.736417047908212e-05,0.00022357125529800785,0.0016672224074691564,0.00024635454663617204,10.4,,0.2406263887467213,0.2406263887467213
Kinduct Technologies,243840.0,Canada,North America,Internet Software & Services,2010.0,Acquired,1,25129,0.000423555150689362,0.0004009516322087098,0.001998667554963358,0.0012356206973129025,18.0,,0.2458418186517184,0.2458418186517184
Viewpoint Molecular Targeting,238099.0,United States,North America,Drug Development,2008.0,Alive / Active,1,25145,,,,,,,,
Genotyping,262069.0,Brazil,South America,Biotechnology,2008.0,Alive / Active,1,25232,,,,,,,,
CellBion,365430.0,South Korea,Asia,Biotechnology,2010.0,Alive / Active,1,25238,0.003049274425440205,0.0003123128843133432,0.0022494376405898533,0.0028230432210934893,23.11111111111111,,0.2282920423496157,0.2282920423496157
OncoMark,238642.0,Ireland,Europe,Medical Devices & Equipment,2007.0,Alive / Active,1,25247,,,,,,,,
AngelMed,404525.0,China,Asia,Healthcare Software,2001.0,Alive / Active,1,25255,3.6403853313310075e-06,0.0009380950182228668,0.003001000333444481,0.0037853531985076014,9.0,,0.21312343757152732,0.21312343757152732
Crystal Pharmatech,239164.0,China,Asia,Medical Facilities & Services,2010.0,Alive / Active,1,25305,,,,,,,,
Neuromod Devices,240188.0,Germany,Europe,Medical Devices & Equipment,2010.0,Alive / Active,1,25406,,,,,,,,
Precision NanoSystems,240247.0,Canada,North America,Disease Diagnosis,2010.0,Acquired,1,25412,0.09922880511945087,0.003618993344771593,0.0990667623833453,0.036593906710511936,145.5,,0.4282850923942833,0.4282850923942833
Health Current,240376.0,United States,North America,Medical Facilities & Services,2007.0,Alive / Active,1,25419,0.0004180202173871017,0.0002757691059237094,0.002111932418162618,0.0,18.0,,0.2495103310717045,0.2495103310717045
Digital Pharmacist,274321.0,United States,North America,Internet Software & Services,2010.0,Alive / Active,1,25445,,,,,,,,
Nano-Ditech,57271.0,United States,North America,Medical Devices & Equipment,2002.0,Merged,1,25506,2.8949328256249405e-08,0.00025537528073451307,0.0007122507122507122,0.0,2.5,,0.1690829083439581,0.1690829083439581
Ribo Life Science,279022.0,China,Asia,Drug Development,2007.0,Alive / Active,1,25527,,,,,,,,
ConnectiveRx,240807.0,United States,North America,Pharmaceuticals / Drugs,2005.0,Alive / Active,1,25540,2.8004795020971394e-05,0.0003035285603024523,0.002136752136752137,0.0006284602977278048,12.333333333333336,,0.2327079662409004,0.2327079662409004
Medstreaming,56969.0,United States,North America,Healthcare Software,2006.0,Alive / Active,1,25573,0.024867694996770433,0.0019251984918738183,0.02598267821452365,0.008790037072159921,29.69230769230769,,0.33426084664427064,0.33426084664427064
ReLIA,328782.0,China,Asia,Medical Devices & Equipment,2001.0,Alive / Active,1,25612,,,,,,,,
Mologic,241897.0,United Kingdom,Europe,Biotechnology,2003.0,Acquired,1,25677,0.005662961155010916,0.0006063999289310577,0.0067415730337078645,0.0030822389353511283,36.4,,0.30879849119716746,0.30879849119716746
KICVentures,241921.0,United States,North America,Medical Facilities & Services,2005.0,Alive / Active,1,25681,0.0006971298321026715,0.0004780995261074585,0.005668556185395132,0.002041045942167633,27.176470588235286,,0.2882704665976818,0.2882704665976818
Qvella,242048.0,Canada,North America,Biotechnology,2009.0,Alive / Active,1,25699,0.00027770316479773434,0.0001926027607690889,0.0017599436818021823,1.8764366412746893e-05,20.2,,0.26751789218805305,0.26751789218805305
YZY Biopharma,568204.0,China,Asia,Drug Development,2010.0,Alive / Active,1,25715,0.0009540964767842812,0.0004755926826193263,0.003167898627243928,0.0013132677611894811,17.6,,0.26623956013783684,0.26623956013783684
Think Research,308219.0,Canada,North America,Healthcare Software,2006.0,Alive / Active,1,25727,,,,,,,,
Crinetics Pharmaceuticals,242134.0,United States,North America,Drug Discovery,2008.0,IPO / Went public,1,25738,0.001858150684410686,0.0003695083208032477,0.005279831045406547,0.0012445597215996235,54.33333333333334,,0.3117885522227132,0.3117885522227132
SoliPharma,404662.0,China,Asia,Pharmaceuticals / Drugs,2010.0,Alive / Active,1,25772,,,,,,,,
ACEA Biosciences,242609.0,United States,North America,Biotechnology,2002.0,Alive / Active,1,25789,,,,,,,,
Electronic Caregiver,242739.0,United States,North America,Healthcare Software,2009.0,Alive / Active,1,25793,3.4839581631331636e-21,0.00044923629829290214,0.00044943820224719103,0.0,1.0,,0.00044943820224719103,0.00044943820224719103
elminda,243016.0,Israel,Asia,Medical Devices & Equipment,2006.0,Alive / Active,1,25850,0.15008195204105612,0.0045744099337750544,0.09239704329461457,0.0355156490134658,76.5,,0.41873840284024494,0.41873840284024494
Implicit Bioscience,243089.0,Australia,Australia,Biotechnology,2004.0,Alive / Active,1,25856,,,,,,,,
Faron Pharmaceuticals,422445.0,Finland,Europe,Drug Development,2003.0,IPO / Went public,1,25884,,,,,,,,
OVVI Diagnostics France,308800.0,France,Europe,Disease Diagnosis,2003.0,Acquired,1,25953,,,,,,,,
Wuxi Vision Pro,246980.0,China,Asia,Medical Devices & Equipment,2010.0,Alive / Active,1,25974,,,,,,,,
ImmuneMed,381920.0,South Korea,Asia,Disease Diagnosis,2000.0,Alive / Active,1,26000,,,,,,,,
DreamCIS,244204.0,South Korea,Asia,Medical Facilities & Services,2000.0,IPO / Went public,1,26022,0.007689073527486608,0.0010528235675785656,0.012584269662921348,0.004185262017733651,32.464285714285715,,0.31863765880884193,0.31863765880884193
Evofem Biosciences,244221.0,United States,North America,Drug Development,2009.0,IPO / Went public,1,26023,,,,,,,,
Osmotica,244364.0,United States,North America,Drug Development,2000.0,IPO / Went public,1,26046,4.325085604206844e-06,0.00016927320653840251,0.0008016032064128255,0.0,5.5,,0.1981613591757586,0.1981613591757586
Medicom Health,244438.0,United States,North America,Internet Software & Services,2000.0,Alive / Active,1,26063,0.047018598794868346,0.005592150598765218,0.06129247168554298,0.05136102466799093,92.0,,0.3684119262957115,0.3684119262957115
Cognos Therapeutics,244781.0,United States,North America,Medical Devices & Equipment,2003.0,Alive / Active,1,26102,,,,,,,,
SkinIO,244915.0,United States,North America,Mobile Software & Services,2008.0,Alive / Active,1,26120,0.00016763105961551276,0.00010823799218798572,0.00044943820224719103,0.0,51.0,,0.24302872282030316,0.24302872282030316
Bioneeds India,244952.0,India,Asia,Medical Facilities & Services,2006.0,Alive / Active,1,26131,,,,,,,,
Sanbo Brain Hospital,305601.0,China,Asia,Medical Facilities & Services,2003.0,Alive / Active,1,26139,,,,,,,,
Devyser,322896.0,Sweden,Europe,Disease Diagnosis,2004.0,Alive / Active,1,26170,0.023072532693902338,0.0007918851219746644,0.013033707865168541,0.002243695477269057,67.58620689655173,,0.34748083961334864,0.34748083961334864
SOM Biotech,273355.0,Spain,Europe,Drug Discovery,2009.0,Alive / Active,1,26172,0.1013689758446019,0.002320771184072793,0.04628766697732215,0.011765807140688622,61.10738255033557,,0.3509876478189619,0.3509876478189619
KOOH Sports,245468.0,India,Asia,Health & Wellness (non-internet/mobile)…,2010.0,Alive / Active,1,26197,,,,,,,,
Complete Nutrition,245626.0,United States,North America,Health & Wellness (non-internet/mobile)…,2005.0,Alive / Active,1,26215,,,,,,,,
NANOEGG,413661.0,Japan,Asia,Drug Delivery,2006.0,Alive / Active,1,26220,0.045050280084690766,0.0014493445464642673,0.029683377308707126,0.01760314180303255,74.48888888888891,,0.3483693338921277,0.3483693338921277
Shineking Biotech,487817.0,China,Asia,Biotechnology,2010.0,Alive / Active,1,26236,0.0004100400489627313,0.00015454946903153125,0.001348314606741573,0.0,22.33333333333333,,0.25355122505657424,0.25355122505657424
Qu Biologics,245927.0,Canada,North America,Drug Development,2007.0,Alive / Active,1,26237,,,,,,,,
Innovative Cellular Therapeutics,323944.0,China,Asia,Biotechnology,2009.0,Alive / Active,1,26286,3.4839581631331636e-21,0.00044923629829290214,0.00044943820224719103,0.0,1.0,,0.00044943820224719103,0.00044943820224719103
Remebot,356078.0,China,Asia,Medical Devices & Equipment,2010.0,Alive / Active,1,26296,,,,,,,,
MicroNX,419391.0,South Korea,Asia,Dental Products & Services,2001.0,Alive / Active,1,26325,0.01513072325757404,0.000349359312668847,0.010559662090813094,0.0001073051260643494,112.66666666666669,,0.3356351997933671,0.3356351997933671
Zelgen,313240.0,China,Asia,Drug Development,2009.0,IPO / Went public,1,26413,,,,,,,,
Otivio,314201.0,Norway,Europe,Medical Devices & Equipment,2010.0,Alive / Active,1,26414,0.022558919824237092,0.0011126423605314429,0.017423442449841602,0.004371408034457283,42.90909090909091,,0.3362360409423528,0.3362360409423528
Hilab,331508.0,Brazil,South America,Medical Devices & Equipment,2004.0,Alive / Active,1,26426,,,,,,,,
Valley Respiratory Services,246343.0,United States,North America,Medical Devices & Equipment,2006.0,Acquired,1,26438,5.26730174708249e-05,0.0005801830059877969,0.00466618808327351,0.0008117026396774724,9.076923076923077,,0.23833169020979694,0.23833169020979694
xABT,445156.0,China,Asia,Biotechnology,2010.0,Alive / Active,1,26477,,,,,,,,
Vivalto Sante,250170.0,France,Europe,Medical Facilities & Services,2009.0,Alive / Active,1,26524,,,,,,,,
Enviro-Linen,247005.0,United States,North America,Medical Equipment & Supplies,2009.0,Alive / Active,1,26534,2.9849649608308764e-40,0.0005232970773251301,0.0010683760683760683,5.07481804239909e-07,1.6666666666666667,,0.0010683760683760683,0.0010683760683760683
Thery Pharm,567053.0,China,Asia,Drug Development,2010.0,Alive / Active,1,26564,,,,,,,,
MphRx,210344.0,United States,North America,Internet Software & Services,2010.0,Alive / Active,1,26587,5.043839175136059e-07,0.0001464087909362836,0.00040080160320641277,0.0,3.0,,0.1810482285555757,0.1810482285555757
Forerunner Medical,257561.0,China,Asia,Medical Devices & Equipment,2009.0,Alive / Active,1,26591,,,,,,,,
Oncology Analytics,248099.0,United States,North America,Internet Software & Services,2009.0,Alive / Active,1,26642,,,,,,,,
Pulse Flow,248101.0,United Kingdom,Europe,Medical Devices & Equipment,2010.0,Alive / Active,1,26643,,,,,,,,
Xintong Pharmacy,561341.0,China,Asia,Drug Development,2000.0,Alive / Active,1,26659,0.011419718894327573,0.0031376887448686845,0.026648900732844767,0.02719158157842521,17.3,,0.3271453091080013,0.3271453091080013
Atomo Diagnostics,248244.0,Australia,Australia,Medical Devices & Equipment,2010.0,IPO / Went public,1,26666,0.0067495005689133004,0.0009035802212630336,0.009993337774816787,0.00293907916336252,22.33333333333333,,0.3091272485009993,0.3091272485009993
HD Medical,57679.0,United States,North America,Medical Devices & Equipment,2005.0,Alive / Active,1,26722,4.924115156451014e-19,0.0005277044854881266,0.0005279831045406547,0.0,1.0,,0.0005279831045406547,0.0005279831045406547
Perspecta,277445.0,United States,North America,Healthcare Software,2005.0,Alive / Active,1,26735,4.924115156451014e-19,0.0005277044854881266,0.0005279831045406547,0.0,1.0,,0.0005279831045406547,0.0005279831045406547
The CORE Institute,249566.0,United States,North America,Medical Facilities & Services,2005.0,Alive / Active,1,26826,0.010744584740397264,0.0026196924878470968,0.024815205913410767,0.02298569572868168,20.53191489361702,,0.3271814530230853,0.3271814530230853
TOT BIOPHARM,337132.0,China,Asia,Drug Manufacturing,2010.0,IPO / Went public,1,26924,,,,,,,,
Curegen Pharmaceuticals,403702.0,China,Asia,Pharmaceuticals / Drugs,2009.0,Alive / Active,1,26927,0.001317344453530124,0.0002919801419121782,0.001583949313621964,0.0009789861050912296,27.33333333333333,,0.2726603433667513,0.2726603433667513
MicroPort EP MedTech,490703.0,China,Asia,Medical Devices & Equipment,2010.0,Alive / Active,1,26935,1.4049910931854715e-05,0.00029316440124763164,0.0014245014245014244,0.0013296023271085614,5.75,,0.2281539942988084,0.2281539942988084
Mabworks Biotech,273748.0,China,Asia,Drug Development,2003.0,Alive / Active,1,26936,1.7455600486597928e-07,0.00020313285860667124,0.0007122507122507122,0.0,3.0,,0.18338105855894785,0.18338105855894785
LabConnect,30759.0,United States,North America,Medical Facilities & Services,2002.0,Alive / Active,1,26955,,,,,,,,
ITM Isotopen Technologien Munchen,250664.0,Germany,Europe,Pharmaceuticals / Drugs,2004.0,Alive / Active,1,26993,0.0033822112399797,0.0006507569024306291,0.006863780359028511,0.0011821534480713474,28.0,,0.2942977061176559,0.2942977061176559
Volition,332431.0,United States,North America,Disease Diagnosis,2010.0,IPO / Went public,1,27101,,,,,,,,
FineHeart,251561.0,France,Europe,Medical Devices & Equipment,2010.0,Alive / Active,1,27127,,,,,,,,
X-Zell,251783.0,Singapore,Asia,Disease Diagnosis,2009.0,Alive / Active,1,27141,,,,,,,,
Abpro,251697.0,United States,North America,Biotechnology,2007.0,Alive / Active,1,27152,0.09906626588592717,0.003510532456893934,0.10172474480816614,0.03523700754759621,109.05882352941177,,0.4244101614320532,0.4244101614320532
Promise Healthcare Group,252135.0,United States,North America,Medical Facilities & Services,2003.0,Alive / Active,1,27202,,,,,,,,
Wanliyun Medical Information Technology,252141.0,China,Asia,Medical Devices & Equipment,2009.0,Alive / Active,1,27203,,,,,,,,
Finox Biotech,252666.0,Switzerland,Europe,Biotechnology,2007.0,Alive / Active,1,27286,0.03619669818648039,0.0011876890326638116,0.021573033707865168,0.0038374088873228077,59.125,,0.3525696025872559,0.3525696025872559
Prevencio,252555.0,United States,North America,Biotechnology,2006.0,Alive / Active,1,27293,,,,,,,,
Softneta,252605.0,Lithuania,Europe,Healthcare Software,2007.0,Alive / Active,1,27294,,,,,,,,
Familia Dental Group,252963.0,United States,North America,Dental Products & Services,2008.0,Alive / Active,1,27337,,,,,,,,
Standard Med,448226.0,China,Asia,Internet Software & Services,2009.0,Alive / Active,1,27368,0.0005129017186297264,0.0004748654620603706,0.0017977528089887641,0.0016825640611106622,10.25,,0.25292639064982003,0.25292639064982003
G-Therapeutics,253443.0,Switzerland,Europe,Medical Devices & Equipment,2008.0,Alive / Active,1,27383,1.383181964664295e-38,0.0003316749585406302,0.00033178500331785003,0.0,1.0,,0.00033178500331785003,0.00033178500331785003
Lu Daopei Medical,483466.0,China,Asia,Medical Facilities & Services,2001.0,Alive / Active,1,27384,,,,,,,,
eCential Robotics,260572.0,France,Europe,Medical Devices & Equipment,2009.0,Alive / Active,1,27417,6.000609855342984e-06,0.00011506608566223672,0.00040080160320641277,0.0,4.0,,0.1983024243896228,0.1983024243896228
MediBuddy,253967.0,India,Asia,Internet Software & Services,2000.0,Alive / Active,1,27437,4.507675815671595e-06,0.0005772456070295092,0.001583949313621964,0.0029347270079116577,5.0,,0.18657516734390006,0.18657516734390006
Y-Biologics,354019.0,South Korea,Asia,Biotechnology,2007.0,Alive / Active,1,27451,,,,,,,,
i2i Systems,254952.0,United States,North America,Internet Software & Services,2000.0,Alive / Active,1,27543,1.0503492933359034e-35,0.0003333333333333333,0.0003334444814938313,0.0,1.0,,0.0003334444814938313,0.0003334444814938313
BioSight,255122.0,Israel,Asia,Biotechnology,2000.0,Alive / Active,1,27562,0.010744584740397264,0.0026196924878470968,0.024815205913410767,0.02298569572868168,20.53191489361702,,0.3271814530230853,0.3271814530230853
I-V Access Technology,255360.0,United States,North America,Medical Devices & Equipment,2007.0,Alive / Active,1,27588,0.00024420138187392787,0.00039963707026037987,0.0017599436818021823,0.00428756907045009,24.4,,0.2665637103417273,0.2665637103417273
New View Surgical,296668.0,United States,North America,Medical Devices & Equipment,2009.0,Alive / Active,1,27633,0.010744584740397264,0.0026196924878470968,0.024815205913410767,0.02298569572868168,20.53191489361702,,0.3271814530230853,0.3271814530230853
BACtrack,29912.0,United States,North America,Medical Devices & Equipment,2001.0,Alive / Active,1,27656,0.02411391475491255,0.0009619337734169145,0.01752808988764045,0.0015830734856258268,54.0,,0.345571942567803,0.345571942567803
Innovation Compounding,255621.0,United States,North America,Pharmaceuticals / Drugs,2007.0,Acquired,1,27666,,,,,,,,
VuEssence,255855.0,United States,North America,Medical Devices & Equipment,2010.0,Alive / Active,1,27696,,,,,,,,
Advenio TecnoSys,257047.0,India,Asia,Medical Devices & Equipment,2010.0,Alive / Active,1,27852,,,,,,,,
