node,index,country,continent,industry,bipartite,id,eigen_max,eigen_min,pages_max,pages_min,degcen_max,degcen_min,bet_max,bet_min,avg_max,avg_min,newman_max,newman_min,vote_min,vote_max,sub_max,sub_min,clo_max,clo_min,num
YZY Biopharma,568204.0,China,Asia,Drug Development,1,25715,0.0009540960000000001,0.000930167,0.000475593,0.000379324,0.003167899,0.002639916,0.0013132679999999998,0.000426402,17.6,17.6,0.0013660970000000001,0.000439905,502.0,502.0,1.02e+16,9715070000000000.0,0.26623956,0.266065519,2
Think Research,308219.0,Canada,North America,Healthcare Software,1,25727,2.57e-15,2.57e-15,0.000525582,0.000525582,0.001055966,0.001055966,4.46e-06,4.46e-06,2.0,2.0,4.46e-06,4.46e-06,787.0,787.0,2.292686573,2.292686573,0.002036506,0.002036506,1
Crinetics Pharmaceuticals,242134.0,United States,North America,Drug Discovery,1,25738,0.0018581510000000002,2.0300000000000002e-05,0.00036950800000000005,7.38e-05,0.005279831,0.00035198900000000003,0.00124456,0.0,54.33333333,54.33333333,0.0013625970000000001,0.0,658.0,658.0,1.8e+34,2.16e+30,0.311788552,0.233634658,2
SoliPharma,404662.0,China,Asia,Pharmaceuticals / Drugs,1,25772,,,,,,,,,,,,,,,,,,,1
ACEA Biosciences,242609.0,United States,North America,Biotechnology,1,25789,0.034337743,0.00045673,0.002591928,0.00012502299999999999,0.064765927,0.001407955,0.01946286,0.0,64.68478261,64.68478261,0.018335631,0.0,21.0,722.0,6.16e+36,1.09e+33,0.39472590399999996,0.281085873,6
Electronic Caregiver,242739.0,United States,North America,Healthcare Software,1,25793,3.48e-21,3.48e-21,0.000449236,0.000449236,0.00044943800000000003,0.00044943800000000003,0.0,0.0,1.0,1.0,0.0,0.0,928.0,928.0,1.543080635,1.543080635,0.00044943800000000003,0.00044943800000000003,1
elminda,243016.0,Israel,Asia,Medical Devices & Equipment,1,25850,0.150081952,0.018368441,0.00457441,0.00041837,0.09239704300000001,0.007391763000000001,0.035515648999999996,0.000108613,76.5,76.5,0.03363473,0.000145979,4.0,755.0,2.53e+20,3.79e+18,0.418738403,0.329565771,7
Implicit Bioscience,243089.0,Australia,Australia,Biotechnology,1,25856,0.010744585,0.000211631,0.0026196920000000003,0.00012681299999999998,0.024815206,0.000527983,0.022985696,0.0,47.0,47.0,0.022911741,0.0,44.0,44.0,1.3e+18,502821000000000.0,0.327181453,0.241874151,3
Faron Pharmaceuticals,422445.0,Finland,Europe,Drug Development,1,25884,0.005150194,0.005150194,0.00028377400000000004,0.00028377400000000004,0.005698005999999999,0.005698005999999999,0.000369809,0.000369809,75.625,75.625,0.000391235,0.000391235,1104.0,1104.0,6.68e+30,6.68e+30,0.322147436,0.322147436,2
OVVI Diagnostics France,308800.0,France,Europe,Disease Diagnosis,1,25953,,,,,,,,,,,,,,,,,,,2
Wuxi Vision Pro,246980.0,China,Asia,Medical Devices & Equipment,1,25974,,,,,,,,,,,,,,,,,,,2
ImmuneMed,381920.0,South Korea,Asia,Disease Diagnosis,1,26000,,,,,,,,,,,,,,,,,,,3
DreamCIS,244204.0,South Korea,Asia,Medical Facilities & Services,1,26022,0.007689074000000001,0.007689074000000001,0.001052824,0.001052824,0.01258427,0.01258427,0.004185262,0.004185262,32.46428571,32.46428571,0.004205553,0.004205553,159.0,159.0,7.76e+20,7.76e+20,0.31863765899999996,0.31863765899999996,1
Evofem Biosciences,244221.0,United States,North America,Drug Development,1,26023,,,,,,,,,,,,,,,,,,,1
Osmotica,244364.0,United States,North America,Drug Development,1,26046,4.33e-06,4.33e-06,0.000169273,0.000169273,0.000801603,0.000801603,0.0,0.0,5.5,5.5,0.0,0.0,,,1.71e+17,1.71e+17,0.19816135899999998,0.19816135899999998,1
Medicom Health,244438.0,United States,North America,Internet Software & Services,1,26063,0.047018599,0.001096454,0.005592151,0.000151625,0.061292472,0.0006662230000000001,0.051361025,0.0,92.0,92.0,0.05009519,0.0,12.0,12.0,9315300000000000.0,5065050000000.0,0.368411926,0.263721224,3
Cognos Therapeutics,244781.0,United States,North America,Medical Devices & Equipment,1,26102,4.92e-19,4.92e-19,0.000527704,0.000527704,0.000527983,0.000527983,0.0,0.0,1.0,1.0,0.0,0.0,820.0,820.0,1.543080635,1.543080635,0.000527983,0.000527983,3
SkinIO,244915.0,United States,North America,Mobile Software & Services,1,26120,0.00016763099999999998,0.00016763099999999998,0.00010823799999999999,0.00010823799999999999,0.00044943800000000003,0.00044943800000000003,0.0,0.0,51.0,51.0,0.0,0.0,,,3.69e+17,3.69e+17,0.243028723,0.243028723,2
Bioneeds India,244952.0,India,Asia,Medical Facilities & Services,1,26131,,,,,,,,,,,,,,,,,,,1
Sanbo Brain Hospital,305601.0,China,Asia,Medical Facilities & Services,1,26139,,,,,,,,,,,,,,,,,,,1
Devyser,322896.0,Sweden,Europe,Disease Diagnosis,1,26170,0.023072533,0.00040669199999999995,0.000791885,0.000146202,0.013033708,0.0008988760000000001,0.002243695,0.0,67.58620690000001,67.58620690000001,0.0022441089999999998,0.0,281.0,763.0,6.99e+21,2.17e+18,0.34748084,0.253683163,4
SOM Biotech,273355.0,Spain,Europe,Drug Discovery,1,26172,0.101368976,0.008781001,0.002320771,0.00038564199999999995,0.046287667000000005,0.005591799000000001,0.011765807,0.000734387,61.10738255,61.10738255,0.011014921,0.000765796,18.0,498.0,2.58e+25,1.94e+23,0.350987648,0.280713483,3
KOOH Sports,245468.0,India,Asia,Health & Wellness (non-internet/mobile)…,1,26197,,,,,,,,,,,,,,,,,,,1
Complete Nutrition,245626.0,United States,North America,Health & Wellness (non-internet/mobile)…,1,26215,0.009695826,0.000104188,0.002442993,0.000153435,0.022921347999999998,0.0008988760000000001,0.017751705,0.0,24.0,24.0,0.018384641,0.0,46.0,238.0,1.23e+21,1.43e+17,0.32818284600000003,0.230667432,5
NANOEGG,413661.0,Japan,Asia,Drug Delivery,1,26220,0.04505028,0.000677643,0.001449345,0.00028601799999999997,0.029683377,0.002968338,0.017603142,0.000252127,74.48888889,74.48888889,0.017078527,0.000323762,111.0,414.0,3.03e+29,6.84e+25,0.348369334,0.25425427300000003,5
Shineking Biotech,487817.0,China,Asia,Biotechnology,1,26236,0.00041004,0.00041004,0.000154549,0.000154549,0.001348315,0.001348315,0.0,0.0,22.33333333,22.33333333,0.0,0.0,,,2.21e+18,2.21e+18,0.253551225,0.253551225,1
Qu Biologics,245927.0,Canada,North America,Drug Development,1,26237,,,,,,,,,,,,,,,,,,,1
Innovative Cellular Therapeutics,323944.0,China,Asia,Biotechnology,1,26286,3.48e-21,3.48e-21,0.000449236,0.000449236,0.00044943800000000003,0.00044943800000000003,0.0,0.0,1.0,1.0,0.0,0.0,928.0,928.0,1.543080635,1.543080635,0.00044943800000000003,0.00044943800000000003,2
Remebot,356078.0,China,Asia,Medical Devices & Equipment,1,26296,,,,,,,,,,,,,,,,,,,1
MicroNX,419391.0,South Korea,Asia,Dental Products & Services,1,26325,0.015130723,0.015130723,0.00034935900000000004,0.00034935900000000004,0.010559662,0.010559662,0.000107305,0.000107305,112.66666670000001,112.66666670000001,0.00012195299999999999,0.00012195299999999999,1307.0,1307.0,1.2000000000000001e+36,1.2000000000000001e+36,0.3356352,0.3356352,2
Zelgen,313240.0,China,Asia,Drug Development,1,26413,,,,,,,,,,,,,,,,,,,1
Otivio,314201.0,Norway,Europe,Medical Devices & Equipment,1,26414,0.02255892,0.000444273,0.001112642,0.000107836,0.017423442,0.000527983,0.004371408,0.0,42.90909091,42.90909091,0.0046633740000000005,0.0,163.0,163.0,5.72e+18,2217050000000000.0,0.33623604100000004,0.246787162,2
Hilab,331508.0,Brazil,South America,Medical Devices & Equipment,1,26426,,,,,,,,,,,,,,,,,,,1
Valley Respiratory Services,246343.0,United States,North America,Medical Devices & Equipment,1,26438,5.27e-05,5.27e-05,0.0005801830000000001,0.0005801830000000001,0.004666188,0.004666188,0.000811703,0.000811703,9.076923077,9.076923077,0.000906405,0.000906405,258.0,258.0,3.29e+28,3.29e+28,0.23833169,0.23833169,1
xABT,445156.0,China,Asia,Biotechnology,1,26477,0.008164437,0.008164437,0.000337852,0.000337852,0.004663558,0.004663558,0.0,0.0,46.42857143,46.42857143,0.0,0.0,,,280878000000000.0,280878000000000.0,0.29392426899999996,0.29392426899999996,1
Vivalto Sante,250170.0,France,Europe,Medical Facilities & Services,1,26524,,,,,,,,,,,,,,,,,,,1
Enviro-Linen,247005.0,United States,North America,Medical Equipment & Supplies,1,26534,2.9799999999999996e-40,2.9799999999999996e-40,0.0005232969999999999,0.0005232969999999999,0.001068376,0.001068376,5.070000000000001e-07,5.070000000000001e-07,1.6666666669999999,1.6666666669999999,5.070000000000001e-07,5.070000000000001e-07,760.0,760.0,3.492148788,3.492148788,0.001068376,0.001068376,1
Thery Pharm,567053.0,China,Asia,Drug Development,1,26564,,,,,,,,,,,,,,,,,,,1
MphRx,210344.0,United States,North America,Internet Software & Services,1,26587,5.04e-07,5.04e-07,0.000146409,0.000146409,0.00040080199999999996,0.00040080199999999996,0.0,0.0,3.0,3.0,0.0,0.0,,,2321030000000000.0,2321030000000000.0,0.18104822899999998,0.18104822899999998,1
Forerunner Medical,257561.0,China,Asia,Medical Devices & Equipment,1,26591,,,,,,,,,,,,,,,,,,,1
Oncology Analytics,248099.0,United States,North America,Internet Software & Services,1,26642,,,,,,,,,,,,,,,,,,,1
Pulse Flow,248101.0,United Kingdom,Europe,Medical Devices & Equipment,1,26643,,,,,,,,,,,,,,,,,,,2
Xintong Pharmacy,561341.0,China,Asia,Drug Development,1,26659,0.011419718999999998,0.000779175,0.0031376890000000004,0.000830032,0.026648901000000003,0.006662225,0.027191582000000002,0.0014490689999999999,17.3,17.3,0.027141557,0.0015466870000000001,38.0,280.0,549494000000000.0,2558020000000.0,0.327145309,0.249404055,3
Atomo Diagnostics,248244.0,Australia,Australia,Medical Devices & Equipment,1,26666,0.006749501,0.006749501,0.00090358,0.00090358,0.009993338000000001,0.009993338000000001,0.0029390790000000003,0.0029390790000000003,22.33333333,22.33333333,0.0033143720000000003,0.0033143720000000003,191.0,191.0,192007000000000.0,192007000000000.0,0.309127249,0.309127249,2
HD Medical,57679.0,United States,North America,Medical Devices & Equipment,1,26722,4.92e-19,4.92e-19,0.000527704,0.000527704,0.000527983,0.000527983,0.0,0.0,1.0,1.0,0.0,0.0,794.0,794.0,1.543080635,1.543080635,0.000527983,0.000527983,2
Perspecta,277445.0,United States,North America,Healthcare Software,1,26735,4.92e-19,4.92e-19,0.000527704,0.000527704,0.000527983,0.000527983,0.0,0.0,1.0,1.0,0.0,0.0,814.0,814.0,1.543080635,1.543080635,0.000527983,0.000527983,1
The CORE Institute,249566.0,United States,North America,Medical Facilities & Services,1,26826,0.010744585,0.010744585,0.0026196920000000003,0.0026196920000000003,0.024815206,0.024815206,0.022985696,0.022985696,20.53191489,20.53191489,0.022911741,0.022911741,44.0,44.0,1.3e+18,1.3e+18,0.327181453,0.327181453,2
TOT BIOPHARM,337132.0,China,Asia,Drug Manufacturing,1,26924,0.007720166999999999,9.86e-05,0.0009932460000000001,0.00015665,0.013888889,0.001068376,0.009408516,0.0,58.61538462,58.61538462,0.009567214000000001,0.0,138.0,997.0,1.5e+31,2.45e+27,0.35217498700000005,0.255966598,5
Curegen Pharmaceuticals,403702.0,China,Asia,Pharmaceuticals / Drugs,1,26927,0.001317344,0.001317344,0.00029198,0.00029198,0.0015839489999999999,0.0015839489999999999,0.000978986,0.000978986,27.33333333,27.33333333,0.000978986,0.000978986,780.0,780.0,1.95e+16,1.95e+16,0.272660343,0.272660343,1
MicroPort EP MedTech,490703.0,China,Asia,Medical Devices & Equipment,1,26935,,,,,,,,,,,,,,,,,,,1
Mabworks Biotech,273748.0,China,Asia,Drug Development,1,26936,1.75e-07,1.75e-07,0.00020313299999999998,0.00020313299999999998,0.000712251,0.000712251,0.0,0.0,3.0,3.0,0.0,0.0,1330.0,1330.0,7.66e+21,7.66e+21,0.18338105899999999,0.18338105899999999,2
LabConnect,30759.0,United States,North America,Medical Facilities & Services,1,26955,,,,,,,,,,,,,,,,,,,1
ITM Isotopen Technologien Munchen,250664.0,Germany,Europe,Pharmaceuticals / Drugs,1,26993,0.0033822109999999996,0.000366997,0.000650757,0.000293702,0.00686378,0.002639916,0.001182153,2.9100000000000003e-05,28.0,28.0,0.001405105,4.2e-05,671.0,917.0,1.28e+17,1512270000000000.0,0.294297706,0.252450754,3
Volition,332431.0,United States,North America,Disease Diagnosis,1,27101,,,,,,,,,,,,,,,,,,,1
FineHeart,251561.0,France,Europe,Medical Devices & Equipment,1,27127,,,,,,,,,,,,,,,,,,,1
X-Zell,251783.0,Singapore,Asia,Disease Diagnosis,1,27141,,,,,,,,,,,,,,,,,,,1
Abpro,251697.0,United States,North America,Biotechnology,1,27152,0.099066266,0.002968375,0.0035105320000000002,0.000263753,0.101724745,0.004223865,0.035237008,0.000619655,109.05882350000002,109.05882350000002,0.032500165,0.000636476,7.0,1071.0,5.13e+37,4.600000000000001e+34,0.424410161,0.31703913699999997,8
Promise Healthcare Group,252135.0,United States,North America,Medical Facilities & Services,1,27202,0.00106169,1.65e-05,0.000991772,0.00034907199999999997,0.006813626999999999,0.001202405,0.0067373369999999995,0.001514497,16.70588235,16.70588235,0.006849486,0.001514497,202.0,808.0,1.03e+22,2.48e+18,0.282663958,0.217692942,3
Wanliyun Medical Information Technology,252141.0,China,Asia,Medical Devices & Equipment,1,27203,,,,,,,,,,,,,,,,,,,1
Finox Biotech,252666.0,Switzerland,Europe,Biotechnology,1,27286,0.036196698,0.0006258009999999999,0.001187689,8.840000000000001e-05,0.021573033999999998,0.00044943800000000003,0.0038374090000000004,0.0,59.125,59.125,0.003825999,0.0,119.0,119.0,1.72e+22,5.14e+18,0.35256960299999995,0.256149018,2
Prevencio,252555.0,United States,North America,Biotechnology,1,27293,,,,,,,,,,,,,,,,,,,1
Softneta,252605.0,Lithuania,Europe,Healthcare Software,1,27294,,,,,,,,,,,,,,,,,,,1
Familia Dental Group,252963.0,United States,North America,Dental Products & Services,1,27337,0.09293378599999999,0.09293378599999999,0.00356618,0.00356618,0.071342685,0.071342685,0.030645867,0.030645867,52.90449438,52.90449438,0.029835643999999998,0.029835643999999998,9.0,9.0,7.87e+25,7.87e+25,0.414069611,0.414069611,2
Standard Med,448226.0,China,Asia,Internet Software & Services,1,27368,0.000512902,8.87e-06,0.000474865,0.000166516,0.0017977529999999998,0.00044943800000000003,0.0016825639999999999,0.0,10.25,10.25,0.0016825639999999999,0.0,555.0,555.0,3.45e+18,1032640000000000.0,0.25292639100000003,0.199148537,3
G-Therapeutics,253443.0,Switzerland,Europe,Medical Devices & Equipment,1,27383,1.3799999999999999e-38,1.3799999999999999e-38,0.000331675,0.000331675,0.000331785,0.000331785,0.0,0.0,1.0,1.0,0.0,0.0,1343.0,1343.0,1.543080635,1.543080635,0.000331785,0.000331785,2
Lu Daopei Medical,483466.0,China,Asia,Medical Facilities & Services,1,27384,,,,,,,,,,,,,,,,,,,1
eCential Robotics,260572.0,France,Europe,Medical Devices & Equipment,1,27417,6e-06,6e-06,0.000115066,0.000115066,0.00040080199999999996,0.00040080199999999996,0.0,0.0,4.0,4.0,0.0,0.0,,,3.28e+17,3.28e+17,0.19830242399999998,0.19830242399999998,1
MediBuddy,253967.0,India,Asia,Internet Software & Services,1,27437,4.51e-06,8.880000000000001e-08,0.000577246,0.000245292,0.0015839489999999999,0.000527983,0.0029347270000000003,0.0,5.0,5.0,0.0029347270000000003,0.0,566.0,566.0,228078000000.0,88475646.76,0.186575167,0.155333929,2
Y-Biologics,354019.0,South Korea,Asia,Biotechnology,1,27451,,,,,,,,,,,,,,,,,,,2
i2i Systems,254952.0,United States,North America,Internet Software & Services,1,27543,1.0499999999999999e-35,1.0499999999999999e-35,0.00033333300000000006,0.00033333300000000006,0.000333444,0.000333444,0.0,0.0,1.0,1.0,0.0,0.0,1369.0,1369.0,1.543080635,1.543080635,0.000333444,0.000333444,1
BioSight,255122.0,Israel,Asia,Biotechnology,1,27562,0.010744585,0.010744585,0.0026196920000000003,0.0026196920000000003,0.024815206,0.024815206,0.022985696,0.022985696,20.53191489,20.53191489,0.022911741,0.022911741,44.0,44.0,1.3e+18,1.3e+18,0.327181453,0.327181453,3
I-V Access Technology,255360.0,United States,North America,Medical Devices & Equipment,1,27588,0.000244201,2.73e-06,0.000399637,0.00023966799999999998,0.001759944,0.001055966,0.004287569000000001,1.64e-06,24.4,24.4,0.004290583,1.67e-06,802.0,1061.0,3.11e+32,3.88e+28,0.26656371,0.20742198899999997,4
New View Surgical,296668.0,United States,North America,Medical Devices & Equipment,1,27633,0.010744585,6.47e-06,0.0026196920000000003,0.000152714,0.024815206,0.000527983,0.022985696,0.0,20.53191489,20.53191489,0.022911741,0.0,44.0,299.0,1.3e+18,469749000000.0,0.327181453,0.193103417,3
BACtrack,29912.0,United States,North America,Medical Devices & Equipment,1,27656,0.024113915,0.00041690300000000004,0.0009619339999999999,8.840000000000001e-05,0.01752809,0.00044943800000000003,0.001583073,0.0,54.0,54.0,0.001680186,0.0,205.0,205.0,7.64e+21,2.28e+18,0.345571943,0.252435271,3
Innovation Compounding,255621.0,United States,North America,Pharmaceuticals / Drugs,1,27666,,,,,,,,,,,,,,,,,,,2
VuEssence,255855.0,United States,North America,Medical Devices & Equipment,1,27696,0.007422593000000001,0.000115285,0.002169837,9.71e-05,0.02004008,0.00040080199999999996,0.015544223000000001,0.0,50.0,50.0,0.016004486000000002,0.0,62.0,62.0,5.02e+23,1.21e+20,0.326141174,0.242494303,3
Advenio TecnoSys,257047.0,India,Asia,Medical Devices & Equipment,1,27852,0.000551534,0.000551534,0.000501571,0.000501571,0.0050251259999999996,0.0050251259999999996,0.001545242,0.001545242,18.21428571,18.21428571,0.001591095,0.001591095,284.0,284.0,3.61e+30,3.61e+30,0.27924208100000003,0.27924208100000003,2
Soterix Medical,257240.0,United States,North America,Medical Devices & Equipment,1,27865,,,,,,,,,,,,,,,,,,,2
Aquila Diagnostic Systems,587555.0,Canada,North America,Disease Diagnosis,1,27874,0.003478262,6.850000000000001e-05,0.00059508,0.000297999,0.006335797,0.001055966,0.002443521,0.000978986,22.16666667,22.16666667,0.002515481,0.000978986,339.0,785.0,1.36e+17,52741500000000.0,0.292237464,0.222290403,3
Diagenode,257373.0,Belgium,Europe,Biotechnology,1,27887,8.87e-05,8.87e-05,8.26e-05,8.26e-05,0.0007039769999999999,0.0007039769999999999,0.0,0.0,19.5,19.5,0.0,0.0,,,4.11e+31,4.11e+31,0.247664938,0.247664938,2
Healgen,434977.0,China,Asia,Medical Equipment & Supplies,1,27932,,,,,,,,,,,,,,,,,,,1
eFOLDi,276633.0,United Kingdom,Europe,Health & Wellness (non-internet/mobile)…,1,27947,0.029134753,0.000512751,0.001039885,0.000319772,0.016179775,0.001348315,0.008365886,0.0016825639999999999,62.25,62.25,0.008369079,0.0016825639999999999,241.0,555.0,1.11e+22,3.45e+18,0.346001148,0.25292639100000003,3
Syntekabio,325284.0,South Korea,Asia,Drug Discovery,1,27966,,,,,,,,,,,,,,,,,,,1
Expres2ion Biotech,260971.0,Denmark,Europe,Medical Facilities & Services,1,27988,,,,,,,,,,,,,,,,,,,2
Bellen Chemistry,299911.0,China,Asia,Medical Facilities & Services,1,28003,0.005503170999999999,0.005503170999999999,0.000865723,0.000865723,0.00844773,0.00844773,0.0053653880000000004,0.0053653880000000004,31.8125,31.8125,0.005739625999999999,0.005739625999999999,228.0,228.0,3.4e+17,3.4e+17,0.30945731,0.30945731,1
RSP Systems,329245.0,Denmark,Europe,Medical Devices & Equipment,1,28019,0.000611568,0.000611568,0.00021758900000000002,0.00021758900000000002,0.0017977529999999998,0.0017977529999999998,0.0,0.0,33.75,33.75,0.0,0.0,,,4.91e+18,4.91e+18,0.254477681,0.254477681,2
dianax,387220.0,Italy,Europe,Medical Devices & Equipment,1,28077,,,,,,,,,,,,,,,,,,,1
Marathon Health,259123.0,United States,North America,Medical Facilities & Services,1,28102,0.00814745,0.00814745,0.00152903,0.00152903,0.014376996999999999,0.014376996999999999,0.001038547,0.001038547,13.66666667,13.66666667,0.001206135,0.001206135,168.0,168.0,233943.8394,233943.8394,0.276235825,0.276235825,1
Vibrent Health,259215.0,United States,North America,Internet Software & Services,1,28115,1.06e-05,1.24e-07,0.000209895,0.000143397,0.000717875,0.00035893800000000005,0.0006634869999999999,0.0,14.0,14.0,0.0006634869999999999,0.0,1216.0,1216.0,1.33e+27,1.83e+23,0.22195097100000002,0.17898625699999998,2
Corona Remedies,259304.0,India,Asia,Pharmaceuticals / Drugs,1,28123,0.006749501,0.000332679,0.00090358,0.000300484,0.009993338000000001,0.00266489,0.0029390790000000003,4.15e-05,31.25,31.25,0.0033143720000000003,5.41e-05,191.0,771.0,192007000000000.0,466427000000.0,0.309127249,0.24292724699999999,4
Sequentia Corp,259400.0,United States,North America,Internet Software & Services,1,28137,2.11e-05,2.3100000000000002e-07,0.00050131,0.000106454,0.00281591,0.00035198900000000003,0.001406184,0.0,9.0,9.0,0.0014705760000000001,0.0,552.0,552.0,2.33e+30,2.79e+26,0.232051886,0.185795348,2
Mobidiag,259431.0,Finland,Europe,Biotechnology,1,28142,0.000201313,2.2e-06,0.000281117,0.000194852,0.0007039769999999999,0.0007039769999999999,0.0013112820000000002,0.000655889,71.5,71.5,0.0013112820000000002,0.000655889,963.0,963.0,2.12e+32,2.53e+28,0.27080788899999997,0.209875538,2
SinoTau Pharmaceuticals,334051.0,China,Asia,Drug Manufacturing,1,28173,0.000108669,1.27e-06,0.00053852,0.00035809,0.0050251259999999996,0.0017946879999999998,0.0034968509999999996,0.0026508540000000002,13.57142857,13.57142857,0.0035850020000000003,0.0026508540000000002,388.0,604.0,1.4e+29,1.92e+25,0.245207115,0.19393581,3
Eyenuk,259835.0,United States,North America,Medical Devices & Equipment,1,28179,4.41e-05,4.41e-05,0.000321324,0.000321324,0.002004008,0.002004008,0.0004917459999999999,0.0004917459999999999,6.6,6.6,0.000579354,0.000579354,718.0,718.0,1.77e+19,1.77e+19,0.227446688,0.227446688,2
Shanghai Henlius,310851.0,China,Asia,Drug Development,1,28236,3.2500000000000004e-05,3.2500000000000004e-05,0.000133466,0.000133466,0.000712251,0.000712251,0.0,0.0,12.0,12.0,0.0,0.0,,,2.67e+26,2.67e+26,0.231629188,0.231629188,2
chromocenter,482303.0,Japan,Asia,Biotechnology,1,28423,0.047018599,0.011419718999999998,0.005592151,0.0031376890000000004,0.061292472,0.026648901000000003,0.051361025,0.027191582000000002,23.76086957,23.76086957,0.05009519,0.027141557,12.0,38.0,9315300000000000.0,549494000000000.0,0.368411926,0.327145309,2
LipUm,271883.0,Sweden,Europe,Biotechnology,1,28461,0.0012324360000000002,0.0012324360000000002,0.00023902,0.00023902,0.002247191,0.002247191,0.0,0.0,43.8,43.8,0.0,0.0,799.0,799.0,1.99e+19,1.99e+19,0.275160501,0.275160501,1
Quegen Biotech,379297.0,South Korea,Asia,Biotechnology,1,28463,0.009695826,3.12e-07,0.002442993,0.000176916,0.022921347999999998,0.00044943800000000003,0.017751705,0.0,22.35294118,22.35294118,0.018384641,0.0,46.0,556.0,1.23e+21,1275790000000.0,0.32818284600000003,0.166160742,3
Chreto,262629.0,Denmark,Europe,Biotechnology,1,28498,3.63e-05,5.72e-07,0.00034057099999999996,0.00023250200000000002,0.001603206,0.000801603,0.001514497,0.0,5.75,5.75,0.001514497,0.0,805.0,1163.0,1.2e+19,2988250000000000.0,0.225856151,0.18232206899999998,4
TAGCyx Biotechnologies,474264.0,Japan,Asia,Biotechnology,1,28543,,,,,,,,,,,,,,,,,,,1
Precedent Spine,262995.0,United States,North America,Medical Facilities & Services,1,28562,,,,,,,,,,,,,,,,,,,1
Lasik MD,263357.0,Canada,North America,Medical Facilities & Services,1,28607,0.000485645,0.000485645,0.000343686,0.000343686,0.0031460670000000002,0.0031460670000000002,1.47e-05,1.47e-05,18.71428571,18.71428571,2.5300000000000002e-05,2.5300000000000002e-05,622.0,622.0,3.1e+18,3.1e+18,0.250554089,0.250554089,1
H4D,263829.0,France,Europe,Medical Devices & Equipment,1,28654,,,,,,,,,,,,,,,,,,,1
Advanced Tear Diagnostics,264079.0,United States,North America,Medical Devices & Equipment,1,28680,,,,,,,,,,,,,,,,,,,1
Spineart,264404.0,Switzerland,Europe,Medical Devices & Equipment,1,28704,5.19e-05,8.070000000000001e-07,0.000228502,0.000157285,0.000801603,0.00040080199999999996,0.00075757,0.0,7.0,7.0,0.00075757,0.0,1063.0,1063.0,2.46e+19,5935700000000000.0,0.231078665,0.18569474600000002,4
Euformatics,264481.0,Finland,Europe,Healthcare Software,1,28711,0.001178206,0.001178206,0.000277642,0.000277642,0.002111932,0.002111932,0.0,0.0,42.25,42.25,0.0,0.0,642.0,642.0,1.56e+16,1.56e+16,0.271523501,0.271523501,1
Dentalia,264547.0,Mexico,North America,Dental Products & Services,1,28716,0.000158883,0.000158883,0.000221647,0.000221647,0.002492877,0.002492877,2.42e-05,2.42e-05,11.71428571,11.71428571,6.0299999999999995e-05,6.0299999999999995e-05,703.0,703.0,6.35e+27,6.35e+27,0.254503172,0.254503172,3
Batavia Biosciences,264617.0,Netherlands,Europe,Biotechnology,1,28727,0.009695826,0.000531067,0.002442993,0.00024249299999999998,0.022921347999999998,0.002247191,0.017751705,1.25e-06,23.8,23.8,0.018384641,1.41e-06,46.0,238.0,1.23e+21,3.7e+18,0.32818284600000003,0.254245433,3
Captozyme,264915.0,United States,North America,Biotechnology,1,28752,0.00016794599999999998,0.00016794599999999998,0.000336437,0.000336437,0.002492877,0.002492877,0.001056747,0.001056747,17.57142857,17.57142857,0.001165857,0.001165857,673.0,673.0,7.09e+27,7.09e+27,0.26399833,0.26399833,1
Reapplix,265108.0,Denmark,Europe,Medical Devices & Equipment,1,28774,,,,,,,,,,,,,,,,,,,2
Scitop Bio-tech,564954.0,China,Asia,Drug Manufacturing,1,28799,0.015343393,0.00034198,0.000619826,0.00010061,0.009619238,0.000801603,0.003011198,0.0,66.375,66.375,0.003110291,0.0,256.0,461.0,2.15e+24,1.07e+21,0.329809478,0.249080434,4
Bondent,300027.0,China,Asia,Dental Products & Services,1,28826,,,,,,,,,,,,,,,,,,,1
Nuvo Group,121975.0,Israel,Asia,Medical Devices & Equipment,1,28831,,,,,,,,,,,,,,,,,,,1
Physidia,265877.0,France,Europe,Medical Devices & Equipment,1,28873,,,,,,,,,,,,,,,,,,,1
Oasis Centre for Reproductive Medicine,266142.0,India,Asia,Medical Facilities & Services,1,28904,0.0009318639999999999,0.0009318639999999999,0.00041961099999999996,0.00041961099999999996,0.001348315,0.001348315,0.0016825639999999999,0.0016825639999999999,54.33333333,54.33333333,0.0016825639999999999,0.0016825639999999999,682.0,682.0,1.14e+19,1.14e+19,0.273808266,0.273808266,1
Vula Mobile,266374.0,South Africa,Africa,Mobile Software & Services,1,28916,0.000512902,8.87e-06,0.000474865,0.000166516,0.0017977529999999998,0.00044943800000000003,0.0016825639999999999,0.0,10.25,10.25,0.0016825639999999999,0.0,555.0,555.0,3.45e+18,1032640000000000.0,0.25292639100000003,0.199148537,4
FRISQ,325484.0,Sweden,Europe,Internet Software & Services,1,28932,0.000349455,0.00026843900000000004,0.000312065,0.000134941,0.0017806270000000001,0.001068376,0.000666355,5.07e-06,33.33333333,33.33333333,0.0006665589999999999,2.12e-05,645.0,645.0,3.07e+28,1.81e+28,0.267138081,0.263203667,2
Rubicon Research,267315.0,India,Asia,Drug Delivery,1,29018,0.003454089,4.24e-05,0.001812645,8.63e-05,0.016737892,0.000356125,0.013122236,0.0,47.0,47.0,0.013371872,0.0,88.0,88.0,3e+30,4.52e+26,0.325098993,0.24116632300000002,3
