,Money raised,Pre-money valuation
26002,"$6,360,000",—
26003,"€475,000",—
26004,"$5,000,000",—
26005,"$31,000,000",—
26006,"$700,000",—
26007,"$5,000,000",—
26008,—,—
26009,"$9,000,000",—
26010,"$1,000,000",—
26011,"$3,000,000",—
26012,"$27,500,000",—
26013,"$9,000,000",—
26014,"€12,000,000","€8,000,000"
26015,"$6,076,338",—
26016,"$90,790,000",—
26017,"$30,000,000",—
26018,"$3,600,000",—
26019,"$41,000,000",—
26020,"₹393,000,000",—
26021,"A$1,150,000",—
26022,—,—
26023,"$25,000,000",—
26024,"$2,000,000",—
26025,"$18,700,000",—
26026,"$20,000,000",—
26027,"$10,100,000",—
26028,"$18,000,000",—
26029,"$200,000",—
26030,"$30,000,000",—
26031,"$19,000,000",—
26032,"₹1,000,000,000",—
26033,"$27,800,000",—
26034,"$100,000",—
26035,"$21,000,000",—
26036,"$9,350,000",—
26037,"$500,000",—
26038,"$10,000,000",—
26039,"$5,000,000",—
26040,"$165,000",—
26041,"$5,000,000",—
26042,"$18,900,000",—
26043,"$3,830,000",—
26044,"$1,549,178",—
26045,"$21,000,000",—
26046,—,—
26047,"$3,180,000",—
26048,"€10,000,000",—
26049,"$16,000,000",—
26050,"$5,000,000",—
26051,"$13,000,000",—
26052,"€4,800,000",—
26053,"$7,500,000",—
26054,"$12,500,000",—
26055,"$8,300,000",—
26056,"$2,232,000",—
26057,"₹150,000,000",—
26058,"$27,000,000",—
26059,"$1,000,000",—
26060,"$6,270,000",—
26061,"$50,000,000",—
26062,"$10,000,000",—
26063,"$15,400,000",—
26064,"$280,440",—
26065,"$1,200,000",—
26066,"$5,617,730",—
26067,"$50,000,000",—
26068,"CN¥3,000,000",—
26069,"$6,000,000",—
26070,"$856,000",—
26071,"$55,000,000",—
26072,"$16,000,000",—
26073,"$5,000,000",—
26074,"$8,000,000",—
26075,"$18,000,000",—
26076,"$22,500,000",—
26077,"$8,900,000",—
26078,"$3,000,000",—
26079,"$36,000,000",—
26080,"$633,000",—
26081,"$21,000,000",—
26082,—,—
26083,—,—
26084,—,—
26085,—,—
26086,"$45,000,000",—
26087,—,—
26088,"$3,600,000",—
26089,—,—
26090,"$30,000,000","$200,000,000"
26091,—,—
26092,—,—
26093,—,—
26094,"$43,000,000",—
26095,—,—
26096,—,—
26097,"$193,000",—
26098,"$16,000,000",—
26099,"$6,250,000",—
26100,"$14,000,000",—
26101,"$5,150,000",—
26102,"$13,990,000",—
26103,"$5,000,000",—
26104,—,—
26105,"$2,500,000",—
26106,"$45,000,000",—
26107,"£1,200,000",—
26108,"$20,000,000",—
26109,"€3,000,000",—
26110,"$57,000,000",—
26111,"$2,250,000",—
26112,—,—
26113,"$100,000",—
26114,"$16,000,000",—
26115,"$14,000,000",—
26116,"$9,000,000",—
26117,"$176,000",—
26118,"$5,000,000",—
26119,"£8,000,000",—
26120,—,—
26121,"$20,000,000",—
26122,"$35,000,000",—
26123,"$50,000,000",—
26124,—,—
26125,"$270,000",—
26126,—,—
26127,—,—
26128,"$13,000,000",—
26129,"$3,250,000",—
26130,—,—
26131,"$500,000",—
26132,"$380,000",—
26133,"$10,000,000",—
26134,—,—
26135,"$2,500,000",—
26136,"$6,000,000",—
26137,"$725,000",—
26138,"$16,000,000",—
26139,"$3,300,000",—
26140,"€2,100,000",—
26141,"$20,000,000",—
26142,"$7,800,000",—
26143,"$37,000,000",—
26144,"$500,000",—
26145,"$25,000,000",—
26146,"$10,750,000",—
26147,"$30,000,000","$45,000,000"
26148,"CHF13,500,000",—
26149,"$600,000",—
26150,"$4,600,000",—
26151,"$1,870,000",—
26152,"$3,750,000",—
26153,"ISK10,000,000",—
26154,"ISK30,000,000",—
26155,"$8,000,000",—
26156,"$25,000,000",—
26157,"$1,000,000",—
26158,"ISK32,865,000",—
26159,"$6,350,000",—
26160,"$89,651",—
26161,"$1,050,000",—
26162,"$22,000,000",—
26163,"€10,000,000",—
26164,"$4,000,000",—
26165,"ISK9,000,000",—
26166,—,—
26167,"$21,500,000",—
26168,"€10,000,000",—
26169,—,—
26170,"$1,000,000",—
26171,"$15,074,000",—
26172,"$10,000,000",—
26173,"$1,600,000",—
26174,—,—
26175,"$3,000,000",—
26176,"$9,100,000",—
26177,"$9,000,000",—
26178,"$50,000,000",—
26179,"€1,500,000",—
26180,"£8,200,000",—
26181,"$30,000,000",—
26182,—,—
26183,"£115,000",—
26184,"CHF10,700,000",—
26185,"SEK15,000,000",—
26186,"$36,500,000",—
26187,"$30,000,000",—
26188,"$250,000",—
26189,—,—
26190,"$20,000,000",—
26191,"$12,000,000",—
26192,—,—
26193,—,—
26194,"$4,400,000",—
26195,"$75,000,000",—
26196,"$5,000,000",—
26197,"$5,000,000",—
26198,"$3,000,000",—
26199,"$32,000,000",—
26200,"$302,000",—
26201,"$1,134,000",—
26202,"$25,249,000",—
26203,—,—
26204,"$6,600,000",—
26205,"$20,000,000",—
26206,"$1,550,000",—
26207,"$2,500,000",—
26208,"$3,000,000",—
26209,"$5,000,000",—
26210,"$7,000,000",—
26211,"€12,300,000",—
26212,"$800,000",—
26213,"$33,000,000",—
26214,"$10,000,000",—
26215,"$35,000,000",—
26216,"$3,300,000",—
26217,—,—
26218,"$33,000,000",—
26219,"$3,018,000",—
26220,"$27,500,000",—
26221,"$24,500,000",—
26222,"$7,750,000",—
26223,"$50,000,000",—
26224,"$2,400,000",—
26225,"$8,000,000",—
26226,"$36,000,000",—
26227,"$1,700,000",—
26228,"$1,790,000",—
26229,"$5,900,000",—
26230,"$20,479,000",—
26231,—,—
26232,—,—
26233,—,—
26234,—,—
26235,"$1,500,000",—
26236,"$2,500,000",—
26237,"¥1,090,000,000",—
26238,—,—
26239,—,—
26240,"$10,000,000",—
26241,"$2,000,000",—
26242,—,—
26243,—,—
26244,—,—
26245,"$10,000,000",—
26246,"$5,500,000",—
26247,—,—
26248,"$6,500,000",—
26249,"$14,000,000",—
26250,"$2,300,000",—
26251,"$100,000",—
26252,—,—
26253,—,—
26254,"$20,000,000",—
26255,"$600,000",—
26256,—,—
26257,"$2,500,000",—
26258,"$237,000",—
26259,—,—
26260,"$1,250,000",—
26261,—,—
26262,"$1,780,000",—
26263,—,—
26264,"$1,000,000",—
26265,—,—
26266,—,—
26267,—,—
26268,—,—
26269,"$4,000,000",—
26270,"$27,000,000",—
26271,—,—
26272,"$32,799,999",—
26273,"¥80,500,000",—
26274,"$2,500,000",—
26275,"$24,000,000",—
26276,"£1,250,000",—
26277,—,—
26278,"$4,700,000",—
26279,"€16,000,000",—
26280,"$25,000,000",—
26281,"$27,000,000",—
26282,"$250,000",—
26283,"$10,200,000",—
26284,"$42,200,000",—
26285,"$720,000",—
26286,"$32,000,000",—
26287,"$20,500,000",—
26288,"$6,500,000",—
26289,"$16,000,000",—
26290,"$22,200,000",—
26291,"$10,000,000",—
26292,"$16,500,000",—
26293,"$12,530,000",—
26294,"$18,000,000",—
26295,"$5,500,000",—
26296,"$6,000,000",—
26297,—,—
26298,"£2,100,000",—
26299,"$3,500,000",—
26300,"$2,360,000",—
26301,"$8,000,000",—
26302,—,—
26303,"$2,667,000",—
26304,—,—
26305,"$6,000,000","$17,000,000"
26306,—,—
26307,—,—
26308,"$26,500,000",—
26309,"$31,800,000",—
26310,"£250,000",—
26311,"$11,000,000",—
26312,"$6,500,000",—
26313,"$1,000,000",—
26314,"$6,200,000",—
26315,"$3,500,000",—
26316,"$1,763,000",—
26317,—,—
26318,"$4,500,000",—
26319,"$1,850,000",—
26320,"CHF26,000,000",—
26321,"$2,000,000",—
26322,"€8,000,000",—
26323,"$350,000",—
26324,"$4,700,000",—
26325,—,—
26326,"$10,390,000",—
26327,"$1,330,000",—
26328,"$26,600,000",—
26329,"$15,000,000",—
26330,"£422,000",—
26331,"$21,000,000",—
26332,"€20,500,000",—
26333,"$2,519,000",—
26334,"$1,250,000",—
26335,"$11,000,000",—
26336,"¥818,000,000",—
26337,—,—
26338,—,—
26339,"$20,600,000",—
26340,"€4,000,000",—
26341,—,—
26342,"$750,000",—
26343,"$17,000,000",—
26344,"$5,400,000",—
26345,"$42,000,000",—
26346,"$5,300,000",—
26347,—,—
26348,—,—
26349,"$3,700,000",—
26350,"$9,000,000",—
26351,"$15,000,000",—
26352,"$7,500,000",—
26353,—,—
26354,"£25,000,000",—
26355,"$12,000,000",—
26356,"$42,600,000",—
26357,"$45,000,000",—
26358,"$1,340,000",—
26359,—,—
26360,"$3,000,000",—
26361,"$3,800,000",—
26362,"$15,000,000",—
26363,"$1,174,000",—
26364,"$1,600,000",—
26365,"$15,000,000",—
26366,"$1,366,000",—
26367,"$30,000,000",—
26368,"$30,000,000",—
26369,"$17,000,000",—
26370,"$10,000,000",—
26371,"$35,000,000",—
26372,"$1,400,000",—
26373,"$36,000,000",—
26374,"$11,000,000",—
26375,"$2,328,000",—
26376,"$30,000,000",—
26377,"$500,000",—
26378,"$1,550,000",—
26379,"$2,500,000",—
26380,"€3,600,000",—
26381,—,—
26382,—,—
26383,"$21,000,000",—
26384,"$5,075,000",—
26385,"$9,990,000",—
26386,—,—
26387,"$1,500,000",—
26388,"$52,500,000",—
26389,"¥1,017,000,000",—
26390,"$12,100,000",—
26391,"$2,259,000",—
26392,"$15,000,000",—
26393,"$29,990,000",—
26394,"$1,640,000",—
26395,—,—
26396,—,—
26397,"$19,500,000",—
26398,—,—
26399,"$4,500,000",—
26400,"€12,800,000",—
26401,"$725,000",—
26402,—,—
26403,"$6,050,000",—
26404,"$7,080,000",—
26405,"$1,000,000",—
26406,—,—
26407,"$1,100,000",—
26408,—,—
26409,—,—
26410,"$55,000,000",—
26411,"$13,900,000",—
26412,"$6,230,000",—
26413,"$103,700,000",—
26414,"$5,000,000",—
26415,"$270,000",—
26416,"$36,000,000",—
26417,—,—
26418,"$23,000,000",—
26419,"$5,000,000",—
26420,"$400,000",—
26421,"$10,670,000",—
26422,"$8,400,000",—
26423,"$6,200,000",—
26424,—,—
26425,"£250,000",—
26426,"$23,000,000",—
26427,"$2,500,000",—
26428,"$30,000,000",—
26429,"$50,000,000",—
26430,"€9,000,000",—
26431,"$20,000,000",—
26432,—,—
26433,—,—
26434,"$1,150,000",—
26435,"$12,750,000",—
26436,"$2,025,000",—
26437,"$1,900,000",—
26438,"$6,200,000",—
26439,"$12,800,000",—
26440,"$20,000,000",—
26441,"$3,000,000",—
26442,"$4,000,000",—
26443,"$7,000,000",—
26444,"$16,500,000",—
26445,"€14,500,000",—
26446,"$216,406",—
26447,"$71,300,000",—
26448,"$10,985,498",—
26449,"$3,000,000",—
26450,"$4,035,000",—
26451,"£7,000,000",—
26452,"$829,000",—
26453,"$32,000,000",—
26454,"$17,300,000",—
26455,"$20,000,000",—
26456,"CHF70,000,000",—
26457,"$5,100,000",—
26458,"$8,240,000",—
26459,"$4,900,000",—
26460,"$39,000,000",—
26461,"$39,000,000",—
26462,—,—
26463,"$3,750,000",—
26464,"$5,500,000",—
26465,"$13,200,000",—
26466,"€3,050,000",—
26467,"$15,000,000",—
26468,—,—
26469,"$30,000,000",—
26470,—,—
26471,"$17,744,000",—
26472,"A$3,250,000",—
26473,"$170,000,000",—
26474,"$21,000,000",—
26475,"$5,191,000",—
26476,"$16,600,000",—
26477,"$12,290,000",—
26478,"$13,970,000",—
26479,"$60,000,000",—
26480,"$4,000,000",—
26481,"$5,000,000",—
26482,"$17,700,000",—
26483,"$15,000,000",—
26484,—,—
26485,"$11,300,000",—
26486,"$100,000",—
26487,"$24,000,000",—
26488,"SEK165,000,000",—
26489,"$7,000,000",—
26490,"$6,330,000",—
26491,—,—
26492,"£8,000,000",—
26493,"$3,800,000",—
26494,"$5,500,000",—
26495,—,—
26496,"$2,500,000",—
26497,"$2,200,000",—
26498,"$11,000,000",—
26499,"$10,000,000",—
26500,"$2,850,000",—
26501,"$7,000,000",—
26502,"$4,000,000",—
26503,"$8,250,000",—
26504,"$3,986,000",—
26505,"$8,300,000",—
26506,"$1,000,000",—
26507,"€5,000,000",—
26508,"$8,250,000",—
26509,"$9,000,000",—
26510,"$1,000,000",—
26511,"$5,000,000",—
26512,"$971,000",—
26513,"$5,000,000",—
26514,"$18,000,000",—
26515,"$10,725,000",—
26516,"$11,500,000",—
26517,"$21,000,000",—
26518,"ZAR135,000,000",—
26519,"$2,500,000",—
26520,"$6,500,000",—
26521,"$78,000,000",—
26522,"$6,700,000",—
26523,"$1,000,000",—
26524,"$65,000,000",—
26525,"£3,000,000",—
26526,"€4,000,000",—
26527,—,—
26528,"$10,500,000",—
26529,—,—
26530,"$27,000,000",—
26531,—,—
26532,"€5,600,000",—
26533,—,—
26534,"$3,000,000",—
26535,"$14,800,000",—
26536,—,—
26537,"$4,070,000",—
26538,"$26,300,000",—
26539,"$3,800,000",—
26540,"£1,250,000",—
26541,"$2,500,000",—
26542,"$15,000,000",—
26543,"$1,990,000",—
26544,"$12,150,000",—
26545,"$7,870,000",—
26546,"$4,499,000",—
26547,"$1,150,000",—
26548,"$11,800,000",—
26549,"$3,720,000",—
26550,"$20,000,000",—
26551,"$8,000,000",—
26552,"$7,500,000",—
26553,"$31,000,000",—
26554,"$2,100,000",—
26555,"$2,000,000",—
26556,"$10,000,000",—
26557,"$25,000,000",—
26558,"$10,490,000",—
26559,"$22,000,000",—
26560,"$5,000,000",—
26561,—,—
26562,"$10,000,000",—
26563,—,—
26564,"$21,000,000",—
26565,"$800,000",—
26566,"$1,250,000",—
26567,"$1,840,000",—
26568,"$33,600,000","$6,400,000"
26569,"$2,803,000",—
26570,"$20,000,000",—
26571,—,—
26572,"$15,050,000",—
26573,"$6,000,000",—
26574,"$749,901",—
26575,"$2,528,000",—
26576,"$7,100,000",—
26577,"$10,000,000",—
26578,"$6,000,000",—
26579,"$1,500,000",—
26580,"$4,600,000",—
26581,"$2,000,000",—
26582,—,—
26583,"$5,000,000",—
26584,"$4,500,000",—
26585,"$28,300,000",—
26586,"$23,000,000",—
26587,"$3,000,000",—
26588,"$2,900,000",—
26589,"$34,000,000",—
26590,"$180,000",—
26591,"$3,000,000",—
26592,"$9,000,000",—
26593,"$4,250,000",—
26594,"CA$7,500,000",—
26595,—,—
26596,"$35,000,000","$40,000,000"
26597,"€3,000,000",—
26598,"$23,000,000",—
26599,"¥140,000,000",—
26600,"$22,000,000",—
26601,"$15,000,000",—
26602,"$500,000",—
26603,"$4,840,000",—
26604,"$31,000,000","$72,000,000"
26605,"€2,000,000",—
26606,"$23,449,000",—
26607,"$22,000,000",—
26608,"$8,500,000",—
26609,"$480,000",—
26610,"$20,110,000",—
26611,"$5,299,700",—
26612,"$34,800,000",—
26613,"$22,839,000",—
26614,—,—
26615,"$20,000,000","$7,000,000"
26616,"$10,000,000",—
26617,—,—
26618,"$1,125,000",—
26619,"$27,000,000",—
26620,—,—
26621,"$6,700,000",—
26622,"$27,000,000",—
26623,"$16,000,000",—
26624,"$25,000,000",—
26625,"$14,900,000",—
26626,—,—
26627,—,—
26628,"$25,000,000",—
26629,—,—
26630,—,—
26631,"$25,000,000",—
26632,"$7,000,000",—
26633,"$12,000,000",—
26634,"ISK20,000,000",—
26635,"ISK16,150,000",—
26636,"$4,793,990",—
26637,"ISK18,500,000",—
26638,"ISK15,900,000",—
26639,"$8,010,000",—
26640,"$7,490,000",—
26641,"$15,000,000",—
26642,"ISK7,500,000",—
26643,"ISK3,526,000",—
26644,"$74,000,000",—
26645,—,—
26646,"$6,600,000",—
26647,"$200,000",—
26648,"$8,000,000",—
26649,"$18,000,000",—
26650,—,—
26651,"$2,940,000",—
26652,"$18,000,000",—
26653,"$1,500,000",—
26654,"$15,000,000",—
26655,"$5,800,000",—
26656,"$10,500,000",—
26657,"$6,400,000",—
26658,—,—
26659,—,—
26660,"$45,000,000",—
26661,"$10,000,000",—
26662,—,—
26663,"$5,000,000",—
26664,"$1,000,000",—
26665,"₹218,000,000",—
26666,"¥300,000,000",—
26667,"₹240,400,000",—
26668,"$4,860,000",—
26669,—,—
26670,"$11,000,000",—
26671,—,—
26672,"$1,320,000",—
26673,"$6,790,000",—
26674,"$4,250,000",—
26675,"$7,500,000",—
26676,"$6,000,000",—
26677,"$5,000,000",—
26678,"$43,000,000",—
26679,"£250,002",—
26680,"$61,000,000",—
26681,"$23,850,000",—
26682,"$22,900,000",—
26683,"$2,800,000",—
26684,"$15,550,000",—
26685,"$1,000,000",—
26686,"$7,500,000",—
26687,"$41,000,000",—
26688,"$14,500,000",—
26689,"$14,000,000",—
26690,"$1,000,000",—
26691,"$7,000,000",—
26692,"$10,000,000",—
26693,"$6,840,000",—
26694,"$8,000,000",—
26695,"$9,380,000",—
26696,"$52,000,000",—
26697,"$22,500,000",—
26698,"$1,525,000",—
26699,"$34,000,000",—
26700,"$20,000,000",—
26701,"$8,730,000",—
26702,"$4,427,458",—
26703,"$300,000",—
26704,"$30,000,000",—
26705,"CN¥9,800,000",—
26706,—,—
26707,"$10,000,000",—
26708,—,—
26709,"$424,083",—
26710,—,—
26711,"$807,000",—
26712,—,—
26713,—,—
26714,—,—
26715,"$7,000,000",—
26716,—,—
26717,—,—
26718,—,—
26719,—,—
26720,"$11,000,000","$77,000,000"
26721,—,—
26722,—,—
26723,"$16,000,000",—
26724,"$250,000",—
26725,—,—
26726,"$3,000,000",—
26727,—,—
26728,"£900,000",—
26729,"£1,500,000",—
26730,—,—
26731,—,—
26732,"€4,000,000",—
26733,—,—
26734,—,—
26735,—,—
26736,"$15,050,000",—
26737,"$5,000,000",—
26738,—,—
26739,"$55,000",—
26740,"$1,030,000",—
26741,"$6,200,000",—
26742,—,—
26743,"$24,000,000",—
26744,"$200,000,000",—
26745,"$13,000,000",—
26746,"$14,542,000",—
26747,—,—
26748,"€14,000,000",—
26749,—,—
26750,"$8,500,000",—
26751,"$775,000",—
26752,"CA$1,500,000",—
26753,"$5,470,000",—
26754,"$25,000,000",—
26755,"$20,000,000",—
26756,"$408,000",—
26757,"$15,000,000",—
26758,—,—
26759,"$16,700,000",—
26760,"€40,000,000",—
26761,"$7,000,000",—
26762,"$50,000,000",—
26763,—,—
26764,"$13,000,000",—
26765,"$20,000,000",—
26766,—,—
26767,"£8,000,000",—
26768,"$3,818,000",—
26769,"$2,400,000",—
26770,"$62,000,000",—
26771,—,—
26772,"$6,200,000",—
26773,"$3,470,000",—
26774,"$9,600,000",—
26775,—,—
26776,"$16,900,000",—
26777,"$1,328,000",—
26778,"$7,500,000",—
26779,"$9,200,000",—
26780,"$25,700,000",—
26781,"$210,000",—
26782,"$11,000,000",—
26783,"$7,000,000",—
26784,"$218,269",—
26785,"€4,000,000",—
26786,"$15,000,000",—
26787,"$30,000,000","$15,400,000"
26788,"€6,000,000",—
26789,"$6,000,000",—
26790,"$29,200,000",—
26791,"$3,000,000",—
26792,"$23,500,000",—
26793,"$8,300,000",—
26794,"$30,500,000",—
26795,"$29,000,000",—
26796,"$8,058,000",—
26797,—,—
26798,"$11,000,000",—
26799,"$4,200,000",—
26800,"$10,192,000",—
26801,"€2,250,000",—
26802,"$5,600,000",—
26803,"$2,029,000",—
26804,"$2,911,000",—
26805,"$2,910,000",—
26806,"$15,000,000",—
26807,"$653,000",—
26808,"$18,500,000",—
26809,—,—
26810,"$17,600,000",—
26811,"$800,000",—
26812,"$502,000",—
26813,"$4,400,000",—
26814,"$2,500,000",—
26815,"$16,000,000",—
26816,"$47,000,000",—
26817,"$21,000,000",—
26818,"$3,000,000",—
26819,"$16,500,000",—
26820,"£1,000,000",—
26821,"$4,099,999",—
26822,"$11,900,000",—
26823,"¥15,000,000",—
26824,—,—
26825,"$14,000,000",—
26826,"$6,000,000",—
26827,"$25,200,000",—
26828,"$15,000,000",—
26829,"$425,000",—
26830,"$12,000,000",—
26831,—,—
26832,"$30,000,000",—
26833,"£550,000",—
26834,"$7,000,000",—
26835,"$5,000,000",—
26836,"$6,600,000",—
26837,"$5,600,000",—
26838,—,—
26839,"$5,000,000",—
26840,"$20,000,000",—
26841,"$1,638,000",—
26842,"$15,000,000",—
26843,"$12,000,000",—
26844,"$771,513",—
26845,"€12,000,000",—
26846,"$14,200,000",—
26847,"$40,000,000",—
26848,"$1,000,000",—
26849,—,—
26850,"$9,050,000",—
26851,"$27,000,000",—
26852,"$5,100,000",—
26853,"$5,000,000",—
26854,"$8,000,000",—
26855,"$48,000,000",—
26856,—,—
26857,"$15,700,000",—
26858,"$5,000,000",—
26859,"$5,000,000",—
26860,—,—
26861,"$8,000,000",—
26862,"$2,100,000",—
26863,"$1,500,000",—
26864,—,—
26865,"$5,000,000",—
26866,"$2,049,000",—
26867,"$10,000,000",—
26868,"$3,300,000",—
26869,"$2,000,000",—
26870,"$21,000,000",—
26871,"$5,500,000",—
26872,"$32,000,000",—
26873,"$14,600,000",—
26874,"$27,000,000",—
26875,"$26,750,000",—
26876,"$5,000,000",—
26877,"$3,500,000",—
26878,"$33,000,000",—
26879,"$34,000,000",—
26880,—,—
26881,—,—
26882,—,—
26883,"$5,500,000",—
26884,"£750,000",—
26885,—,—
26886,"$10,000",—
26887,"$10,717,000",—
26888,"$27,500,000",—
26889,"$8,000,000",—
26890,"$15,000,000",—
26891,"$15,000,000",—
26892,"$20,000,000",—
26893,"$811,000",—
26894,"$6,300,000",—
26895,"$3,600,000",—
26896,"$9,500,000",—
26897,"$9,000,000",—
26898,"$5,979,000",—
26899,"$33,000,000",—
26900,"$2,020,000",—
26901,—,—
26902,"$30,500,000",—
26903,"$500,000",—
26904,"$23,000,000",—
26905,"$500,000",—
26906,"$8,000,000",—
26907,"$15,000,000",—
26908,—,—
26909,"$3,000,000",—
26910,"$7,000,000",—
26911,"£1,500,000",—
26912,"$12,672,000",—
26913,—,—
26914,"$6,902,970",—
26915,"$4,000,000",—
26916,"$49,200,000",—
26917,—,—
26918,—,—
26919,—,—
26920,"$18,750,000","$36,250,000"
26921,"$2,100",—
26922,"$750,000",—
26923,—,—
26924,"$10,000,000",—
26925,"$5,157,000",—
26926,—,—
26927,"$2,250,000",—
26928,"$46,000,000",—
26929,"$15,800,000",—
26930,"$12,000,000",—
26931,"$2,000,000",—
26932,"$35,000,000",—
26933,"£20,000,000",—
26934,"$33,000,000",—
26935,"$50,000,000",—
26936,"$10,150,000",—
26937,"$18,300,000",—
26938,"€33,000,000",—
26939,"CN¥3,000,000",—
26940,"$24,000,000",—
26941,"$31,000,000",—
26942,"$9,800,000","$121,200,000"
26943,"$15,000,000",—
26944,"$700,000",—
26945,"$4,250,000",—
26946,"$3,500,000",—
26947,"$28,000,000",—
26948,"$7,000,000",—
26949,"$1,000,000",—
26950,"$28,000,000",—
26951,"$7,000,000",—
26952,"$1,000,000",—
26953,"$45,000,000",—
26954,—,—
26955,"$1,480,000",—
26956,"$26,000,000",—
26957,"$7,000,000",—
26958,"$12,000,000",—
26959,"€16,000,000",—
26960,"$50,000,000",—
26961,"€2,000,000",—
26962,—,—
26963,"$2,000,000",—
26964,"£6,500,000",—
26965,"$25,000,000",—
26966,"$1,648,000",—
26967,"$28,000,000",—
26968,"£1,300,000",—
26969,"$4,570,000",—
26970,"$13,000,000",—
26971,"$6,000,000",—
26972,—,—
26973,"CN¥3,000,000",—
26974,—,—
26975,"$3,599,000",—
26976,"$4,720,000",—
26977,—,—
26978,"$2,800,000",—
26979,"$875,000",—
26980,"$14,750,000",—
26981,"$20,000,000",—
26982,"$65,000,000","$90,000,000"
26983,"$37,000,000",—
26984,"$3,685,000",—
26985,"$28,000,000",—
26986,"$7,000,000",—
26987,"$1,000,000",—
26988,"$45,000,000",—
26989,—,—
26990,"$1,480,000",—
26991,"$26,000,000",—
26992,"$7,000,000",—
26993,"$12,000,000",—
26994,"€16,000,000",—
26995,"$50,000,000",—
26996,"€2,000,000",—
26997,—,—
26998,"$2,000,000",—
26999,"£6,500,000",—
27000,"$25,000,000",—
27001,"$1,648,000",—
27002,"$28,000,000",—
27003,"£1,300,000",—
27004,"$4,570,000",—
27005,"$13,000,000",—
27006,"$6,000,000",—
27007,—,—
27008,"CN¥3,000,000",—
27009,—,—
27010,"$3,599,000",—
27011,"$4,720,000",—
27012,—,—
27013,"$2,800,000",—
27014,"$875,000",—
27015,"$14,750,000",—
27016,"$20,000,000",—
27017,"$65,000,000","$90,000,000"
27018,"$37,000,000",—
27019,"$3,685,000",—
27020,"$5,000,000",—
27021,—,—
27022,"$33,500,000",—
27023,"$250,000,000",—
27024,"$26,500,000",—
27025,—,—
27026,"$2,000,000",—
27027,"$8,020,000",—
27028,"$2,000,000",—
27029,"$15,000,000",—
27030,"CHF2,750,000",—
27031,"$38,000,000",—
27032,"$10,000,000",—
27033,"$23,100,000",—
27034,—,—
27035,"$30,000,000",—
27036,"$30,000,000",—
27037,"$57,000,000",—
27038,"$6,700,000",—
27039,"$17,190,000",—
27040,"$2,000,000",—
27041,"$32,000,000",—
27042,"$8,000,000",—
27043,"$10,200,000",—
27044,"$11,500,000",—
27045,"$14,000,000",—
27046,—,—
27047,"$4,000,000",—
27048,"$35,500,000",—
27049,"$20,500,000","$87,500,000"
27050,"$13,221,000",—
27051,—,—
27052,"$2,500,000",—
27053,"ISK10,000,000",—
27054,"$33,200,000",—
27055,—,—
27056,"ISK11,500,000",—
27057,"$10,000,000","$220,000,000"
27058,"$29,475,000",—
27059,"$3,511,000",—
27060,"$8,400,000",—
27061,—,—
27062,"$2,450,000",—
27063,"$4,400,000",—
27064,—,—
27065,"$12,900,000",—
27066,"$7,500,000",—
27067,"$8,954,908",—
27068,"$7,500,000",—
27069,—,—
27070,"$5,000,000",—
27071,"$500,000",—
27072,"$15,300,000",—
27073,"$111,000,000",—
27074,—,—
27075,"$800,000",—
27076,"$182,000",—
27077,"$22,700,000",—
27078,"$1,400,000",—
27079,"$10,900,000",—
27080,"$10,670,000",—
27081,"$27,600,000",—
27082,"€7,800,000",—
27083,"$4,800,000",—
27084,"$8,000,000",—
27085,"$11,000,000",—
27086,"$22,300,000",—
27087,"$4,000,000",—
27088,"$57,900,000","$40,650,000"
27089,"$4,000,000",—
27090,"$30,000,000",—
27091,"$2,500,000",—
27092,"$15,000,000",—
27093,"$5,400,000",—
27094,"$41,000,000","$27,000,000"
27095,"$15,500,000",—
27096,"$50,000,000",—
27097,"$12,000,000",—
27098,—,—
27099,"$22,000,000",—
27100,—,—
27101,"$1,600,000",—
27102,"$5,000,000",—
27103,—,—
27104,"$35,000,000",—
27105,"$18,250,000",—
27106,"$35,000,000",—
27107,"$32,000,000",—
27108,"$10,750,000",—
27109,—,—
27110,"$26,900,000",—
27111,"$101,000,000","$320,000,000"
27112,—,—
27113,"$140,000","$1,000,000"
27114,"$20,000,000",—
27115,"$3,426,000",—
27116,—,—
27117,"$1,600,000",—
27118,—,—
27119,—,—
27120,—,—
27121,—,—
27122,—,—
27123,—,—
27124,—,—
27125,"$16,000,000",—
27126,"$1,000,000",—
27127,—,—
27128,—,—
27129,—,—
27130,—,—
27131,—,—
27132,—,—
27133,—,—
27134,—,—
27135,"€3,000,000",—
27136,"$12,000,000",—
27137,"$16,000,000",—
27138,"$6,000,000",—
27139,—,—
27140,"£250,000",—
27141,"$7,300,000",—
27142,"$18,273,000",—
27143,"$5,050,000",—
27144,"$750,000",—
27145,"$35,000,000",—
27146,"$12,019,000",—
27147,"$3,500,000",—
27148,"$810,000",—
27149,"$800,000",—
27150,"$12,000,000",—
27151,"$3,500,000",—
27152,"$5,000,000",—
27153,"$7,059,000",—
27154,"$72,500,000",—
27155,"$15,000,000",—
27156,"$14,000,000",—
27157,"$8,000,000",—
27158,"$2,700,000",—
27159,"$1,900,000",—
27160,"$16,500,000",—
27161,"$9,400,000",—
27162,"$18,300,000",—
27163,"$9,500,000","$41,000,000"
27164,"$4,400,000",—
27165,"$5,050,000",—
27166,"CHF14,100,000",—
