,industry,index_x,target_name,target_founded,target_status,alive
150434,Medical Facilities & Services,414162.0,Wahiawa Health,2012.0,Alive / Active,1
150435,Pharmaceuticals / Drugs,414163.0,Chongqing Pharmaceutical,1950.0,Alive / Active,1
150443,Mobile Software & Services,420949.0,FittiCoin,2018.0,Alive / Active,1
150447,Biotechnology,556677.0,Selcell,2014.0,Alive / Active,1
150449,Medical Devices & Equipment,414169.0,ShiraTronics,2019.0,Alive / Active,1
150463,Medical Facilities & Services,359622.0,Fountain Medical Development,2007.0,Alive / Active,1
150467,Pharmaceuticals / Drugs,414251.0,Embark Health,2018.0,Alive / Active,1
150469,Medical Devices & Equipment,414269.0,Lissen Laboratories,2018.0,Alive / Active,1
150472,Stealth Mode,414282.0,Owl Navigation,2019.0,Alive / Active,1
150473,Alternative Medicine,414283.0,Happiness Biotech Group,2004.0,IPO / Went public,0
150477,Medical Facilities & Services,414328.0,MedRehab Alliancce,2018.0,Alive / Active,1
150483,Pharmaceuticals / Drugs,247912.0,Piramal Enterprises,1984.0,IPO / Went public,0
150484,Drug Development,416827.0,Tellus Therapeutics,2018.0,Alive / Active,1
150485,Medical Devices & Equipment,416831.0,EnVision Endoscopy,2018.0,Alive / Active,1
150488,Drug Manufacturing,428373.0,InBeauty,2014.0,Alive / Active,1
150524,Biotechnology,414468.0,Nuvation Bio,2018.0,IPO / Went public,0
150542,Biotechnology,414513.0,OnQuality Pharmaceuticals,2018.0,Alive / Active,1
150552,Medical Facilities & Services,350040.0,Socially Determined,2017.0,Alive / Active,1
150570,Drug Development,414607.0,MedGene Therapeutics,2015.0,Alive / Active,1
150571,Pharmaceuticals / Drugs,348901.0,Eyevance Pharmaceuticals,2017.0,Acquired,0
150581,Mobile Software & Services,414715.0,Soundwave Hearing,2017.0,Alive / Active,1
150583,Medical Facilities & Services,414725.0,STEPS Rehabilitation,2014.0,Alive / Active,1
150587,Drug Discovery,414838.0,Alchemedicine,2019.0,Alive / Active,1
150589,Biotechnology,414913.0,Shen Lian Biomedical,2001.0,IPO / Went public,0
150590,Medical Facilities & Services,415800.0,CellSource,2015.0,IPO / Went public,0
150596,Medical Devices & Equipment,414760.0,Sense,2014.0,Alive / Active,1
150601,Biotechnology,414771.0,Disc Medicine,2017.0,Alive / Active,1
150630,Biotechnology,414919.0,Kira Biotech,2019.0,Alive / Active,1
150638,Biotechnology,414941.0,Draupnir Bio,2017.0,Alive / Active,1
150649,Medical Facilities & Services,415003.0,Confidence Analytics,2018.0,Alive / Active,1
150653,Medical Devices & Equipment,415197.0,RCE Technologies,2018.0,Alive / Active,1
150654,Biotechnology,336907.0,Nodexus,2014.0,Alive / Active,1
150655,Biotechnology,487813.0,PopBiotech,2015.0,Alive / Active,1
150678,Biotechnology,415139.0,Zenerchi,2018.0,Alive / Active,1
150679,Biotechnology,415154.0,Virokine Therapeutics,2017.0,Alive / Active,1
150680,Medical Facilities & Services,415161.0,Arranta Bio,2019.0,Alive / Active,1
150684,Medical Devices & Equipment,415207.0,PonyPak Systems,2007.0,Alive / Active,1
150687,Medical Devices & Equipment,415218.0,AEIOU Scientific,2016.0,Alive / Active,1
150697,Internet Software & Services,415263.0,BioLib,2019.0,Alive / Active,1
150700,Stealth Mode,415270.0,Foodome,2019.0,Alive / Active,1
150702,Medical Devices & Equipment,417429.0,ARTIRIA Medical,2019.0,Alive / Active,1
150707,Mobile Software & Services,415285.0,inne,2016.0,Alive / Active,1
150717,Drug Development,415308.0,Denovo Biopharma,2012.0,Alive / Active,1
150729,Healthcare Software,415355.0,Child Health Imprints,2018.0,Alive / Active,1
150740,Medical Devices & Equipment,415410.0,Bioheart,2014.0,Alive / Active,1
150744,Drug Development,415427.0,Avenzoar Pharmaceuticals,2016.0,Alive / Active,1
150767,Medical Devices & Equipment,415537.0,KOTOBUKI Medical,2018.0,Alive / Active,1
150780,Healthcare Software,415597.0,CUREOSITY,2018.0,Alive / Active,1
150782,Disease Diagnosis,415616.0,Rosa Biotech,2019.0,Alive / Active,1
150800,Drug Development,415761.0,MindImmune Therapeutics,2016.0,Alive / Active,1
150806,Biotechnology,424792.0,Pencil Biosciences,2018.0,Alive / Active,1
150813,Medical Devices & Equipment,457737.0,Droplite,2018.0,Alive / Active,1
150816,Pharmaceuticals / Drugs,568474.0,Micron Biomedical,2014.0,Alive / Active,1
150822,Mobile Software & Services,426721.0,Tembo Health,2018.0,Alive / Active,1
150869,Health & Wellness (non-internet/mobile)…,415988.0,Believe Pursue,2016.0,Alive / Active,1
150873,Internet Software & Services,416017.0,Volava,2017.0,Alive / Active,1
150875,Healthcare Software,416110.0,ViewMind,2016.0,Alive / Active,1
150882,Internet Software & Services,420434.0,CareCrew,2016.0,Alive / Active,1
150885,Internet Software & Services,420579.0,RESET:breathe,2017.0,Alive / Active,1
150887,Internet Software & Services,420613.0,Universal Cognitive Solutions,2017.0,Alive / Active,1
150898,Biotechnology,416162.0,Shape Therapeutics,2019.0,Alive / Active,1
150901,Biotechnology,416171.0,A2 Biotherapeutics,2018.0,Alive / Active,1
150905,Medical Devices & Equipment,416168.0,MEZOO,2018.0,Alive / Active,1
150906,Medical Devices & Equipment,364009.0,Diality,2015.0,Alive / Active,1
150913,Biotechnology,416234.0,Curreio,2019.0,Alive / Active,1
150920,Pharmaceuticals / Drugs,349236.0,Saol Therapeutics,2018.0,Alive / Active,1
150925,Health & Wellness (non-internet/mobile)…,416287.0,Eagala,1999.0,Alive / Active,1
150934,Medical Facilities & Services,416311.0,New Light Behavioral Health,2019.0,Alive / Active,1
150949,Medical Devices & Equipment,416386.0,OnPoint Surgical,2017.0,Alive / Active,1
150956,Medical Devices & Equipment,417046.0,Lifotronic,2008.0,IPO / Went public,0
150991,Internet Software & Services,416540.0,Hydee,2004.0,IPO / Went public,0
150993,Health & Wellness (non-internet/mobile)…,405878.0,LulaFit,2014.0,Alive / Active,1
150995,Mobile Software & Services,416626.0,MindRight Health,2019.0,Alive / Active,1
150997,Biotechnology,7110.0,Bloomage BioTech,2011.0,IPO / Went public,0
151011,Biotechnology,416704.0,Urania Therapeutics,2015.0,Alive / Active,1
151021,Internet Software & Services,421466.0,Felix Sante,2016.0,Alive / Active,1
151025,Internet Software & Services,416783.0,Valore in Sanità,2017.0,Alive / Active,1
151028,Drug Development,416845.0,Auson Biopharmaceutical,2019.0,Alive / Active,1
151042,Drug Manufacturing,416929.0,hundred,2017.0,Alive / Active,1
151045,Drug Development,172365.0,Neurodon,2019.0,Alive / Active,1
151046,Healthcare Software,416974.0,Magical Medical Solutions,2019.0,Alive / Active,1
151047,Mobile Software & Services,377374.0,Access Physicians,2011.0,Acquired,0
151052,Drug Discovery,417005.0,iLoF,2019.0,Alive / Active,1
151054,Drug Development,417016.0,Arkuda Therapeutics,2019.0,Alive / Active,1
151061,Medical Devices & Equipment,417075.0,Galen Robotics,2016.0,Alive / Active,1
151076,Medical Devices & Equipment,380779.0,BionicM,2018.0,Alive / Active,1
151079,Biotechnology,417121.0,Ervaxx,2019.0,Alive / Active,1
151083,Drug Development,417162.0,CNS Pharmaceuticals,2017.0,IPO / Went public,0
151084,Health & Wellness (non-internet/mobile)…,417180.0,Sayya,2018.0,Alive / Active,1
151087,Medical Devices & Equipment,417205.0,Ecmoho,2011.0,IPO / Went public,0
151092,Internet Software & Services,417248.0,PediaMetrix,2018.0,Alive / Active,1
151093,Healthcare Software,302965.0,Turbine.AI,2015.0,Alive / Active,1
151098,Mobile Software & Services,417261.0,Parrot.MD,2019.0,Alive / Active,1
151099,Medical Devices & Equipment,377012.0,Feelmore Labs,2016.0,Alive / Active,1
151106,Internet Software & Services,417158.0,Hoppen,2011.0,Alive / Active,1
151118,Biotechnology,421363.0,Gisens Biotech,2018.0,Alive / Active,1
151122,Alternative Medicine,463834.0,Maya,2019.0,Alive / Active,1
151126,Mobile Software & Services,417399.0,Nala,2018.0,Alive / Active,1
151133,Internet Software & Services,417439.0,Katalyst,2015.0,Alive / Active,1
151141,Dental Products & Services,417527.0,Hallura,2017.0,Alive / Active,1
151144,Healthcare Software,417581.0,Visionable,2015.0,Alive / Active,1
151148,Mobile Software & Services,417707.0,Coral,2018.0,Alive / Active,1
151153,Disease Diagnosis,418487.0,Gynisus,2015.0,Alive / Active,1
151169,Medical Facilities & Services,417791.0,Bright Eye Hospital,2005.0,Alive / Active,1
151170,Drug Development,417806.0,IAVI,1996.0,Alive / Active,1
151182,Medical Devices & Equipment,346173.0,ABLE Human Motion,2018.0,Alive / Active,1
151183,Medical Facilities & Services,418022.0,Headlands Research,2018.0,Alive / Active,1
151186,Healthcare Software,418029.0,Qlarity Imaging,2018.0,Alive / Active,1
151187,Healthcare Software,372344.0,ILLUSIO,2015.0,Alive / Active,1
151191,Medical Devices & Equipment,418062.0,Eleven P15,2016.0,Alive / Active,1
151223,Medical Facilities & Services,418100.0,Vitalia Home Aragonese Joint Venture,2019.0,Alive / Active,1
151231,Drug Development,339622.0,EpicentRx,2016.0,Alive / Active,1
151232,Healthcare Software,397907.0,Diagnostic Robotics,2018.0,Alive / Active,1
151242,Medical Facilities & Services,360775.0,Texas Heart Institute,1962.0,Alive / Active,1
151244,Medical Facilities & Services,418142.0,Alzheimer's Association,1980.0,Alive / Active,1
151268,Internet Software & Services,418362.0,IDUTag,2016.0,Alive / Active,1
151272,Disease Diagnosis,418714.0,RespiQ,2019.0,Alive / Active,1
151273,Medical Devices & Equipment,418778.0,Fusedbone,2019.0,Alive / Active,1
151274,Internet Software & Services,418779.0,The Clear Health Program,2019.0,Alive / Active,1
151276,Health & Wellness (non-internet/mobile)…,418943.0,dreamt,2019.0,Alive / Active,1
151286,Biotechnology,324084.0,SuPine Therapeutics,2017.0,Alive / Active,1
151291,Drug Development,418452.0,X-37,2019.0,Alive / Active,1
151296,Dental Products & Services,418471.0,LUNAC Therapeutics,2018.0,Alive / Active,1
151305,Internet Software & Services,397975.0,Careology,2017.0,Alive / Active,1
151307,Biotechnology,418555.0,Luminary Therapeutics,2019.0,Alive / Active,1
151313,Biotechnology,418685.0,RJH Biosciences,2016.0,Alive / Active,1
151316,Biotechnology,281685.0,Vyriad,2016.0,Alive / Active,1
151319,Drug Manufacturing,404371.0,BioLumen,2019.0,Alive / Active,1
151320,Internet Software & Services,418742.0,CaringWire,2018.0,Alive / Active,1
151322,Medical Facilities & Services,419545.0,Arizona Cardiovascular Institute,2014.0,Alive / Active,1
151333,Healthcare Software,328551.0,Orbem,2018.0,Alive / Active,1
151334,Biotechnology,384249.0,uFraction8,2017.0,Alive / Active,1
151345,Healthcare Plans,289954.0,Gerocare Solutions,2017.0,Alive / Active,1
151346,Medical Devices & Equipment,418840.0,Boogaloo Beds,2015.0,Alive / Active,1
151353,Medical Devices & Equipment,418894.0,Sterile Edge,2019.0,Alive / Active,1
151354,Biotechnology,418899.0,KOP Therapeutics,2018.0,Alive / Active,1
151360,Medical Facilities & Services,418960.0,Sniffer Labs,2018.0,Alive / Active,1
151364,Healthcare Software,330448.0,ExactCure,2018.0,Alive / Active,1
151366,Medical Facilities & Services,419027.0,FUJIFILM Diosynth Biotechnologies,2011.0,Alive / Active,1
151379,Drug Development,419599.0,Bilix,2018.0,Alive / Active,1
151383,Mobile Software & Services,433165.0,Tilly,2019.0,Alive / Active,1
151387,Medical Devices & Equipment,419038.0,Mojo,2017.0,Alive / Active,1
151395,Medical Devices & Equipment,419060.0,StimAire,2017.0,Alive / Active,1
151396,Medical Facilities & Services,419062.0,Sherrill House,1907.0,Alive / Active,1
151420,Medical Devices & Equipment,328223.0,smalliot,2016.0,Alive / Active,1
151425,Medical Product Distribution,416071.0,Reemedy,2019.0,Alive / Active,1
151431,Medical Devices & Equipment,419216.0,neuroUP,2014.0,Alive / Active,1
151435,Drug Development,419247.0,Underdog Pharmaceuticals,2019.0,Alive / Active,1
151441,Medical Devices & Equipment,410165.0,Curiteva,2018.0,Alive / Active,1
151458,Biotechnology,419344.0,Matricelf,2019.0,Alive / Active,1
151459,Medical Facilities & Services,419374.0,Presidium Health,2015.0,Alive / Active,1
151466,Dental Products & Services,419391.0,MicroNX,2001.0,Alive / Active,1
151480,Pharmaceuticals / Drugs,419506.0,Temprian Therapeutics,2019.0,Alive / Active,1
151486,Pharmaceuticals / Drugs,419530.0,OneLife Nutriscience,2017.0,Alive / Active,1
151489,Internet Software & Services,419569.0,NewCompliance,2006.0,Alive / Active,1
151494,Health & Wellness (non-internet/mobile)…,419593.0,Mendi,2019.0,Alive / Active,1
151497,Medical Facilities & Services,378419.0,AtlantiCare,1993.0,Alive / Active,1
151510,Biotechnology,477631.0,inSoma Bio,2018.0,Alive / Active,1
151535,Mobile Software & Services,419655.0,Remrise,2018.0,Alive / Active,1
151559,Drug Development,419796.0,Stevenage Bioscience Catalyst,2012.0,Alive / Active,1
151565,Medical Facilities & Services,349296.0,Broad Institute,2003.0,Alive / Active,1
151567,Healthcare Software,313499.0,eko.ai,2017.0,Alive / Active,1
151574,Medical Devices & Equipment,419964.0,ArcSecond,2015.0,Alive / Active,1
151575,Medical Devices & Equipment,419977.0,Kinometrix,2017.0,Alive / Active,1
151577,Internet Software & Services,419979.0,TalentMondo,2020.0,Alive / Active,1
151579,Mobile Software & Services,420103.0,haako,2015.0,Alive / Active,1
151584,Drug Discovery,429093.0,Beyond Frontier,2019.0,Alive / Active,1
151591,Biotechnology,420033.0,Genesis Therapeutics,2019.0,Alive / Active,1
151593,Biotechnology,420066.0,Immunitas Therapeutics,2019.0,Alive / Active,1
151602,Mobile Software & Services,420081.0,Silofit,2017.0,Alive / Active,1
151607,Internet Software & Services,278070.0,Combinostics,2014.0,Alive / Active,1
151610,Internet Software & Services,387580.0,fittr,2016.0,Alive / Active,1
151613,Drug Discovery,420134.0,AN2 Therapeutics,2017.0,Alive / Active,1
151617,Health & Wellness (non-internet/mobile)…,420147.0,Catholic Charities Eastern Washington,1912.0,Alive / Active,1
151621,Health & Wellness (non-internet/mobile)…,402998.0,Mary's Place,1999.0,Alive / Active,1
151622,Health & Wellness (non-internet/mobile)…,420203.0,Bethany House Services,1984.0,Alive / Active,1
151623,Health & Wellness (non-internet/mobile)…,420219.0,Catholic Social Services - Alaska,1966.0,Alive / Active,1
151626,Elective & Aesthetic Medicine,420224.0,Laclarée,2016.0,Alive / Active,1
151630,Health & Wellness (non-internet/mobile)…,420227.0,Coburn Place,1996.0,Alive / Active,1
151632,Health & Wellness (non-internet/mobile)…,420233.0,Connecticut Coalition to End Homelessness,1982.0,Alive / Active,1
151633,Health & Wellness (non-internet/mobile)…,420246.0,Covenant House,1972.0,Alive / Active,1
151634,Health & Wellness (non-internet/mobile)…,420250.0,Family Gateway,1986.0,Alive / Active,1
151635,Health & Wellness (non-internet/mobile)…,420256.0,FamilyAid Boston,1916.0,Alive / Active,1
151636,Health & Wellness (non-internet/mobile)…,420264.0,ForKids,1988.0,Alive / Active,1
151638,Health & Wellness (non-internet/mobile)…,420274.0,Goodwill Industries of Northern Michigan,1972.0,Alive / Active,1
151641,Health & Wellness (non-internet/mobile)…,420286.0,Great Lakes Community Action Partnership,1965.0,Alive / Active,1
151643,Health & Wellness (non-internet/mobile)…,420290.0,HOPE Services Hawaii,2010.0,Alive / Active,1
151648,Health & Wellness (non-internet/mobile)…,420297.0,HopeWorks,1985.0,Alive / Active,1
151649,Dental Products & Services,420303.0,Floss Bar,2017.0,Alive / Active,1
151650,Pharmaceuticals / Drugs,420308.0,Lipidio Pharma,2019.0,Alive / Active,1
151651,Health & Wellness (non-internet/mobile)…,420307.0,Lafayette Transitional Housing Center,1989.0,Alive / Active,1
151652,Health & Wellness (non-internet/mobile)…,420319.0,MIFA,1968.0,Alive / Active,1
151654,Health & Wellness (non-internet/mobile)…,420326.0,Our Family Services,1979.0,Alive / Active,1
151655,Health & Wellness (non-internet/mobile)…,420330.0,Pathways of Hope,1975.0,Alive / Active,1
151657,Health & Wellness (non-internet/mobile)…,420335.0,St. Joseph Center,1976.0,Alive / Active,1
151658,Healthcare Software,420340.0,Sparrow Acoustics,2019.0,Alive / Active,1
151661,Health & Wellness (non-internet/mobile)…,420346.0,St. Stephen's,2002.0,Alive / Active,1
151663,Health & Wellness (non-internet/mobile)…,420356.0,St. Vincent De Paul Baltimore,1865.0,Alive / Active,1
151665,Health & Wellness (non-internet/mobile)…,420362.0,The Road Home,1923.0,Alive / Active,1
151667,Health & Wellness (non-internet/mobile)…,420368.0,The Road Home Dane County,1999.0,Alive / Active,1
151668,Health & Wellness (non-internet/mobile)…,420377.0,The Whole Child,1957.0,Alive / Active,1
151669,Health & Wellness (non-internet/mobile)…,420386.0,UNITY of Greater New Orleans,1992.0,Alive / Active,1
151670,Health & Wellness (non-internet/mobile)…,420394.0,Upward Bound House,1991.0,Alive / Active,1
151671,Health & Wellness (non-internet/mobile)…,420400.0,Welcome House of Northern Kentucky,1982.0,Alive / Active,1
151674,Health & Wellness (non-internet/mobile)…,420407.0,YWCA Columbus,1886.0,Alive / Active,1
151678,Medical Devices & Equipment,420867.0,Quorum Prosthetics,1998.0,Alive / Active,1
151683,Biotechnology,420915.0,Watchmaker Genomics,2019.0,Alive / Active,1
151694,Biotechnology,368746.0,Genome Wisdom,2015.0,Alive / Active,1
151716,Healthcare Software,421124.0,SmartScan,2017.0,Alive / Active,1
151727,Healthcare Software,420845.0,Clanz,2018.0,Alive / Active,1
151728,Mobile Software & Services,421077.0,Doctori,2019.0,Alive / Active,1
151736,Drug Development,420784.0,FerGene,2019.0,Alive / Active,1
151741,Medical Facilities & Services,420806.0,Rambam Medical Center,1938.0,Alive / Active,1
151756,Healthcare Software,420947.0,Rad AI,2018.0,Alive / Active,1
151764,Medical Facilities & Services,420984.0,Gasporox,2005.0,Alive / Active,1
151769,Medical Facilities & Services,420993.0,Cygnus Medicare,2011.0,Acquired,0
151773,Biotechnology,421034.0,Appercell,2018.0,Alive / Active,1
151776,Biotechnology,421045.0,CytoSeek,2017.0,Alive / Active,1
151791,Healthcare Software,421138.0,Nines,2017.0,Alive / Active,1
151839,Biotechnology,423464.0,MaxiVAX,2013.0,Alive / Active,1
151846,Biotechnology,348607.0,zumutor,2013.0,Alive / Active,1
151848,Pharmaceuticals / Drugs,421758.0,Hillview,2018.0,Alive / Active,1
151851,Internet Software & Services,298778.0,VidaClass,2014.0,Alive / Active,1
151854,Internet Software & Services,331881.0,Julota,2015.0,Alive / Active,1
151857,Biotechnology,339592.0,CERo Therapeautics,2016.0,Alive / Active,1
151880,Medical Facilities & Services,424819.0,Multiple Sclerosis Society of Canada,1948.0,Alive / Active,1
151892,Biotechnology,423114.0,Twelve Bio,2019.0,Alive / Active,1
151910,Healthcare Software,424462.0,Synapsica,2018.0,Alive / Active,1
151911,Healthcare Software,424470.0,Deeptek,2017.0,Alive / Active,1
151912,Internet Software & Services,303684.0,5C Network,2014.0,Alive / Active,1
151914,Internet Software & Services,299746.0,Predible Health,2016.0,Alive / Active,1
151917,Healthcare Software,424781.0,Pipra,2019.0,Alive / Active,1
151929,Internet Software & Services,368437.0,Pinpoint Innovations,2016.0,Alive / Active,1
151946,Mobile Software & Services,435004.0,MedHelper,2013.0,Alive / Active,1
151953,Biotechnology,429612.0,Newsoara Biopharma,2018.0,Alive / Active,1
151954,Mobile Software & Services,432459.0,Small Shell,2015.0,Alive / Active,1
151957,Drug Development,464143.0,MabGenesis,2019.0,Alive / Active,1
151995,Medical Devices & Equipment,291401.0,Clarapath,2014.0,Alive / Active,1
151999,Mobile Software & Services,422133.0,Sugarmate,2015.0,Acquired,0
152004,Medical Product Distribution,306205.0,EOC Pharma,2010.0,Alive / Active,1
152018,Internet Software & Services,422335.0,Robyn,2019.0,Alive / Active,1
152032,Healthcare Software,18063.0,Visiopharm,2001.0,Alive / Active,1
152034,Mobile Software & Services,423242.0,emol,2014.0,Alive / Active,1
152070,Medical Devices & Equipment,422529.0,Micro-Leads Medical,2016.0,Alive / Active,1
152079,Medical Devices & Equipment,422614.0,CHISON,1996.0,IPO / Went public,0
152081,Medical Devices & Equipment,422628.0,Adona Medical,2019.0,Alive / Active,1
152098,Medical Facilities & Services,359939.0,Indiana University Health,1997.0,Alive / Active,1
152099,Medical Facilities & Services,423260.0,Mercy Virtual,2015.0,Alive / Active,1
152122,Biotechnology,422768.0,Civetta Therapeutics,2019.0,Alive / Active,1
152165,Internet Software & Services,423080.0,Deeplink Medical,2014.0,Alive / Active,1
152168,Medical Facilities & Services,423120.0,SmartJack,2017.0,Alive / Active,1
152176,Medical Facilities & Services,423154.0,Mt. Scott Surgery Center,2018.0,Alive / Active,1
152180,Healthcare Software,423518.0,Nunaps,2017.0,Alive / Active,1
152184,Medical Facilities & Services,424868.0,First Ascent Biomedical,2018.0,Alive / Active,1
152185,Mobile Software & Services,424882.0,Mindcurrent,2019.0,Alive / Active,1
152190,Biotechnology,353418.0,BioAlert Solutions,2014.0,Alive / Active,1
152232,Drug Development,349506.0,Almac Group,1968.0,Alive / Active,1
152264,Stealth Mode,423324.0,Xcellerate Biotech,2019.0,Alive / Active,1
152270,Medical Devices & Equipment,419052.0,ARTIDIS,2017.0,Alive / Active,1
152273,Medical Facilities & Services,411289.0,OS Therapies,2018.0,Alive / Active,1
152279,Medical Facilities & Services,351736.0,Icahn School of Medicine at Mount Sinai,1963.0,Alive / Active,1
152284,Healthcare Plans,423479.0,CentraCare,1995.0,Alive / Active,1
152286,Internet Software & Services,423500.0,MP Cloud Technologies,2018.0,Alive / Active,1
152287,Stealth Mode,423507.0,Tesis Labs,2019.0,Alive / Active,1
152332,Medical Devices & Equipment,423574.0,Yilu Jiuge,2013.0,Alive / Active,1
152334,Medical Devices & Equipment,423581.0,BeAble Health,2017.0,Alive / Active,1
152344,Biotechnology,423759.0,Jasper Therapeutics,2018.0,Acquired,0
152352,Drug Development,423831.0,Lydex Pharmaceuticals,2017.0,Alive / Active,1
152357,Biotechnology,423862.0,Stratix Labs,2015.0,Alive / Active,1
152380,Biotechnology,432798.0,Cell-Easy,2018.0,Alive / Active,1
152383,Medical Devices & Equipment,423953.0,Meio Medical,2018.0,Alive / Active,1
152406,Healthcare Software,423891.0,Harrison.ai,2018.0,Alive / Active,1
152410,Drug Discovery,423896.0,Zentalis Pharmaceuticals,2014.0,IPO / Went public,0
152423,Medical Facilities & Services,423949.0,Retreat Behavioral Health,2011.0,Alive / Active,1
152441,Medical Devices & Equipment,409852.0,G Medical Innovations,2014.0,IPO / Went public,0
152443,Pharmaceuticals / Drugs,424320.0,Cipla Pharma Lanka,2014.0,Acquired,0
152446,Health & Wellness (non-internet/mobile)…,424461.0,Quanta,2016.0,Alive / Active,1
152449,Medical Devices & Equipment,424813.0,Woorien,2012.0,Alive / Active,1
152450,Health & Wellness (non-internet/mobile)…,425836.0,BONYU.Lab,2018.0,Alive / Active,1
152455,Medical Information,385345.0,Biotia,2016.0,Alive / Active,1
152475,Mobile Software & Services,424347.0,Vocalis Health,2019.0,Alive / Active,1
152478,Healthcare Software,424357.0,Neosmart Health,2017.0,Alive / Active,1
152498,Medical Devices & Equipment,402962.0,VivaChek,2013.0,Alive / Active,1
152500,Drug Manufacturing,424454.0,JOINN Biologics,2018.0,Alive / Active,1
152504,Biotechnology,424475.0,Syndivia,2014.0,Alive / Active,1
152511,Biotechnology,424509.0,Cellarity,2017.0,Alive / Active,1
152516,Biotechnology,424641.0,ILIAS Therapeutics,2015.0,Alive / Active,1
152527,Internet Software & Services,442837.0,Elektra Health,2019.0,Alive / Active,1
152528,Medical Devices & Equipment,261303.0,4DMedical,2012.0,Alive / Active,1
152536,Healthcare Software,424715.0,GrowthPlug,2017.0,Alive / Active,1
152537,Internet Software & Services,424710.0,My Online Therapy,2018.0,Alive / Active,1
152538,Disease Diagnosis,424745.0,PinPoint Data Science,2016.0,Alive / Active,1
152549,Medical Facilities & Services,424836.0,Metro Pacific Hospitals,2007.0,Alive / Active,1
152556,Healthcare Software,423308.0,Cibiltech,2019.0,Alive / Active,1
152557,Mobile Software & Services,424944.0,Prezence,2018.0,Alive / Active,1
152558,Alternative Medicine,424943.0,EVerZom,2019.0,Alive / Active,1
152571,Health & Wellness (non-internet/mobile)…,38750.0,iFit,1977.0,Alive / Active,1
152578,Health & Wellness (non-internet/mobile)…,427545.0,OTOjOY,2012.0,Alive / Active,1
152613,Pharmaceuticals / Drugs,425305.0,Transdermal Sedation Solutions,2019.0,Alive / Active,1
152614,Mobile Software & Services,243843.0,TeleVet,2015.0,Alive / Active,1
152624,Mobile Software & Services,425403.0,AssistMe,2017.0,Alive / Active,1
152641,Biotechnology,425620.0,BAMBI,2019.0,Alive / Active,1
152653,Medical Devices & Equipment,425441.0,Lindis Blood Care,2010.0,Alive / Active,1
152662,Biotechnology,425474.0,Origincell Therapeutics,2015.0,Alive / Active,1
152665,Internet Software & Services,425498.0,Guo Yi Ke Ji,2016.0,Alive / Active,1
152681,Medical Facilities & Services,429156.0,Kenford,2018.0,Alive / Active,1
152682,Biotechnology,432780.0,Aelis Farma,2013.0,Alive / Active,1
152687,Drug Delivery,646216.0,Craft Health,2019.0,Alive / Active,1
152691,Medical Devices & Equipment,488710.0,Existo,2019.0,Alive / Active,1
152697,Health & Wellness (non-internet/mobile)…,425763.0,DuPont Nutrition & Biosciences,1989.0,Merged,0
152705,Biotechnology,425775.0,Augustine Therapeutics,2019.0,Alive / Active,1
152729,Disease Diagnosis,425890.0,3x4 Genetics,2018.0,Alive / Active,1
152736,Dental Products & Services,425933.0,Mavrik Dental,2012.0,Alive / Active,1
152746,Medical Equipment & Supplies,94744.0,Kedu Healthcare,2006.0,Alive / Active,1
152753,Disease Diagnosis,291351.0,CDx Diagnostics,2010.0,Alive / Active,1
152754,Medical Facilities & Services,420418.0,JMDC,2002.0,IPO / Went public,0
152811,Medical Devices & Equipment,426153.0,Bone 3D,2018.0,Alive / Active,1
152813,Medical Devices & Equipment,361110.0,Cardiacbooster,2018.0,Alive / Active,1
152815,Medical Devices & Equipment,275703.0,Crescent Technologies,2017.0,Alive / Active,1
152818,Medical Devices & Equipment,426175.0,i-Med Technology,2018.0,Alive / Active,1
152824,Mobile Software & Services,426208.0,CliniServe,2017.0,Alive / Active,1
152825,Medical Devices & Equipment,426211.0,Clinomic,2019.0,Alive / Active,1
152826,Mobile Software & Services,380065.0,CogniScent,2019.0,Alive / Active,1
152827,Biotechnology,426215.0,EpiQMAx,2018.0,Alive / Active,1
152828,Mobile Software & Services,299534.0,Living Brain,2017.0,Alive / Active,1
152830,Mobile Software & Services,372284.0,Mindable Health,2018.0,Alive / Active,1
152838,Internet Software & Services,426341.0,Terapify,2018.0,Alive / Active,1
152840,Medical Devices & Equipment,426346.0,CairnSurgical,2015.0,Alive / Active,1
152849,Stealth Mode,426408.0,Over the Rainbow Wellness,2019.0,Alive / Active,1
152850,Biotechnology,426435.0,WooGene Bio,2018.0,Alive / Active,1
152873,Biotechnology,427636.0,GoodCell,2016.0,Alive / Active,1
152888,Medical Devices & Equipment,628762.0,Cisa Group,1947.0,Alive / Active,1
152889,Medical Devices & Equipment,629209.0,Horentek,2010.0,Alive / Active,1
152902,Medical Devices & Equipment,426476.0,Sooma Medical,2013.0,Alive / Active,1
152910,Pharmaceuticals / Drugs,426536.0,Hwail Pharm,1974.0,Alive / Active,1
152911,Drug Development,357045.0,Raziel Therapeutics,2012.0,Alive / Active,1
152934,Drug Development,372998.0,Pathios Therapeutics,2017.0,Alive / Active,1
152939,Biotechnology,426701.0,Pipeline Therapeutics,2017.0,Alive / Active,1
152945,Medical Devices & Equipment,290691.0,Sterilux,2014.0,Alive / Active,1
152956,Internet Software & Services,426753.0,MyMedicalHub,2012.0,Alive / Active,1
152982,Medical Facilities & Services,627421.0,InterWell Health,2019.0,Alive / Active,1
