node,country,continent,industry,bipartite,id,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
Infermedica,Poland,Europe,Healthcare Software,1,29419,18.0,18.0,18.0,830.0,830.0,830.0,0.039215686,0.039215686,0.039215686,2450.957143,2450.957143,2450.957143,0.211647998,0.211647998,0.211647998,0.002303587,0.002303587,0.002303587,0.000218589,0.000218589,0.000218589,0.00232965,0.00232965,0.00232965,5.92e-05,5.92e-05,5.92e-05,14.44444444,14.44444444,14.44444444,1,72.0,5533.0,1.0,72.0,3167.022258,0.285479811,0.0,0.000120555,0.000115788,87.05555556
NeuroSpace,Japan,Asia,Internet Software & Services,1,29425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,,0.0,1.0,2298.136508,0.189033048,0.0,1.94e-05,2.1e-08,7.0
Cardio Flow,United States,North America,Medical Devices & Equipment,1,29426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Hoba Therapeutics,Denmark,Europe,Biotechnology,1,29433,21.0,4.0,12.5,3925.0,3140.0,3532.5,1.0,0.2,0.6,2908.342857,2174.175,2541.2589285000004,0.249131172,0.190663007,0.2198970895,0.001033951,0.0,0.0005169755,0.000139558,3.71e-05,8.8329e-05,0.001036136,0.0,0.000518068,0.001132858,9.39e-06,0.000571124,74.61904762,7.5,41.05952381,2,13.0,,1.0,13.0,2886.884163,0.263315532,0.0,4.29e-05,5.17e-05,58.46153846
Eucardia,Italy,Europe,Medical Devices & Equipment,1,29434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
NeuroOne,United States,North America,Medical Devices & Equipment,1,29439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Expansion Therapeutics,United States,North America,Drug Discovery,1,29445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Doctoranytime,Belgium,Europe,Internet Software & Services,1,29450,3.0,3.0,3.0,6843.0,3370.0,5106.5,0.0,0.0,0.0,1.0,1.0,1.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,2,,,,,,,,,,
Tenaya Therapeutics,United States,North America,Biotechnology,1,29454,52.0,52.0,52.0,1962.0,1962.0,1962.0,0.306938776,0.306938776,0.306938776,3296.845238,3296.845238,3296.845238,0.277131096,0.277131096,0.277131096,0.000298505,0.000298505,0.000298505,0.000163714,0.000163714,0.000163714,0.000299031,0.000299031,0.000299031,0.009431738,0.009431738,0.009431738,173.3653846,173.3653846,173.3653846,1,16.0,,1.0,16.0,3184.556782,0.287573123,0.0,2.88e-05,0.000392184,129.3125
Valitacell,Ireland,Europe,Biotechnology,1,29455,18.0,18.0,18.0,897.0,897.0,897.0,0.039215686,0.039215686,0.039215686,2758.747619,2758.747619,2758.747619,0.209422191,0.209422191,0.209422191,0.001096046,0.001096046,0.001096046,0.000195674,0.000195674,0.000195674,0.001051998,0.001051998,0.001051998,7.18e-05,7.18e-05,7.18e-05,15.77777778,15.77777778,15.77777778,1,91.0,,1.0,91.0,3641.761905,0.288954942,0.0,0.000119057,0.0001559,108.7362637
Thryve,United States,North America,Disease Diagnosis,1,29460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Access HealthNet,United States,North America,Internet Software & Services,1,29461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Trefoil Therapeutics,United States,North America,Biotechnology,1,29463,108.0,108.0,108.0,131.0,131.0,131.0,0.086612758,0.086612758,0.086612758,3376.302381,3376.302381,3376.302381,0.2827169,0.2827169,0.2827169,0.003078554,0.003078554,0.003078554,0.000455361,0.000455361,0.000455361,0.003205074,0.003205074,0.003205074,0.008298317,0.008298317,0.008298317,85.66666667,85.66666667,85.66666667,1,25.0,,1.0,25.0,3278.707973,0.295912174,0.0,4.63e-05,0.00041702,103.2
Nacuity Pharmaceuticals,United States,North America,Stealth Mode,1,29464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Pzizz,United Kingdom,Europe,Mobile Software & Services,1,29469,6.0,6.0,6.0,2021.0,2021.0,2021.0,1.0,1.0,1.0,1722.766667,1722.766667,1722.766667,0.152189069,0.152189069,0.152189069,0.0,0.0,0.0,7.76e-05,7.76e-05,7.76e-05,0.0,0.0,0.0,3.27e-08,3.27e-08,3.27e-08,6.166666667,6.166666667,6.166666667,1,6.0,7198.0,1.0,6.0,6.0,0.000572956,0.0,9.55e-05,3.24e-35,6.0
Parallel,United States,North America,Pharmaceuticals / Drugs,1,29477,2.0,2.0,2.0,6042.0,6042.0,6042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,2.79e-30,2.79e-30,2.79e-30,1.0,1.0,1.0,1,,,,,,,,,,
SMT,India,Asia,Medical Devices & Equipment,1,29478,3.0,3.0,3.0,3298.0,3298.0,3298.0,0.0,0.0,0.0,1.0,1.0,1.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,1,,,,,,,,,,
VetChat,Australia,Australia,Mobile Software & Services,1,29479,3.0,3.0,3.0,6669.0,6669.0,6669.0,0.0,0.0,0.0,1.0,1.0,1.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,1,1.0,,0.0,1.0,1.0,9.55e-05,0.0,9.55e-05,1.22e-46,1.0
Prolight Diagnostics,Sweden,Europe,Medical Equipment & Supplies,1,29484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Keen Eye Technologies,France,Europe,Internet Software & Services,1,29486,123.0,123.0,123.0,86.0,86.0,86.0,0.098071625,0.098071625,0.098071625,3257.978571,3257.978571,3257.978571,0.27318676,0.27318676,0.27318676,0.004619142,0.004619142,0.004619142,0.000598877,0.000598877,0.000598877,0.004538194,0.004538194,0.004538194,0.004986365,0.004986365,0.004986365,57.53658537,57.53658537,57.53658537,1,26.0,,1.0,26.0,3129.534163,0.283868761,0.0,5.71e-05,0.000235035,80.07692308
MedShr,United Kingdom,Europe,Mobile Software & Services,1,29489,3.0,3.0,3.0,6844.0,3371.0,5107.5,0.0,0.0,0.0,1.0,1.0,1.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,2,,,,,,,,,,
Abcuro,United States,North America,Biotechnology,1,29517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Cyto-Sen Therapeutics,United States,North America,Biotechnology,1,29518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BodyCAP,France,Europe,Medical Devices & Equipment,1,29522,12.0,12.0,12.0,1766.0,1766.0,1766.0,0.212121212,0.212121212,0.212121212,2822.242857,2822.242857,2822.242857,0.241054046,0.241054046,0.241054046,0.000703739,0.000703739,0.000703739,0.000107014,0.000107014,0.000107014,0.000691631,0.000691631,0.000691631,0.001215679,0.001215679,0.001215679,94.66666667,94.66666667,94.66666667,1,5.0,,1.0,5.0,2716.610354,0.249133024,0.0,3.41e-05,2.55e-05,30.2
Joymed,China,Asia,Medical Devices & Equipment,1,29523,16.0,3.0,7.5,3881.0,1115.0,2284.0,1.0,0.288888889,0.7791666665,2810.97381,2120.405952,2171.4619045,0.240426321,0.185564884,0.189607257,0.000751376,0.0,0.0003030495,0.00013131,4.11e-05,7.2e-05,0.000737896,0.0,0.0003038855,0.001323475,9.21e-06,1.5484999999999998e-05,77.75,6.8,9.616666665,4,6.0,4688.0,0.533333333,4.0,2891.27583,0.264172308,0.0001458,5.43e-05,8.77e-05,58.83333333
Goldfinch Bio,United States,North America,Disease Diagnosis,1,29527,72.0,72.0,72.0,1599.0,1599.0,1599.0,0.187793427,0.187793427,0.187793427,3403.107143,3403.107143,3403.107143,0.285494493,0.285494493,0.285494493,0.000948941,0.000948941,0.000948941,0.000225631,0.000225631,0.000225631,0.001005044,0.001005044,0.001005044,0.011089099,0.011089099,0.011089099,152.75,152.75,152.75,1,39.0,7146.0,1.0,39.0,3450.348449,0.308950563,0.0,4.9e-05,0.001749906,187.6666667
Fitpass,India,Asia,Mobile Software & Services,1,29533,10.0,10.0,10.0,1097.0,1097.0,1097.0,0.392857143,0.392857143,0.392857143,1495.606962,1495.606962,1495.606962,0.132463057,0.132463057,0.132463057,0.000440715,0.000440715,0.000440715,0.00014284,0.00014284,0.00014284,0.000440715,0.000440715,0.000440715,3.96e-10,3.96e-10,3.96e-10,6.3,6.3,6.3,1,3.0,,1.0,3.0,1793.299578,0.168013741,0.0,6.44e-05,5.66e-10,5.0
Zeriscope,United States,North America,Mobile Software & Services,1,29534,3.0,3.0,3.0,,,,1.0,1.0,1.0,2525.14881,2525.14881,2525.14881,0.218541223,0.218541223,0.218541223,0.0,0.0,0.0,2.47e-05,2.47e-05,2.47e-05,0.0,0.0,0.0,0.000172946,0.000172946,0.000172946,64.33333333,64.33333333,64.33333333,1,4.0,,1.0,4.0,2842.441306,0.259535106,0.0,2.76e-05,0.000106307,63.75
4C Medical,United States,North America,Medical Devices & Equipment,1,29535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Chigene,China,Asia,Internet Software & Services,1,29540,33.0,3.0,8.0,2647.0,408.0,1115.0,1.0,0.191397849,0.3944444445,2971.369048,2207.117857,2215.067857,0.252477182,0.192662405,0.19315856199999998,0.002304591,0.0,0.0004491515,0.000200919,4.36e-05,0.000103955,0.002310099,0.0,0.00044241150000000004,0.001822284,1.26e-05,1.7199999999999998e-05,61.33333333,8.9,12.749999998499998,4,16.0,2914.0,0.516666667,11.0,3140.580592,0.285242264,0.000583269,9.73e-05,0.000308382,75.3125
Flo Health,United States,North America,Mobile Software & Services,1,29545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Simple Habit,United States,North America,Mobile Software & Services,1,29546,55.0,55.0,55.0,391.0,391.0,391.0,0.18989899,0.18989899,0.18989899,3097.37381,3097.37381,3097.37381,0.262471241,0.262471241,0.262471241,0.002947607,0.002947607,0.002947607,0.000306624,0.000306624,0.000306624,0.00291907,0.00291907,0.00291907,0.001640979,0.001640979,0.001640979,59.01818182,59.01818182,59.01818182,1,75.0,7782.0,1.0,75.0,3174.036544,0.283964563,0.0,0.000111357,0.000201134,101.4533333
LB Pharmaceuticals,United States,North America,Drug Development,1,29551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
VarmX,Netherlands,Europe,Biotechnology,1,29559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,6569.0,0.0,1.0,1.0,9.55e-05,0.0,9.55e-05,1.22e-46,1.0
Ocugen,United States,North America,Drug Development,1,29562,2.0,2.0,2.0,6045.0,6045.0,6045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,2.79e-30,2.79e-30,2.79e-30,1.0,1.0,1.0,2,,,,,,,,,,
Allinaire Therapeutics,United States,North America,Biotechnology,1,29564,18.0,4.0,5.0,7733.0,1680.0,3713.0,1.0,0.216666667,0.333333333,3000.454762,2223.242857,2230.092857,0.255090872,0.194185813,0.194714576,0.000433775,0.0,3.69e-06,9.3e-05,4.07e-05,4.92e-05,0.000408548,0.0,1.28e-06,0.002296395,1.58e-05,1.6e-05,132.6111111,6.6,6.75,3,10.0,4665.0,0.644444444,8.0,2911.919877,0.26473145,0.000250508,5.05e-05,8.07e-05,53.8
Microbiotica,United Kingdom,Europe,Biotechnology,1,29575,47.0,20.0,33.5,3697.0,244.0,1970.5,0.189542484,0.115633673,0.1525880785,2959.811905,2939.190476,2949.5011905,0.254104421,0.25081889,0.2524616555,0.002370685,0.000670926,0.0015208055,0.000329943,0.000108218,0.0002190805,0.002349063,0.000660079,0.0015045710000000001,0.001217582,0.001190159,0.0012038705,82.1,38.61702128,60.35851064,2,20.0,4387.0,0.552631579,15.0,2952.438925,0.268720523,2.87e-05,6.04e-05,5.62e-05,50.25
Satsuma Pharmaceuticals,United States,North America,Drug Development,1,29577,301.0,145.0,223.0,394.0,59.0,226.5,0.172461341,0.137320044,0.15489069249999998,3735.37381,3597.792857,3666.5833334999998,0.306681803,0.299368466,0.3030251345,0.003425427,0.001307636,0.0023665315,0.00072764,0.000423811,0.0005757255,0.003517534,0.001355144,0.002436339,0.058159089,0.022250886,0.0402049875,142.4,137.5315615,139.96578075000002,2,66.0,6496.0,0.678321678,59.0,3648.229762,0.324687468,1e-05,7.35e-05,0.003554546,219.3030303
Nurami Medical,Israel,Asia,Medical Devices & Equipment,1,29585,7.0,7.0,7.0,8368.0,8368.0,8368.0,1.0,1.0,1.0,2704.257143,2704.257143,2704.257143,0.233312434,0.233312434,0.233312434,0.0,0.0,0.0,3.5e-05,3.5e-05,3.5e-05,0.0,0.0,0.0,0.000490351,0.000490351,0.000490351,82.28571429,82.28571429,82.28571429,2,1.0,,0.0,1.0,2648.53741,0.243682296,0.0,1.57e-05,1.28e-05,95.0
Indigo Diabetes,Belgium,Europe,Medical Devices & Equipment,1,29591,83.0,7.0,11.0,4799.0,240.0,1792.0,1.0,0.111784512,0.781818182,3358.761905,2458.80119,2549.4178570000004,0.279799498,0.212251581,0.21956695799999998,0.002434705,0.0,1.055e-05,0.000301947,4.62e-05,5.845e-05,0.002573636,0.0,3.53e-06,0.011855742,0.000112609,0.0002959105,129.5301205,25.11111111,35.68831169,8,30.0,2686.0,0.459770115,17.0,3113.317496,0.282404985,6.45e-05,8e-05,0.000194407,59.36666667
Harbour BioMed,China,Asia,Biotechnology,1,29592,42.0,42.0,42.0,465.0,465.0,465.0,0.131242741,0.131242741,0.131242741,3175.233333,3175.233333,3175.233333,0.268609167,0.268609167,0.268609167,0.00249296,0.00249296,0.00249296,0.000248639,0.000248639,0.000248639,0.002422776,0.002422776,0.002422776,0.004283113,0.004283113,0.004283113,106.2857143,106.2857143,106.2857143,2,17.0,,1.0,17.0,3095.084163,0.281306333,0.0,5.08e-05,0.000188893,77.17647059
GeoSilica,Iceland,Europe,Drug Manufacturing,1,29594,3.0,3.0,3.0,3254.0,3254.0,3254.0,0.0,0.0,0.0,1.0,1.0,1.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,1,3.0,,1.0,3.0,4.0,0.000341046,0.0,8e-05,1.14e-38,4.333333333
WellO2,Finland,Europe,Medical Devices & Equipment,1,29595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Centese,United States,North America,Medical Devices & Equipment,1,29596,8.0,6.0,7.0,4065.0,1550.0,2807.5,0.833333333,0.266666667,0.55,2266.65119,2245.060714,2255.855952,0.19755724,0.195749264,0.196653252,0.000296208,3.53e-08,0.00014812165,8.16e-05,5.18e-05,6.67e-05,0.000294887,2.72e-08,0.00014745710000000001,1.99e-05,1.92e-05,1.955e-05,11.16666667,10.125,10.645833334999999,2,4.0,5046.0,0.5,3.0,1894.15315,0.176932977,0.000179549,0.000117012,1.28e-09,3.0
TopGene,China,Asia,Biotechnology,1,29600,22.0,22.0,22.0,558.0,558.0,558.0,0.138528139,0.138528139,0.138528139,2497.003571,2497.003571,2497.003571,0.215423631,0.215423631,0.215423631,0.000836606,0.000836606,0.000836606,0.000211255,0.000211255,0.000211255,0.000825704,0.000825704,0.000825704,7.04e-05,7.04e-05,7.04e-05,15.86363636,15.86363636,15.86363636,1,13.0,5385.0,1.0,13.0,2587.520743,0.237315478,0.0,6.36e-05,5.54e-06,27.53846154
Emerge.me,United States,North America,Internet Software & Services,1,29601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Sterifre Medical,United States,North America,Medical Equipment & Supplies,1,29606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
GRO Biosciences,United States,North America,Biotechnology,1,29608,61.0,4.0,32.5,8026.0,358.0,4192.0,1.0,0.123497268,0.561748634,3397.247619,2778.97381,3088.1107145,0.25367213,0.212273487,0.23297280850000002,0.000832312,0.0,0.000416156,0.000245354,2.52e-05,0.000135277,0.00078543,0.0,0.000392715,0.001458127,7.6e-05,0.0007670635000000001,51.29508197,31.5,41.397540985,2,12.0,,1.0,12.0,3334.059524,0.267552524,0.0,2.91e-05,5.39e-05,88.91666667
Suono Bio,United States,North America,Biotechnology,1,29609,304.0,6.0,155.0,5145.0,41.0,2593.0,0.666666667,0.079910233,0.37328845,4224.15,2930.707143,3577.4285714999996,0.306458563,0.222754184,0.2646063735,0.006114906,2.36e-05,0.003069253,0.000843162,3.63e-05,0.00043973099999999995,0.006438585,1.71e-05,0.0032278425,0.034367608,0.000242218,0.017304913,104.2171053,58.5,81.35855265000001,2,38.0,,1.0,38.0,3786.140476,0.300567571,0.0,4.47e-05,0.001150024,176.2894737
ProtAn Bio,South Korea,Asia,Disease Diagnosis,1,29613,26.0,26.0,26.0,444.0,444.0,444.0,0.152173913,0.152173913,0.152173913,2589.742857,2589.742857,2589.742857,0.223530901,0.223530901,0.223530901,0.001441818,0.001441818,0.001441818,0.000244186,0.000244186,0.000244186,0.00130835,0.00130835,0.00130835,7.45e-05,7.45e-05,7.45e-05,17.46153846,17.46153846,17.46153846,1,11.0,,1.0,11.0,2895.017496,0.263218183,0.0,5.94e-05,4.97e-05,49.72727273
BioInvent,Sweden,Europe,Drug Development,1,29614,10.0,10.0,10.0,9441.0,9441.0,9441.0,0.533333333,0.533333333,0.533333333,2767.609524,2767.609524,2767.609524,0.237994365,0.237994365,0.237994365,2.79e-05,2.79e-05,2.79e-05,5.59e-05,5.59e-05,5.59e-05,1.71e-05,1.71e-05,1.71e-05,0.000790796,0.000790796,0.000790796,80.3,80.3,80.3,1,6.0,5911.0,1.0,6.0,3024.644048,0.275487126,0.0,2.69e-05,0.000165867,112.6666667
Signifier Medical Technologies,United Kingdom,Europe,Medical Devices & Equipment,1,29615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Orum Therapeutics,South Korea,Asia,Biotechnology,1,29616,2.0,2.0,2.0,5629.0,5629.0,5629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,2.79e-30,2.79e-30,2.79e-30,1.0,1.0,1.0,1,17.0,7555.0,1.0,17.0,2456.706457,0.22622494,0.0,8.78e-05,2.01e-06,22.0
Listen,Norway,Europe,Medical Devices & Equipment,1,29623,2.0,2.0,2.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,2.79e-30,2.79e-30,2.79e-30,1.0,1.0,1.0,1,1.0,,0.0,1.0,1354.883056,0.127854857,0.0,4.01e-05,8.89e-14,3.0
ZCL Chemicals,India,Asia,Pharmaceuticals / Drugs,1,29626,3.0,3.0,3.0,6768.0,6768.0,6768.0,0.0,0.0,0.0,1.0,1.0,1.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,1,,,,,,,,,,
MARVOTO,China,Asia,Medical Devices & Equipment,1,29628,2.0,2.0,2.0,5708.0,5708.0,5708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,2.79e-30,2.79e-30,2.79e-30,1.0,1.0,1.0,2,,,,,,,,,,
Northern Ohio Medical Specialists,United States,North America,Medical Facilities & Services,1,29632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
DIR Technologies,Israel,Asia,Drug Manufacturing,1,29641,10.0,10.0,10.0,9441.0,9441.0,9441.0,0.533333333,0.533333333,0.533333333,2767.609524,2767.609524,2767.609524,0.237994365,0.237994365,0.237994365,2.79e-05,2.79e-05,2.79e-05,5.59e-05,5.59e-05,5.59e-05,1.71e-05,1.71e-05,1.71e-05,0.000790796,0.000790796,0.000790796,80.3,80.3,80.3,1,6.0,,1.0,6.0,3024.644048,0.275487126,0.0,2.69e-05,0.000165867,112.6666667
IO Biotech,Denmark,Europe,Biotechnology,1,29642,86.0,21.0,84.0,3140.0,187.0,370.0,0.2,0.140902873,0.145438121,3421.007143,2908.342857,3251.085714,0.2869095,0.249131172,0.273207226,0.005345974,0.001033951,0.001851674,0.000391144,0.000139558,0.000328132,0.00552536,0.001036136,0.001818366,0.00921965,0.001132858,0.005445302,125.0357143,74.61904762,76.45348837,3,57.0,2735.0,0.406015038,37.0,3504.169877,0.313693983,0.000217216,0.00010278,0.001326364,122.4035088
Cykinso,Japan,Asia,Disease Diagnosis,1,29643,8.0,3.0,5.5,6516.0,2870.0,4693.0,0.333333333,0.0,0.1666666665,2258.279762,1792.678571,2025.4791665,0.196413446,0.158169175,0.1772913105,0.000164603,0.0,8.23015e-05,7.28e-05,3.99e-05,5.635e-05,0.00015473,0.0,7.7365e-05,1.76e-05,1.21e-07,8.860500000000001e-06,14.25,3.666666667,8.9583333335,2,2.0,,1.0,2.0,2236.602092,0.207346677,0.0,2.85e-05,6.11e-07,14.0
AdviNow,United States,North America,Healthcare Software,1,29644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Azulite,United States,North America,Medical Devices & Equipment,1,29656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Metera Pharmaceuticals,United States,North America,Stealth Mode,1,29657,395.0,395.0,395.0,17.0,17.0,17.0,0.078879393,0.078879393,0.078879393,3953.107143,3953.107143,3953.107143,0.323838446,0.323838446,0.323838446,0.014263625,0.014263625,0.014263625,0.001304888,0.001304888,0.001304888,0.015075658,0.015075658,0.015075658,0.041414102,0.041414102,0.041414102,99.67088608,99.67088608,99.67088608,1,50.0,,1.0,50.0,3635.236905,0.324448451,0.0,6.23e-05,0.002725573,219.58
Refresh Intelligent,China,Asia,Internet Software & Services,1,29662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
XQIAO,China,Asia,Health & Wellness (non-internet/mobile)…,1,29663,3.0,1.0,2.0,3536.0,3536.0,3536.0,0.0,0.0,0.0,1.0,1.0,1.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,0.000103256,5.6e-05,7.9628e-05,0.0,0.0,0.0,1.71e-28,1.06e-28,1.3849999999999999e-28,3.0,1.333333333,2.1666666665,2,,,,,,,,,,
Cure Genetics,China,Asia,Biotechnology,1,29666,5.0,5.0,5.0,,,,0.9,0.9,0.9,2791.430952,2791.430952,2791.430952,0.212579613,0.212579613,0.212579613,3.51e-06,3.51e-06,3.51e-06,3.74e-05,3.74e-05,3.74e-05,2.32e-06,2.32e-06,2.32e-06,0.000119674,0.000119674,0.000119674,47.2,47.2,47.2,1,1.0,,0.0,1.0,3086.294048,0.249574052,0.0,1.38e-05,1.87e-05,171.0
Raydiant Oximetry,United States,North America,Medical Devices & Equipment,1,29667,2.0,2.0,2.0,5588.0,5588.0,5588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,2.58e-30,2.58e-30,2.58e-30,1.0,1.0,1.0,1,,,,,,,,,,
Flaskdata.io,Israel,Asia,Internet Software & Services,1,29670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
LIME medical,Germany,Europe,Medical Devices & Equipment,1,29671,2.0,2.0,2.0,6840.0,6840.0,6840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,2.58e-30,2.58e-30,2.58e-30,1.0,1.0,1.0,1,,,,,,,,,,
Biotangents,United Kingdom,Europe,Biotechnology,1,29676,39.0,4.0,21.5,322.0,322.0,322.0,0.5,0.059379217,0.2796896085,3188.633333,2532.364286,2860.4988095,0.240360548,0.194481764,0.217421156,0.001897526,9.25e-06,0.000953388,0.000296711,4.06e-05,0.0001686555,0.001875224,4.11e-06,0.000939667,0.000758603,1.48e-05,0.0003867015,32.53846154,31.5,32.01923077,2,25.0,5199.0,0.863333333,23.0,3213.969048,0.25784432,2.66e-05,6.49e-05,3.73e-05,47.32
Nori Health,Netherlands,Europe,Internet Software & Services,1,29677,18.0,18.0,18.0,897.0,897.0,897.0,0.039215686,0.039215686,0.039215686,2758.747619,2758.747619,2758.747619,0.209422191,0.209422191,0.209422191,0.001096046,0.001096046,0.001096046,0.000195674,0.000195674,0.000195674,0.001051998,0.001051998,0.001051998,7.18e-05,7.18e-05,7.18e-05,15.77777778,15.77777778,15.77777778,1,91.0,,1.0,91.0,3641.761905,0.288954942,0.0,0.000119057,0.0001559,108.7362637
Cofoe,China,Asia,Medical Devices & Equipment,1,29680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Wellthy Therapeutics,India,Asia,Internet Software & Services,1,29682,10.0,6.0,8.0,5097.0,1058.0,1861.0,1.0,0.25,0.428571429,2248.454365,4.0,1835.9706350000001,0.173278646,0.000318598,0.142672438,0.001422753,0.0,0.0002199735,0.000144355,6.81e-05,0.0001012515,0.001459239,0.0,0.00020267349999999998,9.78e-07,1.27e-25,6.845e-09,10.55555556,2.333333333,7.0714285715,6,9.0,3613.0,0.194444444,3.0,3018.158333,0.244460118,0.001358275,0.000144798,2.65e-05,15.44444444
CUTISS,Switzerland,Europe,Biotechnology,1,29683,2.0,2.0,2.0,5617.0,5617.0,5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,2.58e-30,2.58e-30,2.58e-30,1.0,1.0,1.0,2,3.0,,1.0,3.0,3.0,0.00025244,0.0,8.41e-05,3.2e-42,3.0
