node,country,continent,industry,bipartite,id,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,clustering_max,clustering_min,clustering_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,deg_max,deg_min,deg_median,pagerank_max,pagerank_min,pagerank_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,num_inv,closeness_centralityorg,core_numberorg,clusteringorg,eigenvector_centralityorg,average_neighbor_degreeorg,degorg,pagerankorg,harmonic_centralityorg,newman_betweenness_centralityorg
Recovery Force,United States,North America,Medical Devices & Equipment,1,24158,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Lunaphore Technologies,Switzerland,Europe,Medical Devices & Equipment,1,24162,0.232361925,0.232361925,0.232361925,5.51e-05,5.51e-05,5.51e-05,0.333333333,0.333333333,0.333333333,0.00023234,0.00023234,0.00023234,58.75,58.75,58.75,4.0,4.0,4.0,4.29e-05,4.29e-05,4.29e-05,2365.521429,2365.521429,2365.521429,5.07e-05,5.07e-05,5.07e-05,1,0.236445415,4.0,1.0,3.26e-06,23.5,,3.51e-05,2272.492172,0.0
Immudex,Denmark,Europe,Biotechnology,1,24164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000431174,4.0,1.0,1.65e-36,4.0,,0.000107782,4.0,0.0
Haohai Biological Technology,China,Asia,Medical Equipment & Supplies,1,24178,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Better Therapeutics,United States,North America,Internet Software & Services,1,24186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,
BBlink,China,Asia,Mobile Software & Services,1,24189,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Orbita,United States,North America,Internet Software & Services,1,24191,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Cyrus Biotechnology,United States,North America,Internet Software & Services,1,24194,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Stilla Technologies,France,Europe,Biotechnology,1,24196,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
98Point6,United States,North America,Mobile Software & Services,1,24210,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Patronus Holdings,United States,North America,Medical Facilities & Services,1,24231,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
optimize.health,United States,North America,Mobile Software & Services,1,24232,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Zelegent,United States,North America,Medical Devices & Equipment,1,24234,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
StemoniX,United States,North America,Drug Development,1,24236,0.188509597,0.153006363,0.153006363,0.000343852,0.0,0.0,1.0,0.454545455,1.0,1.01e-05,6.89e-08,6.89e-08,8.928571429,8.0,8.0,14.0,2.0,2.0,0.000136332,3.98e-05,3.98e-05,2161.847619,1731.939683,1731.939683,0.000331055,0.0,0.0,4,0.213669944,2.0,1.0,1.15e-06,7.5,,2.77e-05,2305.415188,0.0
FetchMD,United States,North America,Mobile Software & Services,1,24239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Biotica,Spain,Europe,Biotechnology,1,24248,0.211647998,0.211647998,0.211647998,0.002303587,0.002303587,0.002303587,0.039215686,0.039215686,0.039215686,5.92e-05,5.92e-05,5.92e-05,14.44444444,14.44444444,14.44444444,18.0,18.0,18.0,0.000218589,0.000218589,0.000218589,2450.957143,2450.957143,2450.957143,0.00232965,0.00232965,0.00232965,1,0.285479811,72.0,1.0,0.000115788,87.05555556,,0.000120555,3167.022258,0.0
Aira.io,United States,North America,Internet Software & Services,1,24249,0.318413587,0.296296168,0.3073548775,0.003597581,0.003213877,0.0034057289999999997,0.140229336,0.105812445,0.12302089050000001,0.031020633,0.006632416,0.0188265245,106.4186047,89.80851064,98.11355767,258.0,94.0,176.0,0.000840859,0.000390665,0.000615762,3395.133333,3101.383333,3248.258333,0.003667063,0.003132205,0.003399634,2,0.311498834,40.0,0.617959184,0.001422607,128.16,,7.99e-05,3084.788925,3.87e-05
GrandOpinion,United States,North America,Healthcare Software,1,24250,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Shoulder Innovations,United States,North America,Medical Devices & Equipment,1,24258,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Rational Vaccines,United States,North America,Drug Development,1,24259,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FeetMe,France,Europe,Medical Devices & Equipment,1,24263,0.202476629,0.202476629,0.202476629,0.0,0.0,0.0,0.0,0.0,0.0,1.06e-05,1.06e-05,1.06e-05,52.0,52.0,52.0,1.0,1.0,1.0,2.04e-05,2.04e-05,2.04e-05,2044.933333,2044.933333,2044.933333,0.0,0.0,0.0,1,0.193210439,12.0,1.0,2.73e-08,13.08333333,,9.92e-05,1850.898785,0.0
BBB Technologies,South Korea,Asia,Mobile Software & Services,1,24264,0.202476629,0.202476629,0.202476629,0.0,0.0,0.0,0.0,0.0,0.0,1.06e-05,1.06e-05,1.06e-05,52.0,52.0,52.0,1.0,1.0,1.0,2.04e-05,2.04e-05,2.04e-05,2044.933333,2044.933333,2044.933333,0.0,0.0,0.0,1,0.193210439,12.0,1.0,2.73e-08,13.08333333,,9.92e-05,1850.898785,0.0
THINKmd,United States,North America,Mobile Software & Services,1,24269,0.242781129,0.242781129,0.242781129,6.3e-06,6.3e-06,6.3e-06,0.551282051,0.551282051,0.551282051,0.000655216,0.000655216,0.000655216,50.8,50.8,50.8,15.0,15.0,15.0,6.56e-05,6.56e-05,6.56e-05,2490.761905,2490.761905,2490.761905,3.58e-06,3.58e-06,3.58e-06,2,0.196290074,1.0,0.0,1.46e-07,5.0,,2.34e-05,1870.587807,0.0
MobieFit Technologies,India,Asia,Mobile Software & Services,1,24271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
BiondVax,Israel,Asia,Biotechnology,1,24272,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Bigfoot Biomedical,United States,North America,Medical Devices & Equipment,1,24274,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1Hu Doctor,China,Asia,Mobile Software & Services,1,24277,0.17433287,0.143824998,0.143824998,0.000336422,0.0,0.0,1.0,0.333333333,1.0,3.45e-07,2.38e-09,2.38e-09,8.5,3.5,3.5,6.0,4.0,4.0,8.36e-05,7.07e-05,7.07e-05,1754.624603,1433.40873,1433.40873,0.000336422,0.0,0.0,3,0.18840701,2.0,1.0,1.22e-08,5.0,,4.55e-05,1794.119816,0.0
NuSirt Biopharma,United States,North America,Biotechnology,1,24282,0.289341164,0.233952881,0.258725874,0.003379782,0.000438354,0.000720018,0.267973856,0.085051546,0.140243902,0.006758563,0.000219462,0.001699949,79.45454545,28.61111111,47.26829268,99.0,18.0,41.0,0.000490951,0.000128278,0.000239725,3040.261905,2393.852381,2680.030952,0.003508611,0.000401311,0.00057414,3,0.303101839,25.0,0.530583215,0.000479582,74.18421053,,8.9e-05,2990.481782,0.000129013
Nobl,United States,North America,Mobile Software & Services,1,24283,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
GlowDx,Ireland,Europe,Disease Diagnosis,1,24287,0.205518069,0.205518069,0.205518069,4.37e-05,4.37e-05,4.37e-05,0.333333333,0.333333333,0.333333333,1.16e-05,1.16e-05,1.16e-05,15.0,15.0,15.0,5.0,5.0,5.0,5.72e-05,5.72e-05,5.72e-05,2075.12381,2075.12381,2075.12381,3.14e-05,3.14e-05,3.14e-05,1,0.189537573,4.0,1.0,1.64e-08,5.25,,7.51e-05,1804.518626,0.0
Joint Academy,Sweden,Europe,Internet Software & Services,1,24289,0.218862549,0.173443353,0.173476354,0.001508121,2.53e-07,0.000370127,0.972222222,0.37254902,0.545454545,5.83e-05,7.13e-07,7.18e-07,20.3,10.15789474,13.2,24.0,10.0,13.0,0.000176827,8.54e-05,0.00010044,2530.666667,1976.871429,1980.871429,0.001566286,1.64e-07,0.000226029,7,0.229905633,3.0,0.2,1.14e-06,13.0,,6.9e-05,2484.124315,0.000359273
Gap-Flex,United States,North America,Medical Equipment & Supplies,1,24295,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LifeLinks,United States,North America,Medical Facilities & Services,1,24302,0.224247273,0.176181876,0.2002145745,0.000858511,0.000168232,0.0005133714999999999,0.25,0.0,0.125,0.000121843,8.31e-07,6.1337e-05,19.25,9.5,14.375,16.0,2.0,9.0,0.000156823,5.37e-05,0.0001052615,2289.135714,1767.350794,2028.243254,0.000864607,0.000168232,0.0005164195,2,0.233134899,25.0,0.668560606,1.58e-05,31.21212121,,0.000135217,2266.183838,8.63e-05
Vital Metrix,United States,North America,Medical Devices & Equipment,1,24304,0.176181876,0.145077961,0.1606299185,0.000168232,0.0,8.4116e-05,0.0,0.0,0.0,8.31e-07,5.71e-09,4.1835499999999996e-07,9.5,1.666666667,5.5833333335,3.0,2.0,2.5,6.86e-05,5.37e-05,6.115e-05,1767.350794,1442.792063,1605.0714285,0.000168232,0.0,8.4116e-05,2,0.214944794,11.0,0.580952381,4.73e-07,16.66666667,,0.000119777,2063.617172,0.000814192
Kodu Care,United States,North America,Medical Facilities & Services,1,24305,0.000102375,0.000102375,0.000102375,0.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000001e-27,1.2800000000000001e-27,1.2800000000000001e-27,2.0,2.0,2.0,3.0,3.0,3.0,0.000102365,0.000102365,0.000102365,1.0,1.0,1.0,0.0,0.0,0.0,1,0.000215587,2.0,1.0,6.03e-41,2.0,,0.000107782,2.0,0.0
PharmaCielo,Canada,North America,Pharmaceuticals / Drugs,1,24306,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Fabriq,United States,North America,Mobile Software & Services,1,24309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000215587,2.0,1.0,6.03e-41,2.0,,0.000107782,2.0,0.0
Harpoon Therapeutics,United States,North America,Drug Development,1,24310,0.32020859,0.238774851,0.2797837795,0.012688072,1.54e-05,0.0019102135,0.290909091,0.08173686,0.13597343950000002,0.110886906,0.00101359,0.019849600000000002,136.1936759,94.0,107.96799005,719.0,11.0,143.0,0.001594049,4.55e-05,0.00039621100000000005,4544.859524,3152.382143,3799.9238095,0.013823374,1.33e-05,0.00203331,4,0.322271453,59.0,0.451911469,0.003684735,209.1830986,,6.94e-05,4106.902381,2.61e-05
Zavante Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,24315,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SynDaver Labs,United States,North America,Medical Equipment & Supplies,1,24316,0.191504931,0.191504931,0.191504931,0.0,0.0,0.0,1.0,1.0,1.0,4.86e-06,4.86e-06,4.86e-06,12.44444444,12.44444444,12.44444444,9.0,9.0,9.0,7.13e-05,7.13e-05,7.13e-05,1932.7,1932.7,1932.7,0.0,0.0,0.0,1,0.210451632,1.0,0.0,1.42e-07,28.0,,2.1e-05,2012.700372,0.0
Inova Health Systems,United States,North America,Medical Facilities & Services,1,24319,0.152439005,0.152439005,0.152439005,0.0,0.0,0.0,1.0,1.0,1.0,1.73e-08,1.73e-08,1.73e-08,3.5,3.5,3.5,4.0,4.0,4.0,7.77e-05,7.77e-05,7.77e-05,1519.474206,1519.474206,1519.474206,0.0,0.0,0.0,2,,,,,,,,,
Noteworth,United States,North America,Healthcare Software,1,24322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Cooey Technologies,India,Asia,Mobile Software & Services,1,24327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
BlueBee,Netherlands,Europe,Internet Software & Services,1,24329,0.000102375,0.000102375,0.000102375,0.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000001e-27,1.2800000000000001e-27,1.2800000000000001e-27,2.0,2.0,2.0,3.0,3.0,3.0,0.000102365,0.000102365,0.000102365,1.0,1.0,1.0,0.0,0.0,0.0,2,,,,,,,,,
Allergy Amulet,United States,North America,Medical Devices & Equipment,1,24333,0.242835708,0.187747775,0.188509597,0.001252265,0.0,3.53e-05,1.0,0.323529412,0.785714286,0.001350729,9.89e-06,1.01e-05,75.15789474,8.928571429,10.6,19.0,10.0,10.0,0.000136332,5.57e-05,8.1e-05,2841.652381,2150.097619,2161.847619,0.00131788,0.0,3.36e-05,7,0.271383696,4.0,0.177777778,0.000175605,55.9,,7.48e-05,2986.332973,0.000266502
PB&B,Switzerland,Europe,Biotechnology,1,24342,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Biosyntia,Denmark,Europe,Biotechnology,1,24357,0.251704725,0.251704725,0.251704725,0.000251988,0.000251988,0.000251988,0.257142857,0.257142857,0.257142857,0.00089381,0.00089381,0.00089381,81.46666667,81.46666667,81.46666667,15.0,15.0,15.0,9.91e-05,9.91e-05,9.91e-05,2586.830952,2586.830952,2586.830952,0.00025507,0.00025507,0.00025507,1,0.254156492,6.0,1.0,2.95e-05,53.16666667,,2.84e-05,2461.861219,0.0
MyCuratio,United States,North America,Mobile Software & Services,1,24358,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ALX Oncology,United States,North America,Biotechnology,1,24360,0.285508001,0.277448096,0.2814780485,0.000492137,0.00011966,0.00030589850000000004,0.436575053,0.27707199,0.35682352149999996,0.00912687,0.005309417,0.0072181435,148.4482759,124.9782609,136.7132684,58.0,46.0,52.0,0.000205533,0.00014897,0.00017725150000000002,2994.138095,2893.67381,2943.9059525,0.000445968,0.00010446,0.00027521399999999997,2,0.310586959,20.0,0.663157895,0.001071722,196.0,,3.8e-05,3064.736905,1.87e-06
LaunchPad Medical,United States,North America,Medical Devices & Equipment,1,24368,0.208956394,0.208956394,0.208956394,6.59e-05,6.59e-05,6.59e-05,0.333333333,0.333333333,0.333333333,1.58e-05,1.58e-05,1.58e-05,55.33333333,55.33333333,55.33333333,3.0,3.0,3.0,3.66e-05,3.66e-05,3.66e-05,2118.65,2118.65,2118.65,5.48e-05,5.48e-05,5.48e-05,1,0.252666611,37.0,1.0,1.58e-05,42.86486486,,0.00010677,2470.680592,0.0
Diameter Health,United States,North America,Healthcare Software,1,24373,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
UE LifeSciences,United States,North America,Medical Devices & Equipment,1,24383,0.22133458,0.174369746,0.197852163,0.001102116,0.0,0.000551058,0.181818182,0.0,0.090909091,8.61e-05,5.91e-07,4.33455e-05,15.45454545,4.666666667,10.0606060585,11.0,3.0,7.0,0.000182813,5.2e-05,0.0001174065,2256.472619,1748.07619,2002.2744045,0.001096215,0.0,0.0005481075,2,0.237306499,4.0,0.6,3e-06,15.4,,7.06e-05,2285.315981,0.000203618
Lineus Medical,United States,North America,Medical Devices & Equipment,1,24386,0.224247273,0.000230344,0.1122388085,0.000858511,4.19e-08,0.00042927644999999996,0.25,0.0,0.125,0.000121843,2.49e-26,6.09215e-05,19.25,2.75,11.0,16.0,4.0,10.0,0.000156823,0.00011926,0.0001380415,2289.135714,2.5,1145.817857,0.000864607,4.19e-08,0.00043232445,2,0.230955278,25.0,0.731092437,1.6e-05,31.45714286,,0.000131257,2243.232648,1.54e-05
SweetBio,United States,North America,Biotechnology,1,24390,0.294944488,0.000230344,0.224247273,0.002466769,4.19e-08,0.000858511,0.25,0.0,0.162440734,0.010622328,2.49e-26,0.000121843,112.0606061,2.75,19.25,99.0,4.0,16.0,0.000371695,0.00011926,0.000156823,3107.238095,2.5,2289.135714,0.002658693,4.19e-08,0.000864607,4,0.280347895,25.0,0.601219512,0.000327047,47.70731707,,0.000142869,2749.579401,0.000577985
Stanson Health,United States,North America,Healthcare Software,1,24391,0.203125233,0.203125233,0.203125233,0.0,0.0,0.0,1.0,1.0,1.0,2.17e-05,2.17e-05,2.17e-05,8.5,8.5,8.5,4.0,4.0,4.0,3.68e-05,3.68e-05,3.68e-05,2052.959524,2052.959524,2052.959524,0.0,0.0,0.0,1,0.215291488,1.0,0.0,8.02e-07,6.0,,2.2e-05,2055.635029,0.0
Virgin Pulse,United States,North America,Mobile Software & Services,1,24393,0.236367878,0.183567538,0.209967708,0.000507927,0.0,0.0002539635,0.066666667,0.0,0.0333333335,0.000883686,6.06e-06,0.000444873,89.0,3.666666667,46.3333333335,8.0,3.0,5.5,0.000103937,5.02e-05,7.70685e-05,2446.914286,1855.197619,2151.0559525,0.000506429,0.0,0.0002532145,3,0.146863112,1.0,0.0,1.09e-11,2.0,,5.2e-05,1382.009377,0.0
OrthoIndy,United States,North America,Medical Facilities & Services,1,24422,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Cloud DX,Canada,North America,Mobile Software & Services,1,24423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Telespine,United States,North America,Internet Software & Services,1,24428,0.237158406,0.237158406,0.237158406,0.001081203,0.001081203,0.001081203,0.18622449,0.18622449,0.18622449,0.000153268,0.000153268,0.000153268,28.40816327,28.40816327,28.40816327,49.0,49.0,49.0,0.000306339,0.000306339,0.000306339,2458.311905,2458.311905,2458.311905,0.001015329,0.001015329,0.001015329,1,0.26257542,31.0,1.0,2.62e-05,48.29032258,,9.53e-05,2571.327886,0.0
arztkonsultation.de,Germany,Europe,Internet Software & Services,1,24430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Allcure Medical Technology,China,Asia,Internet Software & Services,1,24434,9.04e-05,9.04e-05,9.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2200000000000002e-27,1.2200000000000002e-27,1.2200000000000002e-27,2.0,2.0,2.0,3.0,3.0,3.0,9.04e-05,9.04e-05,9.04e-05,1.0,1.0,1.0,0.0,0.0,0.0,2,,,,,,,,,
5ichong,China,Asia,Mobile Software & Services,1,24438,0.170296832,0.140782747,0.15553978950000003,0.000195886,0.0,9.7943e-05,0.533333333,0.0,0.2666666665,5.47e-07,3.75e-09,2.75375e-07,7.25,3.666666667,5.4583333335,8.0,3.0,5.5,0.000102572,4.61e-05,7.4336e-05,1938.945635,1587.163889,1763.054762,0.000195886,0.0,9.7943e-05,2,0.201733674,4.0,1.0,9.62e-08,8.0,,4.77e-05,2172.932251,0.0
Speclipse,United States,North America,Medical Devices & Equipment,1,24439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,0.220635318,7.0,1.0,9.06e-07,9.285714286,,8.39e-05,2112.571934,0.0
MicroOptx,United States,North America,Biotechnology,1,24448,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
WhisperSom,United States,North America,Mobile Software & Services,1,24450,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Kanyos Bio,United States,North America,Biotechnology,1,24455,0.333316341,0.311025034,0.322760705,0.012303535,0.001322683,0.0045293115,0.214362387,0.081583541,0.13008718600000002,0.045099333,0.02063309,0.034763419999999996,167.6131387,98.94789082,123.32731855,403.0,137.0,253.5,0.00139422,0.0004312,0.0008235629999999999,3586.854762,3285.688095,3438.452381,0.012935559,0.001394124,0.00474448,4,0.343243033,91.0,0.400101317,0.008066499,207.7234043,,0.0001519,3446.694048,6.75e-05
ImmunityBio,United States,North America,Biotechnology,1,24458,0.309928743,0.309928743,0.309928743,0.000985155,0.000985155,0.000985155,0.221411192,0.221411192,0.221411192,0.029699455,0.029699455,0.029699455,178.5797101,178.5797101,178.5797101,138.0,138.0,138.0,0.000402299,0.000402299,0.000402299,3284.104762,3284.104762,3284.104762,0.001062596,0.001062596,0.001062596,2,0.304742581,21.0,1.0,0.001192772,178.6190476,,4.18e-05,3007.655592,0.0
dacadoo,Switzerland,Europe,Mobile Software & Services,1,24466,0.270772482,0.270772482,0.270772482,0.003639986,0.003639986,0.003639986,0.195681511,0.195681511,0.195681511,0.003091835,0.003091835,0.003091835,87.02564103,87.02564103,87.02564103,39.0,39.0,39.0,0.000229448,0.000229448,0.000229448,2818.154762,2818.154762,2818.154762,0.00366723,0.00366723,0.00366723,2,0.279722478,6.0,1.0,0.000208775,108.1666667,,3.33e-05,2724.984163,0.0
DynamX Medical,United Kingdom,Europe,Medical Devices & Equipment,1,24468,0.19204589,0.19204589,0.19204589,0.0,0.0,0.0,1.0,1.0,1.0,4.77e-06,4.77e-06,4.77e-06,10.6,10.6,10.6,5.0,5.0,5.0,4.82e-05,4.82e-05,4.82e-05,1933.385714,1933.385714,1933.385714,0.0,0.0,0.0,1,0.210211073,9.0,1.0,2.27e-07,14.0,,7.55e-05,2019.777092,0.0
BIOS,United Kingdom,Europe,Medical Devices & Equipment,1,24469,0.208956394,0.19204589,0.200501142,6.59e-05,0.0,3.295e-05,1.0,0.333333333,0.6666666665000001,1.58e-05,4.77e-06,1.0285e-05,55.33333333,10.6,32.966666665,5.0,3.0,4.0,4.82e-05,3.66e-05,4.24e-05,2118.65,1933.385714,2026.017857,5.48e-05,0.0,2.74e-05,2,0.253207769,37.0,0.67826087,1.59e-05,36.2173913,,0.000169482,2480.013925,0.000632774
Healthera,United Kingdom,Europe,Internet Software & Services,1,24472,0.19204589,0.19204589,0.19204589,0.0,0.0,0.0,1.0,1.0,1.0,4.77e-06,4.77e-06,4.77e-06,10.6,10.6,10.6,5.0,5.0,5.0,4.82e-05,4.82e-05,4.82e-05,1933.385714,1933.385714,1933.385714,0.0,0.0,0.0,1,0.210211073,9.0,1.0,2.27e-07,14.0,,7.55e-05,2019.777092,0.0
SUN Bioscience,Switzerland,Europe,Biotechnology,1,24473,0.19204589,0.19204589,0.19204589,0.0,0.0,0.0,1.0,1.0,1.0,4.77e-06,4.77e-06,4.77e-06,10.6,10.6,10.6,5.0,5.0,5.0,4.82e-05,4.82e-05,4.82e-05,1933.385714,1933.385714,1933.385714,0.0,0.0,0.0,1,0.210211073,9.0,1.0,2.27e-07,14.0,,7.55e-05,2019.777092,0.0
Unite Genomic Solutions,United States,North America,Healthcare Software,1,24474,0.19204589,0.19204589,0.19204589,0.0,0.0,0.0,1.0,1.0,1.0,4.77e-06,4.77e-06,4.77e-06,10.6,10.6,10.6,5.0,5.0,5.0,4.82e-05,4.82e-05,4.82e-05,1933.385714,1933.385714,1933.385714,0.0,0.0,0.0,1,0.210211073,9.0,1.0,2.27e-07,14.0,,7.55e-05,2019.777092,0.0
CorVista Health,United States,North America,Healthcare Software,1,24476,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Lyra Health,United States,North America,Internet Software & Services,1,24480,0.337271201,0.243651216,0.262380194,0.009323132,4.31e-08,0.000127234,0.833333333,0.088394397,0.37944664,0.057313907,0.000491394,0.001864663,113.9855072,65.92,95.16666667,414.0,6.0,28.0,0.001297251,3.47e-05,0.000115439,3624.666667,2489.383333,2705.071429,0.01002146,7.67e-08,8.45e-05,5,0.32006457,39.0,0.617336152,0.002043449,181.2272727,,6.88e-05,3177.846068,3.44e-05
Medwell Ventures,India,Asia,Medical Facilities & Services,1,24488,0.311892915,0.253465439,0.282679177,0.003893689,0.000394482,0.0021440855,0.111859105,0.107142857,0.109500981,0.020220017,0.000933839,0.010576928,136.75,107.7965116,122.2732558,172.0,8.0,90.0,0.000636101,9.92e-05,0.0003676505,3304.985714,2603.65,2954.317857,0.003811071,0.000361431,0.002086251,2,0.319681289,46.0,0.934397163,0.001553617,159.7083333,,6.9e-05,3172.888925,1.56e-05
MIP Diagnostics,United Kingdom,Europe,Drug Manufacturing,1,24492,0.247649698,0.247649698,0.247649698,6.25e-05,6.25e-05,6.25e-05,0.607142857,0.607142857,0.607142857,0.000568299,0.000568299,0.000568299,93.125,93.125,93.125,8.0,8.0,8.0,5.55e-05,5.55e-05,5.55e-05,2534.757143,2534.757143,2534.757143,4.23e-05,4.23e-05,4.23e-05,1,0.260788123,11.0,1.0,2.94e-05,40.90909091,,5.47e-05,2529.380592,0.0
Gemstone Biotherapeutics,United States,North America,Biotechnology,1,24499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Lumeon,United States,North America,Internet Software & Services,1,24514,0.301829091,0.227865789,0.286599904,0.002282296,0.0,0.001249975,1.0,0.135674931,0.376344086,0.016729722,0.000213691,0.014405661,196.8730159,47.5,116.5528455,123.0,4.0,63.0,0.000471882,2.99e-05,0.000209423,3182.719048,2317.419048,3018.504762,0.002298563,0.0,0.001275792,3,0.295799747,17.0,0.732026144,0.000359543,93.77777778,,4.53e-05,2891.762734,1.5e-05
Robocath,France,Europe,Medical Devices & Equipment,1,24527,0.249156105,0.249156105,0.249156105,0.000692428,0.000692428,0.000692428,0.266666667,0.266666667,0.266666667,0.001210713,0.001210713,0.001210713,110.2,110.2,110.2,10.0,10.0,10.0,0.000101504,0.000101504,0.000101504,2568.642857,2568.642857,2568.642857,0.0006844,0.0006844,0.0006844,1,0.247113665,2.0,1.0,2.43e-05,49.5,,2.9e-05,2387.671068,0.0
Axovant,Bermuda,North America,Biotechnology,1,24530,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Canopy Health,United States,North America,Medical Facilities & Services,1,24535,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
